Player,Team,Service,Season,Extension,Non-Tendered,Outrighted,Next Year Salary,first_name,last_name,Source
Chris Heisey,Dodgers,4.157,2014,False,False,False,2160000.0,Chris,Heisey,MLBTR
Cliff Pennington,Diamondbacks,5.114,2014,False,False,False,3275000.0,Cliff,Pennington,MLBTR
Collin Cowgill,Angels,2.151,2014,False,False,False,995000.0,Collin,Cowgill,MLBTR
Craig Gentry,Athletics,4.084,2014,False,False,False,1600000.0,Craig,Gentry,MLBTR
Craig Stammen,Nationals,4.16,2014,False,False,False,2250000.0,Craig,Stammen,MLBTR
Dale Thayer,Padres,3.071,2014,False,False,False,1375000.0,Dale,Thayer,MLBTR
Daniel Murphy,Mets,5.109,2014,False,False,False,8000000.0,Daniel,Murphy,MLBTR
Daniel Nava,Red Sox,3.045,2014,False,False,False,1850000.0,Daniel,Nava,MLBTR
Danny Valencia ,Blue Jays,3.118,2014,False,False,False,1675000.0,Danny,Valencia ,MLBTR
Danny Espinosa,Nationals,3.113,2014,False,False,False,1800000.0,Danny,Espinosa,MLBTR
Danny Duffy,Royals,3.085,2014,False,False,False,2425000.0,Danny,Duffy,MLBTR
Darwin Barney,Dodgers,4.053,2014,False,False,False,2525000.0,Darwin,Barney,MLBTR
David Freese,Angels,5.028,2014,False,False,False,6425000.0,David,Freese,MLBTR
David Carpenter,Yankees,3.016,2014,False,False,False,1300000.0,David,Carpenter,MLBTR
David Hernandez,Diamondbacks,5.095,2014,False,False,False,2000000.0,David,Hernandez,MLBTR
David Price,Tigers,5.164,2014,False,False,False,19750000.0,David,Price,MLBTR
David Phelps ,Marlins,2.156,2014,False,False,False,1400000.0,David,Phelps ,MLBTR
Dayan Viciedo,White Sox,3.123,2014,False,False,False,4400000.0,Dayan,Viciedo,MLBTR
Dee Gordon,Marlins,2.154,2014,False,False,False,2500000.0,Dee,Gordon,MLBTR
Desmond Jennings,Rays,3.101,2014,False,False,False,3100000.0,Desmond,Jennings,MLBTR
Devin Mesoraco,Reds,3.028,2014,True,False,False,,Devin,Mesoraco,MLBTR
Dexter Fowler,Astros,5.168,2014,False,False,False,9500000.0,Dexter,Fowler,MLBTR
Dillon Gee,Mets,4.028,2014,False,False,False,5300000.0,Dillon,Gee,MLBTR
Domonic Brown,Phillies,3.078,2014,False,False,False,2600000.0,Domonic,Brown,MLBTR
Doug Fister,Nationals,5.058,2014,False,False,False,11400000.0,Doug,Fister,MLBTR
Drew Butera,Angels,4.018,2014,False,False,False,987000.0,Drew,Butera,MLBTR
Drew Storen,Nationals,4.14,2014,False,False,False,5700000.0,Drew,Storen,MLBTR
Drew Smyly,Rays,2.154,2014,False,False,False,2650000.0,Drew,Smyly,MLBTR
Drew Stubbs,Rockies,5.047,2014,False,False,False,5825000.0,Drew,Stubbs,MLBTR
Dustin Ackley,Mariners,3.087,2014,False,False,False,2600000.0,Dustin,Ackley,MLBTR
Eduardo Nunez,Twins,3.09,2014,False,False,False,1025000.0,Eduardo,Nunez,MLBTR
Eric Sogard,Athletics,3.064,2014,False,False,False,1075000.0,Eric,Sogard,MLBTR
Eric Hosmer,Royals,3.146,2014,True,False,False,,Eric,Hosmer,MLBTR
Esmil Rogers,Yankees,4.088,2014,False,False,False,1480000.0,Esmil,Rogers,MLBTR
Felix Doubront,Cubs,3.12,2014,False,False,False,1925000.0,Felix,Doubront,MLBTR
Fernando Salas,Angels,4.048,2014,False,False,False,1370000.0,Fernando,Salas,MLBTR
Fernando Abad,Athletics,3.073,2014,False,False,False,1087000.0,Fernando,Abad,MLBTR
Fernando Rodriguez,Athletics,3.053,2014,False,False,False,635000.0,Fernando,Rodriguez,MLBTR
Francisco Cervelli,Pirates,4.146,2014,False,False,False,988000.0,Francisco,Cervelli,MLBTR
Garrett Richards,Angels,2.148,2014,False,False,False,3200000.0,Garrett,Richards,MLBTR
Gerardo Parra,Brewers,5.145,2014,False,False,False,6237000.0,Gerardo,Parra,MLBTR
Greg Holland,Royals,4.028,2014,False,False,False,8250000.0,Greg,Holland,MLBTR
Gregor Blanco,Giants,4.164,2014,True,False,False,,Gregor,Blanco,MLBTR
Hank Conger,Astros,3.051,2014,False,False,False,1075000.0,Hank,Conger,MLBTR
Hector Santiago,Angels,3.016,2014,False,False,False,2290000.0,Hector,Santiago,MLBTR
Hector Sanchez,Giants,2.166,2014,False,False,False,800000.0,Hector,Sanchez,MLBTR
Hector Noesi,White Sox,3.006,2014,False,False,False,1950000.0,Hector,Noesi,MLBTR
Henderson Alvarez,Marlins,3.051,2014,False,False,False,4000000.0,Henderson,Alvarez,MLBTR
Ian Kennedy,Padres,5.124,2014,False,False,False,9850000.0,Ian,Kennedy,MLBTR
Ike Davis,Athletics,4.155,2014,False,False,False,3800000.0,Ike,Davis,MLBTR
Ivan Nova,Yankees,4.024,2014,False,False,False,3300000.0,Ivan,Nova,MLBTR
J.D. Martinez,Tigers,3.036,2014,False,False,False,3000000.0,J.D.,Martinez,MLBTR
Jake Arrieta,Cubs,3.145,2014,False,False,False,3630000.0,Jake,Arrieta,MLBTR
Jake McGee,Rays,3.127,2014,False,False,False,3550000.0,Jake,McGee,MLBTR
James Russell,Braves,5.0,2014,False,False,False,2425000.0,James,Russell,MLBTR
Jared Hughes,Pirates,2.162,2014,False,False,False,1075000.0,Jared,Hughes,MLBTR
Jarrod Parker ,Athletics,3.0,2014,False,False,False,850000.0,Jarrod,Parker ,MLBTR
Jarrod Dyson,Royals,3.088,2014,False,False,False,1225000.0,Jarrod,Dyson,MLBTR
Jason Castro,Astros,4.104,2014,False,False,False,4000000.0,Jason,Castro,MLBTR
Javy Guerra,White Sox,2.133,2014,False,False,False,938000.0,Javy,Guerra,MLBTR
Jeff Samardzija,White Sox,5.028,2014,False,False,False,9800000.0,Jeff,Samardzija,MLBTR
Jenrry Mejia,Mets,2.14,2014,False,False,False,2595000.0,Jenrry,Mejia,MLBTR
Jeremy Hellickson,Diamondbacks,4.045,2014,False,False,False,4275000.0,Jeremy,Hellickson,MLBTR
Jerry Blevins ,Nationals,5.081,2014,False,False,False,2400000.0,Jerry,Blevins ,MLBTR
Jesse Chavez,Athletics,4.108,2014,False,False,False,2150000.0,Jesse,Chavez,MLBTR
Jhoulys Chacin,Rockies,5.012,2014,False,False,False,5500000.0,Jhoulys,Chacin,MLBTR
Joe Wieland,Padres,2.161,2014,False,False,False,590000.0,Joe,Wieland,MLBTR
John Jaso,Rays,5.032,2014,False,False,False,3175000.0,John,Jaso,MLBTR
Jon Jay,Cardinals,4.134,2014,True,False,False,,Jon,Jay,MLBTR
Jordan Walden,Cardinals,4.043,2014,True,False,False,,Jordan,Walden,MLBTR
Jordan Lyles,Rockies,3.06,2014,False,False,False,2475000.0,Jordan,Lyles,MLBTR
Jordan Schafer,Twins,4.121,2014,False,False,False,1550000.0,Jordan,Schafer,MLBTR
Jose Lobaton,Nationals,3.138,2014,False,False,False,1200000.0,Jose,Lobaton,MLBTR
Josh Reddick,Athletics,4.05,2014,False,False,False,4100000.0,Josh,Reddick,MLBTR
Josh Donaldson ,Blue Jays,2.158,2014,False,False,False,4300000.0,Josh,Donaldson ,MLBTR
Josh Tomlin,Indians,4.033,2014,False,False,False,1500000.0,Josh,Tomlin,MLBTR
Josh Harrison,Pirates,3.033,2014,False,False,False,2800000.0,Josh,Harrison,MLBTR
Juan Nicasio,Dodgers,3.084,2014,False,False,False,2300000.0,Juan,Nicasio,MLBTR
Junichi Tazawa,Red Sox,4.086,2014,False,False,False,2250000.0,Junichi,Tazawa,MLBTR
Justin Ruggiano,Cubs,4.019,2014,False,False,False,2505000.0,Justin,Ruggiano,MLBTR
Justin Turner,Dodgers,4.045,2014,False,False,False,2500000.0,Justin,Turner,MLBTR
Kelvin Herrera,Royals,2.157,2014,True,False,False,,Kelvin,Herrera,MLBTR
Kenley Jansen,Dodgers,4.073,2014,False,False,False,7400000.0,Kenley,Jansen,MLBTR
Kevin Jepsen,Angels,4.163,2014,False,False,False,3025000.0,Kevin,Jepsen,MLBTR
Kevin Frandsen,Nationals,5.151,2014,False,False,False,1000000.0,Kevin,Frandsen,MLBTR
Lance Lynn,Cardinals,3.119,2014,True,False,False,,Lance,Lynn,MLBTR
Logan Morrison,Mariners,4.069,2014,False,False,False,2725000.0,Logan,Morrison,MLBTR
Logan Forsythe,Rays,3.113,2014,False,False,False,1100000.0,Logan,Forsythe,MLBTR
Lonnie Chisenhall,Indians,3.027,2014,False,False,False,2250000.0,Lonnie,Chisenhall,MLBTR
Lorenzo Cain,Royals,3.074,2014,False,False,False,2725000.0,Lorenzo,Cain,MLBTR
Louis Coleman,Royals,2.162,2014,False,False,False,725000.0,Louis,Coleman,MLBTR
Lucas Duda,Mets,3.137,2014,False,False,False,4200000.0,Lucas,Duda,MLBTR
Luis Valbuena,Cubs,4.148,2014,False,False,False,4200000.0,Luis,Valbuena,MLBTR
Marc Rzepczynski,Indians,4.132,2014,False,False,False,2400000.0,Marc,Rzepczynski,MLBTR
Marco Estrada,Blue Jays,5.035,2014,False,False,False,3900000.0,Marco,Estrada,MLBTR
Mark Trumbo ,Diamondbacks,4.027,2014,False,False,False,6900000.0,Mark,Trumbo ,MLBTR
Mark Melancon,Pirates,4.098,2014,False,False,False,5400000.0,Mark,Melancon,MLBTR
Martin Maldonado,Brewers,2.156,2014,True,False,False,,Martin,Maldonado,MLBTR
Marwin Gonzalez,Astros,2.133,2014,False,False,False,1062000.0,Marwin,Gonzalez,MLBTR
Mat Latos ,Marlins,5.079,2014,False,False,False,9400000.0,Mat,Latos ,MLBTR
Matt Wieters,Orioles,5.129,2014,False,False,False,8300000.000000001,Matt,Wieters,MLBTR
Matt Joyce,Angels,5.123,2014,False,False,False,4750000.0,Matt,Joyce,MLBTR
Michael Saunders,Blue Jays,4.138,2014,False,False,False,2875000.0,Michael,Saunders,MLBTR
Michael Dunn,Marlins,4.079,2014,True,False,False,,Michael,Dunn,MLBTR
Michael McKenry,Rockies,3.097,2014,False,False,False,1088000.0,Michael,McKenry,MLBTR
Michael Pineda,Yankees,3.099,2014,False,False,False,2100000.0,Michael,Pineda,MLBTR
Miguel Gonzalez,Orioles,3.095,2014,False,False,False,3275000.0,Miguel,Gonzalez,MLBTR
Mike Minor ,Braves,3.138,2014,False,False,False,5600000.0,Mike,Minor ,MLBTR
Mike Leake,Reds,5.0,2014,False,False,False,9775000.0,Mike,Leake,MLBTR
Mike Moustakas,Royals,3.111,2014,False,False,False,2640000.0,Mike,Moustakas,MLBTR
Mitch Moreland,Rangers,4.067,2014,False,False,False,2950000.0,Mitch,Moreland,MLBTR
Nate Eovaldi,Yankees,3.013,2014,False,False,False,3300000.0,Nate,Eovaldi,MLBTR
Nate Jones,White Sox,3.0,2014,False,False,False,660000.0,Nate,Jones,MLBTR
Neftali Feliz,Rangers,4.151,2014,False,False,False,4125000.0,Neftali,Feliz,MLBTR
Neil Walker ,Pirates,4.166,2014,False,False,False,8000000.0,Neil,Walker ,MLBTR
Pedro Strop,Cubs,3.156,2014,False,False,False,2525000.0,Pedro,Strop,MLBTR
Pedro Alvarez ,Pirates,4.085,2014,False,False,False,5750000.0,Pedro,Alvarez ,MLBTR
Peter Bourjos,Cardinals,4.062,2014,False,False,False,1650000.0,Peter,Bourjos,MLBTR
Rene Rivera,Rays,3.082,2014,False,False,False,1200000.0,Rene,Rivera,MLBTR
Rex Brothers,Rockies,3.117,2014,False,False,False,1400000.0,Rex,Brothers,MLBTR
Rick Porcello,Red Sox,5.17,2014,False,False,False,12500000.0,Rick,Porcello,MLBTR
Ross Detwiler,Rangers,5.002,2014,False,False,False,3450000.0,Ross,Detwiler,MLBTR
Ruben Tejada,Mets,3.171,2014,False,False,False,1880000.0,Ruben,Tejada,MLBTR
Ryan Cook,Athletics,3.036,2014,False,False,False,1400000.0,Ryan,Cook,MLBTR
Ryan Flaherty,Orioles,3.0,2014,False,False,False,1075000.0,Ryan,Flaherty,MLBTR
Sam Fuld,Athletics,4.14,2014,False,False,False,1750000.0,Sam,Fuld,MLBTR
Sean Rodriguez,Pirates,5.133,2014,False,False,False,1900000.0,Sean,Rodriguez,MLBTR
Shawn Kelley,Padres,5.128,2014,False,False,False,2835000.0,Shawn,Kelley,MLBTR
Stephen Strasburg,Nationals,4.118,2014,False,False,False,7400000.0,Stephen,Strasburg,MLBTR
Steve Cishek,Marlins,3.143,2014,False,False,False,6650000.0,Steve,Cishek,MLBTR
Steve Pearce,Orioles,5.116,2014,False,False,False,3700000.0,Steve,Pearce,MLBTR
Tim Collins,Royals,3.097,2014,False,False,False,1475000.0,Tim,Collins,MLBTR
Todd Frazier,Reds,3.071,2014,True,False,False,,Todd,Frazier,MLBTR
Tom Wilhelmsen ,Mariners,3.091,2014,False,False,False,1400000.0,Tom,Wilhelmsen ,MLBTR
Tommy Hunter,Orioles,5.066,2014,False,False,False,4650000.0,Tommy,Hunter,MLBTR
Tommy Milone,Twins,2.165,2014,False,False,False,2775000.0,Tommy,Milone,MLBTR
Tony Sipp,Astros,5.1,2014,False,False,False,2400000.0,Tony,Sipp,MLBTR
Tony Cruz,Cardinals,3.105,2014,False,False,False,775000.0,Tony,Cruz,MLBTR
Tony Watson,Pirates,3.101,2014,False,False,False,1750000.0,Tony,Watson,MLBTR
Travis Wood,Cubs,4.004,2014,False,False,False,5685000.0,Travis,Wood,MLBTR
Travis Ishikawa,Giants,4.012,2014,False,False,False,1100000.0,Travis,Ishikawa,MLBTR
Travis Snider,Pirates,4.091,2014,False,False,False,2100000.0,Travis,Snider,MLBTR
Trevor Plouffe,Twins,3.162,2014,False,False,False,4800000.0,Trevor,Plouffe,MLBTR
Tyler Clippard,Athletics,5.148,2014,False,False,False,8300000.000000001,Tyler,Clippard,MLBTR
Tyler Chatwood,Rockies,3.039,2014,True,False,False,,Tyler,Chatwood,MLBTR
Tyler Flowers,White Sox,3.148,2014,False,False,False,2675000.0,Tyler,Flowers,MLBTR
Tyson Ross,Padres,3.126,2014,False,False,False,5250000.0,Tyson,Ross,MLBTR
Vance Worley ,Pirates,2.139,2014,False,False,False,2450000.0,Vance,Worley ,MLBTR
Vinnie Pestano,Angels,3.054,2014,False,False,False,1150000.0,Vinnie,Pestano,MLBTR
Wade Miley,Red Sox,3.044,2014,True,False,False,,Wade,Miley,MLBTR
Welington Castillo,Cubs,3.009,2014,False,False,False,2100000.0,Welington,Castillo,MLBTR
Wilin Rosario ,Rockies,3.023,2014,False,False,False,2800000.0,Wilin,Rosario ,MLBTR
Wilson Ramos,Nationals,4.047,2014,False,False,False,3550000.0,Wilson,Ramos,MLBTR
Yonder Alonso,Padres,3.116,2014,False,False,False,1650000.0,Yonder,Alonso,MLBTR
Yusmeiro Petit,Giants,4.016,2014,False,False,False,2100000.0,Yusmeiro,Petit,MLBTR
Zach Britton,Orioles,2.158,2014,False,False,False,3200000.0,Zach,Britton,MLBTR
Zack Cozart,Reds,3.084,2014,False,False,False,2350000.0,Zack,Cozart,MLBTR
A.J. Pollock,Diamondbacks,3.052,2015,True,False,False,,A.J.,Pollock,MLBTR
A.J. Ellis,Dodgers,5.151,2015,False,False,False,4500000.0,A.J.,Ellis,MLBTR
A.J. Ramos,Marlins,3.03,2015,False,False,False,3400000.0,A.J.,Ramos,MLBTR
Aaron Loup,Blue Jays,3.083,2015,False,False,False,1050000.0,Aaron,Loup,MLBTR
Adam Warren,Cubs,3.036,2015,False,False,False,1700000.0,Adam,Warren,MLBTR
Adam Ottavino,Rockies,4.087,2015,True,False,False,,Adam,Ottavino,MLBTR
Addison Reed,Mets,4.002,2015,False,False,False,5300000.0,Addison,Reed,MLBTR
Adeiny Hechavarria,Marlins,3.06,2015,False,False,False,2625000.0,Adeiny,Hechavarria,MLBTR
Alex Cobb,Rays,4.061,2015,False,False,False,4000000.0,Alex,Cobb,MLBTR
Andres Blanco,Phillies,5.007,2015,False,False,False,1450000.0,Andres,Blanco,MLBTR
Andrew Cashner,Padres,5.126,2015,False,False,False,7150000.0,Andrew,Cashner,MLBTR
Andrew Romine,Tigers,3.049,2015,False,False,False,900000.0,Andrew,Romine,MLBTR
Anthony Rendon,Nationals,2.13,2015,False,False,False,2800000.0,Anthony,Rendon,MLBTR
Arodys Vizcaino,Braves,2.168,2015,False,False,False,897000.0,Arodys,Vizcaino,MLBTR
Aroldis Chapman,Yankees,5.034,2015,False,False,False,11325000.0,Aroldis,Chapman,MLBTR
Avisail Garcia,White Sox,2.167,2015,False,False,False,2100000.0,Avisail,Garcia,MLBTR
Ben Revere,Blue Jays,4.149,2015,False,False,False,6250000.0,Ben,Revere,MLBTR
Brad Brach,Orioles,3.063,2015,False,False,False,1250000.0,Brad,Brach,MLBTR
Brandon Barnes,Rockies,3.024,2015,False,False,False,1000000.0,Brandon,Barnes,MLBTR
Brandon Moss,Cardinals,5.16,2015,False,False,False,8250000.0,Brandon,Moss,MLBTR
Brandon Belt,Giants,4.128,2015,False,False,False,6200000.0,Brandon,Belt,MLBTR
Brandon Guyer,Rays,3.066,2015,False,False,False,1185000.0,Brandon,Guyer,MLBTR
Brett Cecil,Blue Jays,5.152,2015,False,False,False,3800000.0,Brett,Cecil,MLBTR
Brett Wallace,Padres,3.003,2015,False,False,False,1000000.0,Brett,Wallace,MLBTR
Brett Lawrie,White Sox,4.055,2015,False,False,False,4125000.0,Brett,Lawrie,MLBTR
Brian Matusz,Orioles,5.156,2015,False,False,False,3900000.0,Brian,Matusz,MLBTR
Bryan Shaw,Indians,4.081,2015,False,False,False,2750000.0,Bryan,Shaw,MLBTR
Bryan Morris,Marlins,3.011,2015,False,False,False,1350000.0,Bryan,Morris,MLBTR
Carlos Torres,Mets,3.114,2015,False,False,False,1050000.0,Carlos,Torres,MLBTR
Carter Capps,Marlins,3.007,2015,False,False,False,988000.0,Carter,Capps,MLBTR
Casey Fien,Twins,3.143,2015,False,False,False,2275000.0,Casey,Fien,MLBTR
Charlie Furbush,Mariners,4.121,2015,False,False,False,1600000.0,Charlie,Furbush,MLBTR
Charlie Blackmon,Rockies,3.102,2015,False,False,False,3500000.0,Charlie,Blackmon,MLBTR
Chris Withrow,Braves,2.132,2015,False,False,False,610000.0,Chris,Withrow,MLBTR
Chris Coghlan,Cubs,5.148,2015,False,False,False,4800000.0,Chris,Coghlan,MLBTR
Chris Hatcher,Dodgers,2.146,2015,False,False,False,1065000.0,Chris,Hatcher,MLBTR
Chris Tillman,Orioles,4.113,2015,False,False,False,6225000.0,Chris,Tillman,MLBTR
Chris Stewart,Pirates,5.091,2015,True,False,False,,Chris,Stewart,MLBTR
Chris Gimenez,Rangers,3.163,2015,False,False,False,975000.0,Chris,Gimenez,MLBTR
Clayton Richard,Cubs,5.154,2015,False,False,False,2000000.0,Clayton,Richard,MLBTR
Cody Allen,Indians,3.076,2015,False,False,False,4150000.000000001,Cody,Allen,MLBTR
Collin Cowgill,Indians,3.151,2015,False,False,False,1000000.0,Collin,Cowgill,MLBTR
Dallas Keuchel,Astros,3.089,2015,False,False,False,7250000.0,Dallas,Keuchel,MLBTR
Dan Jennings,White Sox,2.171,2015,False,False,False,810000.0,Dan,Jennings,MLBTR
Daniel Hudson,Diamondbacks,5.117,2015,False,False,False,2700000.0,Daniel,Hudson,MLBTR
Danny Valencia,Athletics,4.118,2015,False,False,False,3150000.0,Danny,Valencia,MLBTR
Danny Espinosa,Nationals,4.113,2015,False,False,False,2875000.0,Danny,Espinosa,MLBTR
Danny Duffy,Royals,4.085,2015,False,False,False,4225000.0,Danny,Duffy,MLBTR
David Phelps,Marlins,3.156,2015,False,False,False,2500000.0,David,Phelps,MLBTR
Dee Gordon,Marlins,3.154,2015,True,False,False,,Dee,Gordon,MLBTR
Derek Norris,Padres,3.102,2015,False,False,False,2925000.0,Derek,Norris,MLBTR
Desmond Jennings,Rays,4.101,2015,False,False,False,3300000.0,Desmond,Jennings,MLBTR
Didi Gregorius,Yankees,2.159,2015,False,False,False,2425000.0,Didi,Gregorius,MLBTR
DJ LeMahieu,Rockies,3.128,2015,True,False,False,,DJ,LeMahieu,MLBTR
Drew Hutchison,Blue Jays,3.128,2015,False,False,False,2200000.0,Drew,Hutchison,MLBTR
Drew Storen,Nationals,5.14,2015,False,False,False,8375000.0,Drew,Storen,MLBTR
Drew Pomeranz,Padres,3.013,2015,False,False,False,1350000.0,Drew,Pomeranz,MLBTR
Drew Smyly ,Rays,3.154,2015,False,False,False,3750000.0,Drew,Smyly ,MLBTR
Drew Butera,Royals,5.018,2015,False,False,False,1163000.0,Drew,Butera,MLBTR
Dustin Ackley,Yankees,4.087,2015,False,False,False,3200000.0,Dustin,Ackley,MLBTR
Eduardo Nunez,Twins,4.09,2015,False,False,False,1450000.0,Eduardo,Nunez,MLBTR
Eduardo Escobar,Twins,3.128,2015,False,False,False,2150000.0,Eduardo,Escobar,MLBTR
Erasmo Ramirez,Rays,2.158,2015,False,False,False,2375000.0,Erasmo,Ramirez,MLBTR
Eric Sogard,Athletics,4.064,2015,False,False,False,1500000.0,Eric,Sogard,MLBTR
Evan Gattis,Astros,3.0,2015,False,False,False,3400000.0,Evan,Gattis,MLBTR
Evan Scribner,Mariners,2.142,2015,False,False,False,807000.0,Evan,Scribner,MLBTR
Felix Doubront,Athletics,4.041,2015,False,False,False,2000000.0,Felix,Doubront,MLBTR
Fernando Salas,Angels,5.048,2015,False,False,False,2400000.0,Fernando,Salas,MLBTR
Fernando Rodriguez,Athletics,4.032,2015,False,False,False,1050000.0,Fernando,Rodriguez,MLBTR
Francisco Cervelli,Pirates,5.146,2015,False,False,False,3500000.0,Francisco,Cervelli,MLBTR
Freddy Galvis,Phillies,3.021,2015,False,False,False,2000000.0,Freddy,Galvis,MLBTR
Garrett Richards,Angels,3.148,2015,False,False,False,6425000.0,Garrett,Richards,MLBTR
George Kontos,Giants,2.171,2015,False,False,False,1150000.0,George,Kontos,MLBTR
Hank Conger,Rays,4.051,2015,False,False,False,1500000.0,Hank,Conger,MLBTR
Hector Santiago,Angels,4.016,2015,False,False,False,5000000.0,Hector,Santiago,MLBTR
Hector Rondon,Cubs,3.0,2015,False,False,False,4200000.0,Hector,Rondon,MLBTR
Ivan Nova,Yankees,5.024,2015,False,False,False,4100000.0,Ivan,Nova,MLBTR
J.D. Martinez,Tigers,4.036,2015,True,False,False,,J.D.,Martinez,MLBTR
J.J. Hoover ,Reds,3.102,2015,False,False,False,1400000.0,J.J.,Hoover ,MLBTR
Jake Arrieta,Cubs,4.145,2015,False,False,False,10700000.0,Jake,Arrieta,MLBTR
Jake Diekman,Rangers,3.049,2015,False,False,False,1255000.0,Jake,Diekman,MLBTR
Jake McGee,Rays,4.127,2015,False,False,False,4800000.0,Jake,McGee,MLBTR
Jared Hughes,Pirates,3.162,2015,False,False,False,2175000.0,Jared,Hughes,MLBTR
Jarrod Parker,Athletics,4.0,2015,False,False,False,850000.0,Jarrod,Parker,MLBTR
Jarrod Dyson,Royals,4.088,2015,False,False,False,1725000.0,Jarrod,Dyson,MLBTR
Jason Castro ,Astros,5.104,2015,False,False,False,5000000.0,Jason,Castro ,MLBTR
Jean Segura,Brewers,3.065,2015,False,False,False,2600000.0,Jean,Segura,MLBTR
Jeanmar Gomez,Phillies,4.063,2015,False,False,False,1400000.0,Jeanmar,Gomez,MLBTR
Jeff Manship,Indians,2.13,2015,False,False,False,765000.0,Jeff,Manship,MLBTR
Jeff Locke,Pirates,3.02,2015,False,False,False,3025000.0,Jeff,Locke,MLBTR
Jenrry Mejia,Mets,3.085,2015,False,False,False,2470000.0,Jenrry,Mejia,MLBTR
Jeremy Hellickson,Phillies,5.045,2015,False,False,False,7000000.0,Jeremy,Hellickson,MLBTR
Jesse Chavez ,Blue Jays,5.108,2015,False,False,False,4000000.0,Jesse,Chavez ,MLBTR
Jeurys Familia,Mets,3.03,2015,False,False,False,4100000.0,Jeurys,Familia,MLBTR
Joe Wieland,Dodgers,3.027,2015,False,False,False,590000.0,Joe,Wieland,MLBTR
Joe Kelly,Red Sox,3.101,2015,False,False,False,2600000.0,Joe,Kelly,MLBTR
Jordan Lyles,Rockies,4.06,2015,False,False,False,2975000.0,Jordan,Lyles,MLBTR
Jordy Mercer,Pirates,3.095,2015,False,False,False,2075000.0,Jordy,Mercer,MLBTR
Jose Fernandez,Marlins,3.0,2015,False,False,False,2800000.0,Jose,Fernandez,MLBTR
Jose Lobaton,Nationals,4.138,2015,False,False,False,1387000.0,Jose,Lobaton,MLBTR
Jose Iglesias,Tigers,3.036,2015,False,False,False,2100000.0,Jose,Iglesias,MLBTR
Josh Fields,Astros,3.0,2015,False,False,False,900000.0,Josh,Fields,MLBTR
Josh Reddick,Athletics,5.05,2015,False,False,False,6575000.0,Josh,Reddick,MLBTR
Josh Donaldson,Blue Jays,3.158,2015,True,False,False,,Josh,Donaldson,MLBTR
Josh Tomlin,Indians,4.151,2015,False,False,False,2250000.0,Josh,Tomlin,MLBTR
Josh Edgin,Mets,3.015,2015,False,False,False,625000.0,Josh,Edgin,MLBTR
Junichi Tazawa,Red Sox,5.086,2015,False,False,False,3375000.0,Junichi,Tazawa,MLBTR
Jurickson Profar,Rangers,2.167,2015,False,False,False,605000.0,Jurickson,Profar,MLBTR
Justin Smoak,Blue Jays,5.077,2015,False,False,False,3900000.0,Justin,Smoak,MLBTR
Justin Grimm,Cubs,2.17,2015,False,False,False,1275000.0,Justin,Grimm,MLBTR
Justin Turner,Dodgers,5.045,2015,False,False,False,5100000.0,Justin,Turner,MLBTR
Justin Wilson,Tigers,3.035,2015,False,False,False,1525000.0,Justin,Wilson,MLBTR
Kenley Jansen,Dodgers,5.073,2015,False,False,False,10650000.0,Kenley,Jansen,MLBTR
Kevin Jepsen,Twins,5.163,2015,False,False,False,5312000.0,Kevin,Jepsen,MLBTR
Kole Calhoun,Angels,2.13,2015,False,False,False,3400000.0,Kole,Calhoun,MLBTR
Leonys Martin,Mariners,3.063,2015,False,False,False,4150000.000000001,Leonys,Martin,MLBTR
Logan Morrison,Rays,5.069,2015,False,False,False,4200000.0,Logan,Morrison,MLBTR
Logan Forsythe,Rays,4.113,2015,True,False,False,,Logan,Forsythe,MLBTR
Lonnie Chisenhall,Indians,3.158,2015,False,False,False,2725000.0,Lonnie,Chisenhall,MLBTR
Lorenzo Cain,Royals,4.074,2015,True,False,False,,Lorenzo,Cain,MLBTR
Louis Coleman,Royals,3.018,2015,False,False,False,725000.0,Louis,Coleman,MLBTR
Lucas Duda,Mets,4.137,2015,False,False,False,6725000.0,Lucas,Duda,MLBTR
Luis Valbuena,Astros,5.148,2015,False,False,False,6125000.0,Luis,Valbuena,MLBTR
Luis Avilan,Dodgers,3.077,2015,False,False,False,1390000.0,Luis,Avilan,MLBTR
Manny Machado,Orioles,3.056,2015,False,False,False,5000000.0,Manny,Machado,MLBTR
Marc Rzepczynski,Athletics,5.132,2015,False,False,False,1375000.0,Marc,Rzepczynski,MLBTR
Mark Trumbo,Orioles,5.027,2015,False,False,False,9150000.0,Mark,Trumbo,MLBTR
Mark Melancon,Pirates,5.098,2015,False,False,False,9650000.0,Mark,Melancon,MLBTR
Marwin Gonzalez,Astros,3.133,2015,False,False,False,2000000.0,Marwin,Gonzalez,MLBTR
Matt Reynolds,Diamondbacks,4.046,2015,False,False,False,675000.0,Matt,Reynolds,MLBTR
Matt Adams,Cardinals,3.033,2015,False,False,False,1650000.0,Matt,Adams,MLBTR
Matt Harvey,Mets,3.072,2015,False,False,False,4325000.0,Matt,Harvey,MLBTR
Michael Saunders,Blue Jays,5.138,2015,False,False,False,2900000.0,Michael,Saunders,MLBTR
Michael Pineda,Yankees,4.099,2015,False,False,False,4300000.0,Michael,Pineda,MLBTR
Miguel Gonzalez,Orioles,4.095,2015,False,False,False,5100000.0,Miguel,Gonzalez,MLBTR
