Player,Team,Service,Season,Extension,Non-Tendered,Outrighted,Next Year Salary,first_name,last_name,Source
Austin Hedges,Padres,2.166,2018,False,False,False,2060000.0,Austin,Hedges,MLBTR
Austin Romine,Yankees,5.045,2018,False,False,False,1800000.0,Austin,Romine,MLBTR
Blaine Hardy,Tigers,3.108,2018,False,False,False,1300000.0,Blaine,Hardy,MLBTR
Blake Treinen ,Athletics,4.065,2018,False,False,False,6400000.0,Blake,Treinen ,MLBTR
Blake Swihart,Red Sox,2.164,2018,False,False,False,910000.0,Blake,Swihart,MLBTR
Brad Peacock,Astros,4.165,2018,False,False,False,3110000.0,Brad,Peacock,MLBTR
Brandon Drury,Blue Jays,2.165,2018,False,False,False,1300000.0,Brandon,Drury,MLBTR
Brandon Workman,Red Sox,4.051,2018,False,False,False,1150000.0,Brandon,Workman,MLBTR
Brian Flynn,Royals,3.086,2018,False,False,False,800000.0,Brian,Flynn,MLBTR
Brock Holt,Red Sox,5.052,2018,False,False,False,3575000.0,Brock,Holt,MLBTR
Bryan Mitchell,Padres,3.049,2018,False,False,False,900000.0,Bryan,Mitchell,MLBTR
Byron Buxton,Twins,2.16,2018,False,False,False,1750000.0,Byron,Buxton,MLBTR
C.J. Cron,Twins,4.097,2018,False,False,False,4800000.0,C.J.,Cron,MLBTR
Cam Bedrosian,Angels,3.153,2018,False,False,False,1750000.0,Cam,Bedrosian,MLBTR
Carl Edwards Jr.,Cubs,2.134,2018,False,False,False,1500000.0,Carl,Edwards Jr.,MLBTR
Carlos Correa ,Astros,3.119,2018,False,False,False,5000000.0,Carlos,Correa ,MLBTR
Carlos Rodon,White Sox,3.168,2018,False,False,False,4200000.0,Carlos,Rodon,MLBTR
Cesar Hernandez,Phillies,4.154,2018,False,False,False,7750000.0,Cesar,Hernandez,MLBTR
Chad Bettis,Rockies,4.096,2018,False,False,False,3350000.0,Chad,Bettis,MLBTR
Charlie Culberson,Braves,3.084,2018,False,False,False,1395000.0,Charlie,Culberson,MLBTR
Chasen Shreve,Cardinals,3.167,2018,False,False,False,900000.0,Chasen,Shreve,MLBTR
Chaz Roe,Rays,3.094,2018,False,False,False,1275000.0,Chaz,Roe,MLBTR
Chris Devenski,Astros,3.0,2018,False,False,False,1525000.0,Chris,Devenski,MLBTR
Chris Taylor,Dodgers,3.037,2018,False,False,False,3500000.0,Chris,Taylor,MLBTR
Chris Rusin,Rockies,4.092,2018,False,False,False,1687500.0,Chris,Rusin,MLBTR
Cody Anderson,Indians,3.017,2018,False,False,False,641500.0,Cody,Anderson,MLBTR
Collin McHugh,Astros,5.085,2018,False,False,False,5800000.0,Collin,McHugh,MLBTR
Corey Knebel,Brewers,3.151,2018,False,False,False,5125000.0,Corey,Knebel,MLBTR
Corey Seager,Dodgers,3.032,2018,False,False,False,4000000.0,Corey,Seager,MLBTR
Corey Dickerson,Pirates,5.101,2018,False,False,False,8500000.0,Corey,Dickerson,MLBTR
Curt Casali,Reds,2.151,2018,False,False,False,950000.0,Curt,Casali,MLBTR
Dan Straily,Marlins,4.126,2018,False,False,False,5000000.0,Dan,Straily,MLBTR
Daniel Winkler,Braves,4.0,2018,False,False,False,1610000.0,Daniel,Winkler,MLBTR
Daniel Norris,Tigers,3.073,2018,False,False,False,1275000.0,Daniel,Norris,MLBTR
Danny Salazar,Indians,4.162,2018,False,False,False,4500000.0,Danny,Salazar,MLBTR
David Peralta,Diamondbacks,4.12,2018,False,False,False,7000000.0,David,Peralta,MLBTR
Delino DeShields Jr.,Rangers,3.116,2018,False,False,False,1400000.0,Delino,DeShields Jr.,MLBTR
Dellin Betances,Yankees,5.078,2018,False,False,False,7125000.0,Dellin,Betances,MLBTR
Devon Travis,Blue Jays,3.163,2018,False,False,False,1925000.0,Devon,Travis,MLBTR
Didi Gregorius,Yankees,5.159,2018,False,False,False,11750000.0,Didi,Gregorius,MLBTR
Domingo Santana,Mariners,3.024,2018,False,False,False,1950000.0,Domingo,Santana,MLBTR
Dominic Leone,Cardinals,3.123,2018,False,False,False,1260000.0,Dominic,Leone,MLBTR
Dylan Bundy,Orioles,3.026,2018,False,False,False,2800000.0,Dylan,Bundy,MLBTR
Eddie Rosario,Twins,3.12,2018,False,False,False,4190000.000000001,Eddie,Rosario,MLBTR
Eduardo Rodriguez,Red Sox,3.13,2018,False,False,False,4300000.0,Eduardo,Rodriguez,MLBTR
Ehire Adrianza,Twins,4.131,2018,False,False,False,1300000.0,Ehire,Adrianza,MLBTR
Enrique Hernandez,Dodgers,4.054,2018,False,False,False,3725000.0,Enrique,Hernandez,MLBTR
Erik Kratz,Brewers,4.156,2018,False,False,False,1200000.0,Erik,Kratz,MLBTR
Francisco Lindor,Indians,3.113,2018,False,False,False,10850000.0,Francisco,Lindor,MLBTR
Gerrit Cole ,Astros,5.111,2018,False,False,False,13500000.0,Gerrit,Cole ,MLBTR
Greg Garcia,Padres,3.083,2018,False,False,False,910000.0,Greg,Garcia,MLBTR
Greg Bird,Yankees,3.053,2018,False,False,False,1200000.0,Greg,Bird,MLBTR
Hansel Robles,Angels,3.119,2018,False,False,False,1400000.0,Hansel,Robles,MLBTR
Heath Hembree,Red Sox,3.106,2018,False,False,False,1312000.0,Heath,Hembree,MLBTR
Hector Neris,Phillies,3.068,2018,False,False,False,1800000.0,Hector,Neris,MLBTR
Hernan Perez,Brewers,4.079,2018,False,False,False,2500000.0,Hernan,Perez,MLBTR
J.C. Ramirez,Angels,3.139,2018,False,False,False,1901000.0,J.C.,Ramirez,MLBTR
J.T. Realmuto,Marlins,4.038,2018,False,False,False,5900000.0,J.T.,Realmuto,MLBTR
Jackie Bradley Jr.,Red Sox,4.15,2018,False,False,False,8550000.0,Jackie,Bradley Jr.,MLBTR
Jacob deGrom,Mets,4.139,2018,False,False,False,17000000.0,Jacob,deGrom,MLBTR
Jake Marisnick,Astros,4.132,2018,False,False,False,2212000.0,Jake,Marisnick,MLBTR
Jake Lamb,Diamondbacks,4.053,2018,False,False,False,4825000.0,Jake,Lamb,MLBTR
Jake Odorizzi,Twins,5.042,2018,False,False,False,9500000.0,Jake,Odorizzi,MLBTR
James Paxton,Yankees,4.151,2018,False,False,False,8575000.0,James,Paxton,MLBTR
Javier Baez,Cubs,3.089,2018,False,False,False,5200000.0,Javier,Baez,MLBTR
Jerad Eickhoff,Phillies,3.045,2018,False,False,False,975000.0,Jerad,Eickhoff,MLBTR
Jesse Hahn,Royals,3.067,2018,False,False,False,800000.0,Jesse,Hahn,MLBTR
Jimmy Nelson,Brewers,4.107,2018,False,False,False,3700000.0,Jimmy,Nelson,MLBTR
Joc Pederson,Dodgers,4.028,2018,False,False,False,5000000.0,Joc,Pederson,MLBTR
Joe Biagini,Blue Jays,2.134,2018,False,False,False,900000.0,Joe,Biagini,MLBTR
Joe Ross,Nationals,3.067,2018,False,False,False,1000000.0,Joe,Ross,MLBTR
Joe Panik,Giants,,2018,False,False,False,3800000.0,Joe,Panik,MLBTR
John Ryan Murphy,Diamondbacks,3.043,2018,False,False,False,900000.0,John,Ryan Murphy,MLBTR
Jonathan Villar,Orioles,4.113,2018,False,False,False,4825000.0,Jonathan,Villar,MLBTR
Jonathan Gray,Rockies,3.062,2018,False,False,False,2935000.0,Jonathan,Gray,MLBTR
Jonny Venters,Braves,5.159,2018,False,False,False,2250000.0,Jonny,Venters,MLBTR
Jose Alvarez,Phillies,4.035,2018,False,False,False,1925000.0,Jose,Alvarez,MLBTR
Jose Urena,Marlins,3.04,2018,False,False,False,3200000.0,Jose,Urena,MLBTR
Jose Peraza,Reds,2.141,2018,False,False,False,2775000.0,Jose,Peraza,MLBTR
Jose Abreu,White Sox,5.0,2018,False,False,False,16000000.0,Jose,Abreu,MLBTR
Josh Phegley,Athletics,4.087,2018,False,False,False,1075000.0,Josh,Phegley,MLBTR
Josh Fields,Dodgers,5.083,2018,False,False,False,2850000.0,Josh,Fields,MLBTR
Junior Guerra,Brewers,2.155,2018,False,False,False,2225000.0,Junior,Guerra,MLBTR
Jurickson Profar,Athletics,4.165,2018,False,False,False,3600000.0,Jurickson,Profar,MLBTR
Ken Giles,Blue Jays,4.113,2018,False,False,False,6300000.0,Ken,Giles,MLBTR
Keone Kela,Pirates,4.0,2018,False,False,False,3175000.0,Keone,Kela,MLBTR
Kevin Pillar,Blue Jays,4.113,2018,False,False,False,5800000.0,Kevin,Pillar,MLBTR
Kevin Gausman,Braves,4.151,2018,False,False,False,9350000.0,Kevin,Gausman,MLBTR
Kevin Plawecki,Indians,2.167,2018,False,False,False,1137000.0,Kevin,Plawecki,MLBTR
Khris Davis,Athletics,5.104,2018,False,False,False,16500000.0,Khris,Davis,MLBTR
Kirby Yates,Padres,4.021,2018,False,False,False,3062000.0,Kirby,Yates,MLBTR
Kris Bryant,Cubs,3.171,2018,False,False,False,12900000.0,Kris,Bryant,MLBTR
Kyle Hendricks,Cubs,4.081,2018,False,False,False,7405000.0,Kyle,Hendricks,MLBTR
Kyle Schwarber,Cubs,3.086,2018,False,False,False,3390000.0,Kyle,Schwarber,MLBTR
Kyle Barraclough ,Nationals,3.059,2018,False,False,False,1725000.0,Kyle,Barraclough ,MLBTR
Kyle Gibson,Twins,5.039,2018,False,False,False,8125000.0,Kyle,Gibson,MLBTR
Lance McCullers Jr.,Astros,3.14,2018,False,False,False,4100000.0,Lance,McCullers Jr.,MLBTR
Leonys Martin,Indians,5.161,2018,False,False,False,3000000.0,Leonys,Martin,MLBTR
Leury Garcia,White Sox,4.025,2018,False,False,False,1550000.0,Leury,Garcia,MLBTR
Liam Hendriks,Athletics,4.164,2018,False,False,False,2150000.0,Liam,Hendriks,MLBTR
Luis Garcia,Angels,4.006,2018,False,False,False,1675000.0,Luis,Garcia,MLBTR
Luis Severino,Yankees,2.17,2018,True,False,False,,Luis,Severino,MLBTR
Maikel Franco,Phillies,3.17,2018,False,False,False,5200000.0,Maikel,Franco,MLBTR
Manny Pina,Brewers,3.046,2018,False,False,False,1600000.0,Manny,Pina,MLBTR
Marcell Ozuna,Cardinals,5.124,2018,False,False,False,12250000.0,Marcell,Ozuna,MLBTR
Marcus Semien,Athletics,4.118,2018,False,False,False,5900000.0,Marcus,Semien,MLBTR
Marcus Stroman,Blue Jays,4.148,2018,False,False,False,7400000.0,Marcus,Stroman,MLBTR
Mark Canha,Athletics,3.092,2018,False,False,False,2050000.0,Mark,Canha,MLBTR
Matt Andriese,Diamondbacks,3.071,2018,False,False,False,920000.0,Matt,Andriese,MLBTR
Matt Duffy,Rays,4.059,2018,False,False,False,2675000.0,Matt,Duffy,MLBTR
Matt Barnes,Red Sox,3.11,2018,False,False,False,1600000.0,Matt,Barnes,MLBTR
Matthew Boyd,Tigers,2.136,2018,False,False,False,2600000.0,Matthew,Boyd,MLBTR
Max Kepler,Twins,2.152,2018,False,False,False,3125000.0,Max,Kepler,MLBTR
Michael Foltynewicz,Braves,3.163,2018,False,False,False,5475000.0,Michael,Foltynewicz,MLBTR
Michael Wacha,Cardinals,5.062,2018,False,False,False,6350000.0,Michael,Wacha,MLBTR
Michael Conforto,Mets,3.043,2018,False,False,False,4025000.000000001,Michael,Conforto,MLBTR
Michael Feliz,Pirates,3.026,2018,False,False,False,850000.0,Michael,Feliz,MLBTR
Michael Lorenzen,Reds,3.159,2018,False,False,False,1950000.0,Michael,Lorenzen,MLBTR
Michael Fulmer ,Tigers,2.157,2018,False,False,False,2800000.0,Michael,Fulmer ,MLBTR
Michael A. Taylor ,Nationals,4.01,2018,False,False,False,3250000.0,Michael,A. Taylor ,MLBTR
Miguel Rojas,Marlins,4.043,2018,False,False,False,3155000.0,Miguel,Rojas,MLBTR
Miguel Sano,Twins,3.066,2018,False,False,False,2650000.0,Miguel,Sano,MLBTR
Mike Montgomery,Cubs,3.089,2018,False,False,False,2440000.0,Mike,Montgomery,MLBTR
Mike Zunino,Rays,4.165,2018,False,False,False,4412000.0,Mike,Zunino,MLBTR
Mookie Betts,Red Sox,4.07,2018,False,False,False,20000000.0,Mookie,Betts,MLBTR
Mychal Givens,Orioles,3.069,2018,False,False,False,2150000.0,Mychal,Givens,MLBTR
Neil Ramirez,Indians,4.001,2018,False,False,False,1000000.0,Neil,Ramirez,MLBTR
Nicholas Castellanos,Tigers,5.029,2018,False,False,False,9950000.0,Nicholas,Castellanos,MLBTR
Nick Tropeano,Angels,3.068,2018,False,False,False,1075000.0,Nick,Tropeano,MLBTR
Nick Ahmed,Diamondbacks,4.054,2018,False,False,False,3663000.0,Nick,Ahmed,MLBTR
Nick Goody,Indians,2.16,2018,False,False,False,675000.0,Nick,Goody,MLBTR
Noah Syndergaard,Mets,3.149,2018,False,False,False,6000000.0,Noah,Syndergaard,MLBTR
Nomar Mazara,Rangers,3.0,2018,False,False,False,3300000.0,Nomar,Mazara,MLBTR
Pedro Baez,Dodgers,4.059,2018,False,False,False,2100000.0,Pedro,Baez,MLBTR
Randal Grichuk,Blue Jays,4.033,2018,False,False,False,5000000.0,Randal,Grichuk,MLBTR
Robbie Ray,Diamondbacks,4.007,2018,False,False,False,6050000.0,Robbie,Ray,MLBTR
Robbie Erlin,Padres,4.078,2018,False,False,False,1450000.0,Robbie,Erlin,MLBTR
Roberto Osuna,Astros,3.097,2018,False,False,False,6500000.0,Roberto,Osuna,MLBTR
Roenis Elias,Mariners,3.069,2018,False,False,False,910000.0,Roenis,Elias,MLBTR
Ryan Pressly,Astros,5.039,2018,False,False,False,2900000.0,Ryan,Pressly,MLBTR
Ryan Buchter,Athletics,3.01,2018,False,False,False,1400000.0,Ryan,Buchter,MLBTR
Ryan Dull,Athletics,2.143,2018,False,False,False,860000.0,Ryan,Dull,MLBTR
Ryan Tepera ,Blue Jays,3.008,2018,False,False,False,1525000.0,Ryan,Tepera ,MLBTR
Sam Freeman,Braves,4.066,2018,False,False,False,1375000.0,Sam,Freeman,MLBTR
Sam Dyson,Giants,4.142,2018,False,False,False,5000000.0,Sam,Dyson,MLBTR
Sammy Solis,Nationals,3.061,2018,False,False,False,850000.0,Sammy,Solis,MLBTR
Sandy Leon,Red Sox,4.149,2018,False,False,False,2475000.0,Sandy,Leon,MLBTR
Scooter Gennett,Reds,5.071,2018,False,False,False,9775000.0,Scooter,Gennett,MLBTR
Scott Oberg,Rockies,3.063,2018,False,False,False,1300000.0,Scott,Oberg,MLBTR
Sean Manaea,Athletics,2.157,2018,False,False,False,3150000.0,Sean,Manaea,MLBTR
Shane Greene,Tigers,4.075,2018,False,False,False,4000000.0,Shane,Greene,MLBTR
Sonny Gray,Yankees,5.061,2018,False,False,False,7500000.0,Sonny,Gray,MLBTR
Steven Souza Jr.,Diamondbacks,4.072,2018,False,False,False,4125000.0,Steven,Souza Jr.,MLBTR
Steven Matz,Mets,3.099,2018,False,False,False,2625000.0,Steven,Matz,MLBTR
Steven Wright,Red Sox,4.087,2018,False,False,False,1375000.0,Steven,Wright,MLBTR
T.J. McFarland,Diamondbacks,4.164,2018,False,False,False,1450000.0,T.J.,McFarland,MLBTR
Taijuan Walker,Diamondbacks,4.142,2018,False,False,False,5025000.0,Taijuan,Walker,MLBTR
Tanner Roark,Reds,5.055,2018,False,False,False,10000000.0,Tanner,Roark,MLBTR
Taylor Rogers,Twins,2.145,2018,False,False,False,1525000.0,Taylor,Rogers,MLBTR
Tommy La Stella,Angels,4.057,2018,False,False,False,1350000.0,Tommy,La Stella,MLBTR
Tommy Pham ,Rays,3.107,2018,False,False,False,4100000.0,Tommy,Pham ,MLBTR
Tommy Kahnle,Yankees,3.131,2018,False,False,False,1387000.0,Tommy,Kahnle,MLBTR
Tony Cingrani,Dodgers,5.088,2018,False,False,False,2650000.0,Tony,Cingrani,MLBTR
Tony Wolters,Rockies,2.161,2018,False,False,False,960000.0,Tony,Wolters,MLBTR
Travis Shaw,Brewers,3.088,2018,False,False,False,4675000.0,Travis,Shaw,MLBTR
Travis D'Arnaud,Mets,5.044,2018,False,False,False,3515000.0,Travis,D'Arnaud,MLBTR
Travis Jankowski,Padres,2.169,2018,False,False,False,1165000.0,Travis,Jankowski,MLBTR
Trea Turner,Nationals,2.135,2018,False,False,False,3725000.0,Trea,Turner,MLBTR
Trevor Bauer ,Indians,4.158,2018,False,False,False,13000000.0,Trevor,Bauer ,MLBTR
Trevor Story,Rockies,3.0,2018,False,False,False,5000000.0,Trevor,Story,MLBTR
Trevor May,Twins,4.012,2018,False,False,False,900000.0,Trevor,May,MLBTR
Tyler Skaggs,Angels,4.135,2018,False,False,False,3700000.0,Tyler,Skaggs,MLBTR
Tyler Saladino,Brewers,3.053,2018,False,False,False,887500.0,Tyler,Saladino,MLBTR
Tyler Thornburg,Red Sox,5.057,2018,False,False,False,1750000.0,Tyler,Thornburg,MLBTR
Tyler Anderson,Rockies,3.065,2018,False,False,False,2625000.0,Tyler,Anderson,MLBTR
Vince Velasquez,Phillies,3.086,2018,False,False,False,2249000.0,Vince,Velasquez,MLBTR
Will Harris,Astros,5.102,2018,False,False,False,4225000.0,Will,Harris,MLBTR
Will Smith,Giants,5.155,2018,False,False,False,4225000.0,Will,Smith,MLBTR
Xander Bogaerts,Red Sox,5.042,2018,False,False,False,12000000.0,Xander,Bogaerts,MLBTR
Yasiel Puig,Reds,5.102,2018,False,False,False,9700000.0,Yasiel,Puig,MLBTR
Yimi Garcia,Dodgers,3.149,2018,False,False,False,710000.0,Yimi,Garcia,MLBTR
Yolmer Sanchez,White Sox,3.134,2018,False,False,False,4625000.0,Yolmer,Sanchez,MLBTR
Zach Davies,Brewers,3.02,2018,False,False,False,2600000.0,Zach,Davies,MLBTR
Zack Wheeler,Mets,5.098,2018,False,False,False,5975000.0,Zack,Wheeler,MLBTR
Aaron Judge,Yankees,3.051,2019,False,False,False,8500000.0,Aaron,Judge,MLBTR
Adam Duvall,Braves,3.151,2019,False,False,False,3250000.0,Adam,Duvall,MLBTR
Adam Conley,Marlins,3.147,2019,False,False,False,1525000.0,Adam,Conley,MLBTR
Adam Morgan,Phillies,4.017,2019,False,False,False,1575000.0,Adam,Morgan,MLBTR
Adam Frazier,Pirates,3.075,2019,False,False,False,2800000.0,Adam,Frazier,MLBTR
Albert Almora,Cubs,3.073,2019,False,False,False,1575000.0,Albert,Almora,MLBTR
Aledmys Diaz ,Astros,3.1,2019,False,False,False,2600000.0,Aledmys,Diaz ,MLBTR
Alex Dickerson,Giants,3.12,2019,False,False,False,925000.0,Alex,Dickerson,MLBTR
Alex Colome,White Sox,5.118,2019,False,False,False,10533000.0,Alex,Colome,MLBTR
Andrew Heaney,Angels,4.15,2019,False,False,False,4300000.0,Andrew,Heaney,MLBTR
Andrew Chafin,Diamondbacks,5.02,2019,False,False,False,3045000.0,Andrew,Chafin,MLBTR
Andrew Knapp,Phillies,3.0,2019,False,False,False,710000.0,Andrew,Knapp,MLBTR
Andrew Benintendi,Red Sox,3.062,2019,True,False,False,,Andrew,Benintendi,MLBTR
Anthony Bass,Blue Jays,5.01,2019,False,False,False,1500000.0,Anthony,Bass,MLBTR
Anthony DeSclafani,Reds,5.062,2019,False,False,False,5900000.0,Anthony,DeSclafani,MLBTR
Archie Bradley ,Diamondbacks,4.112,2019,False,False,False,4100000.0,Archie,Bradley ,MLBTR
Austin Barnes,Dodgers,3.098,2019,False,False,False,1100000.0,Austin,Barnes,MLBTR
Austin Hedges,Padres,3.166,2019,False,False,False,3000000.0,Austin,Hedges,MLBTR
Ben Gamel,Brewers,3.029,2019,False,False,False,1400000.0,Ben,Gamel,MLBTR
Brad Peacock,Astros,5.165,2019,False,False,False,3900000.0,Brad,Peacock,MLBTR
Brandon Drury,Blue Jays,3.165,2019,False,False,False,2050000.0,Brandon,Drury,MLBTR
Brandon Nimmo,Mets,3.042,2019,False,False,False,2175000.0,Brandon,Nimmo,MLBTR
Brandon Workman,Red Sox,5.051,2019,False,False,False,3500000.0,Brandon,Workman,MLBTR
Brent Suter,Brewers,2.161,2019,True,False,False,,Brent,Suter,MLBTR
Brian Goodwin ,Angels,3.019,2019,False,False,False,2200000.0,Brian,Goodwin ,MLBTR
Buck Farmer,Tigers,3.083,2019,False,False,False,1150000.0,Buck,Farmer,MLBTR
Byron Buxton,Twins,3.16,2019,False,False,False,3075000.0,Byron,Buxton,MLBTR
Cam Bedrosian,Angels,4.153,2019,False,False,False,2800000.0,Cam,Bedrosian,MLBTR
Carlos Correa,Astros,4.119,2019,False,False,False,8000000.0,Carlos,Correa,MLBTR
Carlos Estevez,Rockies,3.022,2019,False,False,False,1080000.0,Carlos,Estevez,MLBTR
Carlos Rodon,White Sox,4.168,2019,False,False,False,4450000.0,Carlos,Rodon,MLBTR
Chad Pinder,Athletics,3.047,2019,False,False,False,2025000.0,Chad,Pinder,MLBTR
Chad Kuhl,Pirates,3.079,2019,False,False,False,840000.0,Chad,Kuhl,MLBTR
Chad Green,Yankees,3.05,2019,False,False,False,1275000.0,Chad,Green,MLBTR
Chaz Roe,Rays,4.094,2019,False,False,False,2185000.0,Chaz,Roe,MLBTR
Chris Devenski,Astros,4.0,2019,False,False,False,2000000.0,Chris,Devenski,MLBTR
Chris Bassitt,Athletics,3.13,2019,False,False,False,2250000.0,Chris,Bassitt,MLBTR
Chris Taylor,Dodgers,4.037,2019,True,False,False,,Chris,Taylor,MLBTR
Cody Bellinger,Dodgers,2.16,2019,False,False,False,11500000.0,Cody,Bellinger,MLBTR
Corey Knebel,Brewers,4.151,2019,False,False,False,5125000.0,Corey,Knebel,MLBTR
Corey Seager,Dodgers,4.032,2019,False,False,False,7600000.0,Corey,Seager,MLBTR
Curt Casali,Reds,3.151,2019,False,False,False,1462000.0,Curt,Casali,MLBTR
Daniel Robertson,Rays,2.134,2019,False,False,False,1025000.0,Daniel,Robertson,MLBTR
Daniel Norris,Tigers,4.073,2019,False,False,False,2960000.0,Daniel,Norris,MLBTR
Danny Santana,Rangers,4.14,2019,False,False,False,3600000.0,Danny,Santana,MLBTR
Dansby Swanson,Braves,3.047,2019,False,False,False,3150000.0,Dansby,Swanson,MLBTR
David Peralta,Diamondbacks,5.12,2019,True,False,False,,David,Peralta,MLBTR
David Dahl,Rockies,2.162,2019,False,False,False,2475000.0,David,Dahl,MLBTR
Delino DeShields Jr.,Indians,4.109,2019,False,False,False,1875000.0,Delino,DeShields Jr.,MLBTR
Dinelson Lamet,Padres,2.13,2019,False,False,False,1300000.0,Dinelson,Lamet,MLBTR
Donovan Solano,Giants,4.081,2019,False,False,False,1375000.0,Donovan,Solano,MLBTR
Dylan Bundy,Angels,4.026,2019,False,False,False,5000000.0,Dylan,Bundy,MLBTR
Eddie Rosario,Twins,4.12,2019,False,False,False,7750000.0,Eddie,Rosario,MLBTR
Eduardo Rodriguez ,Red Sox,4.13,2019,False,False,False,8300000.000000001,Eduardo,Rodriguez ,MLBTR
Edwin Diaz,Mets,3.121,2019,False,False,False,5100000.0,Edwin,Diaz,MLBTR
Ehire Adrianza,Twins,5.131,2019,False,False,False,1600000.0,Ehire,Adrianza,MLBTR
Enrique Hernandez,Dodgers,5.054,2019,False,False,False,5900000.0,Enrique,Hernandez,MLBTR
Erik Gonzalez,Pirates,3.007,2019,False,False,False,725000.0,Erik,Gonzalez,MLBTR
Evan Marshall,White Sox,3.09,2019,False,False,False,1000000.0,Evan,Marshall,MLBTR
Francisco Lindor,Indians,4.113,2019,False,False,False,17500000.0,Francisco,Lindor,MLBTR
Gary Sanchez,Yankees,3.086,2019,False,False,False,5000000.0,Gary,Sanchez,MLBTR
George Springer,Astros,5.166,2019,False,False,False,21000000.0,George,Springer,MLBTR
Giovanny Urshela,Yankees,2.127,2019,False,False,False,2475000.0,Giovanny,Urshela,MLBTR
Grant Dayton,Braves,3.007,2019,False,False,False,655000.0,Grant,Dayton,MLBTR
Greg Garcia,Padres,4.083,2019,False,False,False,1500000.0,Greg,Garcia,MLBTR
Hansel Robles,Angels,4.119,2019,False,False,False,3850000.0,Hansel,Robles,MLBTR
Hanser Alberto,Orioles,3.085,2019,False,False,False,1650000.0,Hanser,Alberto,MLBTR
Heath Hembree,Red Sox,4.106,2019,False,False,False,1613000.0,Heath,Hembree,MLBTR
Hector Neris,Phillies,4.068,2019,False,False,False,4600000.0,Hector,Neris,MLBTR
Hunter Strickland,Nationals,4.163,2019,False,False,False,1600000.0,Hunter,Strickland,MLBTR
Hunter Renfroe,Rays,2.165,2019,False,False,False,3300000.0,Hunter,Renfroe,MLBTR
J.T. Realmuto ,Phillies,5.038,2019,False,False,False,10000000.0,J.T.,Realmuto ,MLBTR
Jackie Bradley Jr.,Red Sox,5.15,2019,False,False,False,11000000.0,Jackie,Bradley Jr.,MLBTR
JaCoby Jones,Tigers,2.125,2019,False,False,False,1575000.0,JaCoby,Jones,MLBTR
Jake Marisnick,Mets,5.132,2019,False,False,False,3312000.0,Jake,Marisnick,MLBTR
Jake Lamb,Diamondbacks,5.053,2019,False,False,False,5515000.0,Jake,Lamb,MLBTR
James McCann,White Sox,5.028,2019,False,False,False,5400000.0,James,McCann,MLBTR
James Paxton,Yankees,5.151,2019,False,False,False,12500000.0,James,Paxton,MLBTR
Jameson Taillon,Pirates,3.11,2019,False,False,False,2250000.0,Jameson,Taillon,MLBTR
Javier Baez,Cubs,4.089,2019,False,False,False,10000000.0,Javier,Baez,MLBTR
Jesus Aguilar ,Marlins,3.082,2019,False,False,False,2575000.0,Jesus,Aguilar ,MLBTR
Jharel Cotton,Cubs,2.158,2019,False,False,False,640000.0,Jharel,Cotton,MLBTR
Joc Pederson ,Dodgers,5.028,2019,False,False,False,7750000.0,Joc,Pederson ,MLBTR
Joe Biagini,Astros,3.134,2019,False,False,False,1000000.0,Joe,Biagini,MLBTR
Joe Ross,Nationals,4.018,2019,False,False,False,1500000.0,Joe,Ross,MLBTR
Joe Musgrove,Pirates,3.063,2019,False,False,False,2800000.0,Joe,Musgrove,MLBTR
Joey Gallo,Rangers,3.103,2019,False,False,False,4400000.0,Joey,Gallo,MLBTR
Johan Camargo,Braves,2.137,2019,False,False,False,1700000.0,Johan,Camargo,MLBTR
John Gant,Cardinals,3.004,2019,False,False,False,1300000.0,John,Gant,MLBTR
Jonathan Villar,Marlins,5.113,2019,False,False,False,8199999.999999999,Jonathan,Villar,MLBTR
Jonathan Gray,Rockies,4.062,2019,False,False,False,5600000.0,Jonathan,Gray,MLBTR
Jonathan Holder,Yankees,2.124,2019,False,False,False,750000.0,Jonathan,Holder,MLBTR
Jordan Montgomery,Yankees,2.153,2019,False,False,False,805000.0,Jordan,Montgomery,MLBTR
Jorge Soler,Royals,4.143,2019,False,False,False,7300000.0,Jorge,Soler,MLBTR
Jose Urena,Marlins,4.04,2019,False,False,False,3750000.0,Jose,Urena,MLBTR
Jose Alvarez,Phillies,5.035,2019,False,False,False,2950000.0,Jose,Alvarez,MLBTR
Jose Berrios ,Twins,3.044,2019,False,False,False,4025000.000000001,Jose,Berrios ,MLBTR
Josh Hader ,Brewers,2.115,2019,False,False,False,4100000.0,Josh,Hader ,MLBTR
Josh Bell,Pirates,3.053,2019,False,False,False,4800000.0,Josh,Bell,MLBTR
Julio Urias,Dodgers,2.117,2019,False,False,False,1000000.0,Julio,Urias,MLBTR
Jurickson Profar,Padres,5.165,2019,False,False,False,5700000.0,Jurickson,Profar,MLBTR
Ken Giles,Blue Jays,5.113,2019,False,False,False,9600000.0,Ken,Giles,MLBTR
Keone Kela,Pirates,5.0,2019,False,False,False,3725000.0,Keone,Kela,MLBTR
Keynan Middleton,Angels,2.15,2019,False,False,False,800000.0,Keynan,Middleton,MLBTR
Kirby Yates,Padres,5.021,2019,False,False,False,7062000.0,Kirby,Yates,MLBTR
Kris Bryant,Cubs,4.171,2019,False,False,False,18600000.0,Kris,Bryant,MLBTR
Kyle Schwarber,Cubs,4.086,2019,False,False,False,7010000.0,Kyle,Schwarber,MLBTR
