Player,Season,MLS,Year Salary,Next Year Salary,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,wRC+,playerid,first_name,last_name,Position
"Garcia, Leury",2020,5.025,1550000.0,3250000.0,,,,,,,,,,,,,,,,,,,,,,,Leury,Garcia,cf-2b
"Garcia, Greg",2020,4.083,910000.0,1500000.0,,,,,,,,,,,,,,,,,,,,,,,Greg,Garcia,ss
"Diaz, Aledmys",2020,3.1,2000000.0,2600000.0,,,,,,,,,,,,,,,,,,,,,,,Aledmys,Diaz,ss
"Frazier, Adam",2020,3.075,584000.0,2800000.0,,,,,,,,,,,,,,,,,,,,,,,Adam,Frazier,ss-of
"Margot, Manuel",2020,3.012,577100.0,2475000.0,,,,,,,,,,,,,,,,,,,,,,,Manuel,Margot,cf
"Haniger, Mitch",2020,3.048,590100.0,3010000.0,,,,,,,,,,,,,,,,,,,,,,,Mitch,Haniger,rf
"Nimmo, Brandon",2020,3.042,598285.0,2175000.0,,,,,,,,,,,,,,,,,,,,,,,Brandon,Nimmo,lf
"Solano, Donovan",2020,4.081,,1375000.0,,,,,,,,,,,,,,,,,,,,,,,Donovan,Solano,2b
"Renfroe, Hunter",2020,2.165,582100.0,3300000.0,,,,,,,,,,,,,,,,,,,,,,,Hunter,Renfroe,rf
"DeShields Jr., Delino",2020,4.109,1400000.0,1875000.0,,,,,,,,,,,,,,,,,,,,,,,Delino,DeShields Jr.,cf-lf
"Adrianza, Ehire",2020,5.131,1300000.0,1600000.0,,,,,,,,,,,,,,,,,,,,,,,Ehire,Adrianza,ss
"Barnes, Austin",2020,3.098,575000.0,1100000.0,,,,,,,,,,,,,,,,,,,,,,,Austin,Barnes,c
"Grossman, Robbie",2020,5.06,2000000.0,3725000.0,,,,,,,,,,,,,,,,,,,,,,,Robbie,Grossman,lf
"Smith, Mallex",2020,3.125,578400.0,2350000.0,,,,,,,,,,,,,,,,,,,,,,,Mallex,Smith,lf-cf
"Mazara, Nomar",2020,4.0,3300000.0,5560000.0,,,,,,,,,,,,,,,,,,,,,,,Nomar,Mazara,rf
"Dickerson, Alex",2020,3.106,,925000.0,,,,,,,,,,,,,,,,,,,,,,,Alex,Dickerson,lf
"Lamb, Jake",2020,5.053,4825000.0,5510000.0,,,,,,,,,,,,,,,,,,,,,,,Jake,Lamb,1b
"Duvall, Adam",2020,3.151,,3250000.0,,,,,,,,,,,,,,,,,,,,,,,Adam,Duvall,lf
"Camargo, Johan",2020,2.136,575000.0,1700000.0,,,,,,,,,,,,,,,,,,,,,,,Johan,Camargo,2b
"Naquin, Tyler",2020,3.033,574800.0,1450000.0,,,,,,,,,,,,,,,,,,,,,,,Tyler,Naquin,rf
"Arcia, Orlando",2020,3.047,565700.0,2200000.0,,,,,,,,,,,,,,,,,,,,,,,Orlando,Arcia,ss
"Gamel, Ben",2020,3.029,567700.0,1400000.0,,,,,,,,,,,,,,,,,,,,,,,Ben,Gamel,of
"Knapp, Andrew",2020,3.0,565000.0,710000.0,,,,,,,,,,,,,,,,,,,,,,,Andrew,Knapp,c
"Profar, Jurickson",2020,5.165,3600000.0,5700000.0,,,,,,,,,,,,,,,,,,,,,,,Jurickson,Profar,2b
"Aguilar, Jesus",2020,3.082,637500.0,2575000.0,,,,,,,,,,,,,,,,,,,,,,,Jesus,Aguilar,1b
"Gonzalez, Erik",2020,3.007,577000.0,725000.0,,,,,,,,,,,,,,,,,,,,,,,Erik,Gonzalez,ss
"Hedges, Austin",2020,3.166,2060000.0,3000000.0,,,,,,,,,,,,,,,,,,,,,,,Austin,Hedges,c
"Jankowski, Travis",2020,3.148,1165000.0,1050000.0,,,,,,,,,,,,,,,,,,,,,,,Travis,Jankowski,cf
"Leon, Sandy",2020,5.144,2475000.0,2000000.0,,,,,,,,,,,,,,,,,,,,,,,Sandy,Leon,c
"Pinder, Chad",2020,3.047,565000.0,2025000.0,,,,,,,,,,,,,,,,,,,,,,,Chad,Pinder,2b-of
"Robertson, Daniel",2020,2.134,570300.0,1025000.0,,,,,,,,,,,,,,,,,,,,,,,Daniel,Robertson,ss
"Difo, Wilmer",2020,3.016,581100.0,1000000.0,,,,,,,,,,,,,,,,,,,,,,,Wilmer,Difo,ss
"Almora, Albert",2020,3.072,615500.0,1575000.0,,,,,,,,,,,,,,,,,,,,,,,Albert,Almora,cf
"Jones, Jacoby",2020,2.125,567100.0,1575000.0,,,,,,,,,,,,,,,,,,,,,,,Jacoby,Jones,cf
"Marisnick, Jake",2020,5.132,2212500.0,3312500.0,,,,,,,,,,,,,,,,,,,,,,,Jake,Marisnick,cf
"Stassi, Max",2020,3.049,590100.0,800000.0,,,,,,,,,,,,,,,,,,,,,,,Max,Stassi,c
"Zunino, Mike",2020,5.165,4412500.0,4500000.0,,,,,,,,,,,,,,,,,,,,,,,Mike,Zunino,c
"Taylor, Michael",2020,4.129,3250000.0,3325000.0,,,,,,,,,,,,,,,,,,,,,,,Michael,Taylor,of
"Drury, Brandon",2020,3.165,1300000.0,2050000.0,,,,,,,,,,,,,,,,,,,,,,,Brandon,Drury,3b
"Seager, Corey",2021,5.032,7600000.0,13750000.0,,,,,,,,,,,,,,,,,,,,,,,Corey,Seager,ss
"Murphy, Tom",2021,3.092,577300.0,875000.0,,,,,,,,,,,,,,,,,,,,,,,Tom,Murphy,c
"Canha, Mark",2021,5.092,4800000.0,6925000.0,,,,,,,,,,,,,,,,,,,,,,,Mark,Canha,1b-lf
"Soto, Juan",2021,2.134,629400.0,8500000.0,,,,,,,,,,,,,,,,,,,,,,,Juan,Soto,lf
"Bellinger, Cody",2021,3.16,11500000.0,16100000.0,,,,,,,,,,,,,,,,,,,,,,,Cody,Bellinger,1b-of
"Turner, Trea",2021,4.135,7450000.0,13000000.0,,,,,,,,,,,,,,,,,,,,,,,Trea,Turner,ss
"Buxton, Byron",2021,4.16,3075000.0,5125000.0,,,,,,,,,,,,,,,,,,,,,,,Byron,Buxton,cf
"Urshela, Giovanny",2021,3.127,2475000.0,4650000.0,,,,,,,,,,,,,,,,,,,,,,,Giovanny,Urshela,3b
"Voit, Luke",2021,2.169,634000.0,4700000.0,,,,,,,,,,,,,,,,,,,,,,,Luke,Voit,1b
"Haniger, Mitch",2021,4.048,3010000.0,3010000.0,,,,,,,,,,,,,,,,,,,,,,,Mitch,Haniger,rf
"Santander, Anthony",2021,2.162,572500.0,2100000.0,,,,,,,,,,,,,,,,,,,,,,,Anthony,Santander,rf
"Contreras, Willson",2021,4.108,4500000.0,6650000.0,,,,,,,,,,,,,,,,,,,,,,,Willson,Contreras,c
"Anderson, Brian",2021,3.031,615000.0,3800000.0,,,,,,,,,,,,,,,,,,,,,,,Brian,Anderson,3b
"Lindor, Francisco",2021,5.113,17500000.0,22300000.0,,,,,,,,,,,,,,,,,,,,,,,Francisco,Lindor,ss
"Olson, Matt",2021,3.103,603500.0,5000000.0,,,,,,,,,,,,,,,,,,,,,,,Matt,Olson,1b
"Crawford, J.P.",2021,2.163,575800.0,2050000.0,,,,,,,,,,,,,,,,,,,,,,,J.P.,Crawford,ss
"Candelario, Jeimer",2021,3.038,583300.0,2850000.0,,,,,,,,,,,,,,,,,,,,,,,Jeimer,Candelario,3b
"Hernandez, Teoscar",2021,3.097,602200.0,4325000.0,,,,,,,,,,,,,,,,,,,,,,,Teoscar,Hernandez,lf
"Swanson, Dansby",2021,4.047,3150000.0,6000000.0,,,,,,,,,,,,,,,,,,,,,,,Dansby,Swanson,ss
"Winker, Jesse",2021,3.08,605000.0,3150000.0,,,,,,,,,,,,,,,,,,,,,,,Jesse,Winker,lf-rf
"Hedges, Austin",2021,4.166,3000000.0,3280000.0,,,,,,,,,,,,,,,,,,,,,,,Austin,Hedges,c
"Frazier, Adam",2021,4.075,2800000.0,4300000.0,,,,,,,,,,,,,,,,,,,,,,,Adam,Frazier,ss-of
"Stassi, Max",2021,4.049,800000.0,1600000.0,,,,,,,,,,,,,,,,,,,,,,,Max,Stassi,c
"Baez, Javier",2021,5.089,10000000.0,11650000.0,,,,,,,,,,,,,,,,,,,,,,,Javier,Baez,ss
"Conforto, Michael",2021,5.043,8000000.0,12250000.0,,,,,,,,,,,,,,,,,,,,,,,Michael,Conforto,rf
"Nimmo, Brandon",2021,4.042,2175000.0,4700000.0,,,,,,,,,,,,,,,,,,,,,,,Brandon,Nimmo,lf
"Valaika, Pat",2021,3.079,573500.0,875000.0,,,,,,,,,,,,,,,,,,,,,,,Pat,Valaika,ss
"Vogelbach, Dan",2021,2.138,580900.0,1400000.0,,,,,,,,,,,,,,,,,,,,,,,Dan,Vogelbach,1b
"Frazier, Clint",2021,2.133,588100.0,2100000.0,,,,,,,,,,,,,,,,,,,,,,,Clint,Frazier,of
"Dickerson, Alex",2021,4.12,925000.0,2100000.0,,,,,,,,,,,,,,,,,,,,,,,Alex,Dickerson,lf
"Wendle, Joey",2021,3.088,575600.0,2250000.0,,,,,,,,,,,,,,,,,,,,,,,Joey,Wendle,3b-2b
"Gallo, Joey",2021,4.103,4400000.0,6200000.0,,,,,,,,,,,,,,,,,,,,,,,Joey,Gallo,3b
"Arcia, Orlando",2021,4.047,2200000.0,2000000.0,,,,,,,,,,,,,,,,,,,,,,,Orlando,Arcia,ss
"Stallings, Jacob",2021,2.149,586500.0,1300000.0,,,,,,,,,,,,,,,,,,,,,,,Jacob,Stallings,c
"Kelly, Carson",2021,2.161,581700.0,1700000.0,,,,,,,,,,,,,,,,,,,,,,,Carson,Kelly,c
"Torres, Gleyber",2021,2.162,675600.0,4000000.0,,,,,,,,,,,,,,,,,,,,,,,Gleyber,Torres,2b
"Slater, Austin",2021,2.147,576000.0,1150000.0,,,,,,,,,,,,,,,,,,,,,,,Austin,Slater,of
"Aguilar, Jesus",2021,4.082,2575000.0,4350000.0,,,,,,,,,,,,,,,,,,,,,,,Jesus,Aguilar,1b
"Cooper, Garrett",2021,3.053,580000.0,1900000.0,,,,,,,,,,,,,,,,,,,,,,,Garrett,Cooper,rf-1b
"Judge, Aaron",2021,4.051,8500000.0,10175000.0,,,,,,,,,,,,,,,,,,,,,,,Aaron,Judge,rf-dh
"Smith, Dominic",2021,2.146,578826.0,2550000.0,,,,,,,,,,,,,,,,,,,,,,,Dominic,Smith,1b
"Hoskins, Rhys",2021,3.053,605000.0,4800000.0,,,,,,,,,,,,,,,,,,,,,,,Rhys,Hoskins,1b
"Narvaez, Omar",2021,4.089,2725000.0,2500000.0,,,,,,,,,,,,,,,,,,,,,,,Omar,Narvaez,c
"Davis, J.D.",2021,2.137,592463.0,2100000.0,,,,,,,,,,,,,,,,,,,,,,,J.D.,Davis,3b
"Moran, Colin",2021,3.107,593500.0,2800000.0,,,,,,,,,,,,,,,,,,,,,,,Colin,Moran,3b
"Ruf, Darin",2021,3.138,800000.0,1275000.0,,,,,,,,,,,,,,,,,,,,,,,Darin,Ruf,1b-of
"Margot, Manuel",2021,4.012,2475000.0,3400000.0,,,,,,,,,,,,,,,,,,,,,,,Manuel,Margot,cf
"Bryant, Kris",2021,5.171,18600000.0,19500000.0,,,,,,,,,,,,,,,,,,,,,,,Kris,Bryant,3b
"McMahon, Ryan",2021,3.006,573500.0,2375000.0,,,,,,,,,,,,,,,,,,,,,,,Ryan,McMahon,1b-3b
"Goodrum, Niko",2021,3.031,698200.0,2100000.0,,,,,,,,,,,,,,,,,,,,,,,Niko,Goodrum,ss
"Dozier, Hunter",2021,3.06,610500.0,2720000.0,,,,,,,,,,,,,,,,,,,,,,,Hunter,Dozier,3b-rf
"Pina, Manny",2021,5.046,1850000.0,1650000.0,,,,,,,,,,,,,,,,,,,,,,,Manny,Pina,c
"Heredia, Guillermo",2021,3.112,1000000.0,1000000.0,,,,,,,,,,,,,,,,,,,,,,,Guillermo,Heredia,of
"Happ, Ian",2021,3.036,624000.0,4100000.0,,,,,,,,,,,,,,,,,,,,,,,Ian,Happ,cf
"Diaz, Aledmys",2021,4.1,2600000.0,3000000.0,,,,,,,,,,,,,,,,,,,,,,,Aledmys,Diaz,ss
"Kemp, Tony",2021,3.098,597100.0,1050000.0,,,,,,,,,,,,,,,,,,,,,,,Tony,Kemp,2b-of
"Knapp, Andrew",2021,4.0,710000.0,1100000.0,,,,,,,,,,,,,,,,,,,,,,,Andrew,Knapp,c
"Kiner-Falefa, Isiah",2021,3.0,587000.0,2000000.0,,,,,,,,,,,,,,,,,,,,,,,Isiah,Kiner-Falefa,c
"Camargo, Johan",2021,3.098,1700000.0,1360000.0,,,,,,,,,,,,,,,,,,,,,,,Johan,Camargo,2b
"Severino, Pedro",2021,3.099,576000.0,1825000.0,,,,,,,,,,,,,,,,,,,,,,,Pedro,Severino,c
"Diaz, Elias",2021,4.088,1100000.0,1200000.0,,,,,,,,,,,,,,,,,,,,,,,Elias,Diaz,c
"Pham, Tommy",2021,5.107,7900000.0,8900000.0,,,,,,,,,,,,,,,,,,,,,,,Tommy,Pham,lf
"Choi, Ji-Man",2021,3.076,850000.0,2450000.0,,,,,,,,,,,,,,,,,,,,,,,Ji-Man,Choi,1b
"Sanchez, Yolmer",2021,5.04,,1000000.0,,,,,,,,,,,,,,,,,,,,,,,Yolmer,Sanchez,2b
"Jones, JaCoby",2021,3.125,1575000.0,2650000.0,,,,,,,,,,,,,,,,,,,,,,,JaCoby,Jones,cf
"Cordero, Franchy",2021,3.038,571100.0,800000.0,,,,,,,,,,,,,,,,,,,,,,,Franchy,Cordero,cf-rf
"Soler, Jorge",2021,5.143,7966667.0,8050000.0,,,,,,,,,,,,,,,,,,,,,,,Jorge,Soler,dh-rf
"Pinder, Chad",2021,4.047,2025000.0,2275000.0,,,,,,,,,,,,,,,,,,,,,,,Chad,Pinder,2b-of
"Caratini, Victor",2021,3.051,592000.0,1300000.0,,,,,,,,,,,,,,,,,,,,,,,Victor,Caratini,c
"Solano, Donovan",2021,5.081,1375000.0,3250000.0,,,,,,,,,,,,,,,,,,,,,,,Donovan,Solano,2b-3b
"Plawecki, Kevin",2021,4.167,900000.0,1600000.0,,,,,,,,,,,,,,,,,,,,,,,Kevin,Plawecki,c
"Engel, Adam",2021,3.058,588000.0,1375000.0,,,,,,,,,,,,,,,,,,,,,,,Adam,Engel,of
"Tapia, Raimel",2021,3.02,573500.0,1950000.0,,,,,,,,,,,,,,,,,,,,,,,Raimel,Tapia,of
"Correa, Carlos",2021,5.119,8000000.0,11700000.0,,,,,,,,,,,,,,,,,,,,,,,Carlos,Correa,ss
"Sanchez, Gary",2021,4.086,5000000.0,6350000.0,,,,,,,,,,,,,,,,,,,,,,,Gary,Sanchez,c
"Bell, Josh",2021,4.053,4800000.0,6350000.0,,,,,,,,,,,,,,,,,,,,,,,Josh,Bell,1b-rf
"Garver, Mitch",2021,3.045,620000.0,1875000.0,,,,,,,,,,,,,,,,,,,,,,,Mitch,Garver,c
"Chapman, Matt",2021,3.109,623500.0,6490000.0,,,,,,,,,,,,,,,,,,,,,,,Matt,Chapman,3b
"Gonzalez, Erik",2021,4.007,725000.0,1225000.0,,,,,,,,,,,,,,,,,,,,,,,Erik,Gonzalez,ss
"Mondesi, Adalberto",2021,3.088,604500.0,2525000.0,,,,,,,,,,,,,,,,,,,,,,,Adalberto,Mondesi,ss
"Devers, Rafael",2021,3.07,692500.0,4575000.0,,,,,,,,,,,,,,,,,,,,,,,Rafael,Devers,3b
"Alfaro, Jorge",2021,3.083,595000.0,2050000.0,,,,,,,,,,,,,,,,,,,,,,,Jorge,Alfaro,c
"Bader, Harrison",2021,3.03,590100.0,2000000.0,,,,,,,,,,,,,,,,,,,,,,,Harrison,Bader,of
"Rosario, Amed",2021,3.062,608780.0,2400000.0,,,,,,,,,,,,,,,,,,,,,,,Amed,Rosario,ss
"Mancini, Trey",2021,4.015,4750000.0,4750000.0,,,,,,,,,,,,,,,,,,,,,,,Trey,Mancini,1b-of
"Soto, Juan",2022,3.134,8500000.0,17100000.0,,,,,,,,,,,,,,,,,,,,,,,Juan,Soto,lf
"Guerrero, Vladimir Jr.",2022,2.157,605400.0,7900000.0,,,,,,,,,,,,,,,,,,,,,,,Vladimir Jr.,Guerrero,1b
"Judge, Aaron",2022,5.051,10175000.0,19000000.0,,,,,,,,,,,,,,,,,,,,,,,Aaron,Judge,rf-dh
"Devers, Rafael",2022,4.07,4575000.0,11200000.0,,,,,,,,,,,,,,,,,,,,,,,Rafael,Devers,3b
"Riley, Austin",2022,2.138,590500.0,3950000.0,,,,,,,,,,,,,,,,,,,,,,,Austin,Riley,3b
"O'Neill, Tyler",2022,3.059,594700.0,3400000.0,,,,,,,,,,,,,,,,,,,,,,,Tyler,O'Neill,lf
"Hernández, Teoscar",2022,4.097,4325000.0,10650000.0,,,,,,,,,,,,,,,,,,,,,,,Teoscar,Hernández,lf
"Alonso, Pete",2022,3.0,676775.0,7400000.0,,,,,,,,,,,,,,,,,,,,,,,Pete,Alonso,1b
"Lopez, Nicky",2022,2.139,597500.0,2550000.0,,,,,,,,,,,,,,,,,,,,,,,Nicky,Lopez,ss
"Renfroe, Hunter",2022,4.165,3100000.0,7650000.0,,,,,,,,,,,,,,,,,,,,,,,Hunter,Renfroe,rf
"Haniger, Mitch",2022,5.048,3010000.0,7750000.0,,,,,,,,,,,,,,,,,,,,,,,Mitch,Haniger,rf
"Turner, Trea",2022,5.135,13000000.0,21000000.0,,,,,,,,,,,,,,,,,,,,,,,Trea,Turner,ss
"Narvaez, Omar",2022,5.089,2500000.0,5000000.0,,,,,,,,,,,,,,,,,,,,,,,Omar,Narvaez,c
"Urias, Luis",2022,2.12,575100.0,2550000.0,,,,,,,,,,,,,,,,,,,,,,,Luis,Urias,ss
"Nimmo, Brandon",2022,5.042,4700000.0,7000000.0,,,,,,,,,,,,,,,,,,,,,,,Brandon,Nimmo,lf
"Bell, Josh",2022,5.053,6350000.0,10000000.0,,,,,,,,,,,,,,,,,,,,,,,Josh,Bell,1b-rf
"Verdugo, Alex",2022,3.078,649500.0,3550000.0,,,,,,,,,,,,,,,,,,,,,,,Alex,Verdugo,of
"Arraez, Luis",2022,2.121,611000.0,2125000.0,,,,,,,,,,,,,,,,,,,,,,,Luis,Arraez,2b
"Kiner-Falefa, Isiah",2022,4.0,2000000.0,4700000.0,,,,,,,,,,,,,,,,,,,,,,,Isiah,Kiner-Falefa,c
"Swanson, Dansby",2022,5.047,6000000.0,10000000.0,,,,,,,,,,,,,,,,,,,,,,,Dansby,Swanson,ss
"Candelario, Jeimer",2022,4.038,2850000.0,5800000.0,,,,,,,,,,,,,,,,,,,,,,,Jeimer,Candelario,3b
"Margot, Manuel",2022,5.012,3400000.0,5600000.0,,,,,,,,,,,,,,,,,,,,,,,Manuel,Margot,cf
"Benintendi, Andrew",2022,5.062,6600000.0,8500000.0,,,,,,,,,,,,,,,,,,,,,,,Andrew,Benintendi,lf
"Kemp, Tony",2022,4.098,1050000.0,2250000.0,,,,,,,,,,,,,,,,,,,,,,,Tony,Kemp,2b-of
"Stallings, Jacob",2022,3.149,1300000.0,2450000.0,,,,,,,,,,,,,,,,,,,,,,,Jacob,Stallings,c
"Yastrzemski, Mike",2022,2.128,600000.0,3700000.0,,,,,,,,,,,,,,,,,,,,,,,Mike,Yastrzemski,of
"Kelly, Carson",2022,3.161,1700000.0,3325000.0,,,,,,,,,,,,,,,,,,,,,,,Carson,Kelly,c
"Contreras, Willson",2022,5.108,6650000.0,9625000.0,,,,,,,,,,,,,,,,,,,,,,,Willson,Contreras,c
"Sanchez, Gary",2022,5.086,6350000.0,9000000.0,,,,,,,,,,,,,,,,,,,,,,,Gary,Sanchez,c
"Diaz, Yandy",2022,3.122,588900.0,2800000.0,,,,,,,,,,,,,,,,,,,,,,,Yandy,Diaz,3b
"Stassi, Max",2022,5.049,1600000.0,3000000.0,,,,,,,,,,,,,,,,,,,,,,,Max,Stassi,c
"Farmer, Kyle",2022,3.129,640000.0,3155000.0,,,,,,,,,,,,,,,,,,,,,,,Kyle,Farmer,c
"Hoskins, Rhys",2022,4.053,4800000.0,7700000.0,,,,,,,,,,,,,,,,,,,,,,,Rhys,Hoskins,1b
"Meadows, Austin",2022,3.074,581400.0,4000000.0,,,,,,,,,,,,,,,,,,,,,,,Austin,Meadows,rf
"Happ, Ian",2022,4.036,4100000.0,6850000.0,,,,,,,,,,,,,,,,,,,,,,,Ian,Happ,cf
"Reyes, Franmil",2022,3.115,602400.0,4550000.0,,,,,,,,,,,,,,,,,,,,,,,Franmil,Reyes,rf
"Rosario, Amed",2022,4.062,2400000.0,4950000.0,,,,,,,,,,,,,,,,,,,,,,,Amed,Rosario,ss-of
"Crawford, J.P.",2022,3.163,2050000.0,4850000.0,,,,,,,,,,,,,,,,,,,,,,,J.P.,Crawford,ss
"Ramirez, Harold",2022,2.124,,728000.0,,,,,,,,,,,,,,,,,,,,,,,Harold,Ramirez,of
"Tapia, Raimel",2022,4.02,1950000.0,3950000.0,,,,,,,,,,,,,,,,,,,,,,,Raimel,Tapia,of
"Wendle, Joey",2022,4.088,2250000.0,4550000.0,,,,,,,,,,,,,,,,,,,,,,,Joey,Wendle,3b-2b
"Torres, Gleyber",2022,3.162,4000000.0,6250000.0,,,,,,,,,,,,,,,,,,,,,,,Gleyber,Torres,ss
"McNeil, Jeff",2022,3.069,642251.0,3000000.0,,,,,,,,,,,,,,,,,,,,,,,Jeff,McNeil,3b-lf
"Garver, Mitch",2022,4.045,1875000.0,3335000.0,,,,,,,,,,,,,,,,,,,,,,,Mitch,Garver,c
"Naquin, Tyler",2022,5.033,1500000.0,4025000.0,,,,,,,,,,,,,,,,,,,,,,,Tyler,Naquin,rf
"Gallo, Joey",2022,5.103,6200000.0,10275000.0,,,,,,,,,,,,,,,,,,,,,,,Joey,Gallo,of-3b
"Murphy, Tom",2022,4.092,875000.0,1575000.0,,,,,,,,,,,,,,,,,,,,,,,Tom,Murphy,c
"Anderson, Brian",2022,4.031,3800000.0,4475000.0,,,,,,,,,,,,,,,,,,,,,,,Brian,Anderson,3b
"Higashioka, Kyle",2022,3.005,594000.0,935000.0,,,,,,,,,,,,,,,,,,,,,,,Kyle,Higashioka,c
"Plawecki, Kevin",2022,5.167,1600000.0,2250000.0,,,,,,,,,,,,,,,,,,,,,,,Kevin,Plawecki,c
"Engel, Adam",2022,4.058,1375000.0,2000000.0,,,,,,,,,,,,,,,,,,,,,,,Adam,Engel,of
"Slater, Austin",2022,3.147,1150000.0,1850000.0,,,,,,,,,,,,,,,,,,,,,,,Austin,Slater,of
"Jansen, Danny",2022,3.05,601800.0,1950000.0,,,,,,,,,,,,,,,,,,,,,,,Danny,Jansen,c
"Santander, Anthony",2022,3.162,2100000.0,3150000.0,,,,,,,,,,,,,,,,,,,,,,,Anthony,Santander,rf
"Hedges, Austin",2022,5.166,3280000.0,4000000.0,,,,,,,,,,,,,,,,,,,,,,,Austin,Hedges,c
"Hampson, Garrett",2022,3.03,580500.0,1863000.0,,,,,,,,,,,,,,,,,,,,,,,Garrett,Hampson,2b-ss
"Urshela, Giovanny",2022,4.127,4650000.0,6550000.0,,,,,,,,,,,,,,,,,,,,,,,Giovanny,Urshela,3b
"Mejia, Francisco",2022,3.054,580500.0,1455000.0,,,,,,,,,,,,,,,,,,,,,,,Francisco,Mejia,c
"Walker, Christian",2022,3.124,619300.0,2600000.0,,,,,,,,,,,,,,,,,,,,,,,Christian,Walker,1b
"Duvall, Adam",2022,5.151,5000000.0,9275000.0,,,,,,,,,,,,,,,,,,,,,,,Adam,Duvall,rf
"Heredia, Guillermo",2022,4.112,,1000000.0,,,,,,,,,,,,,,,,,,,,,,,Guillermo,Heredia,of
"Diaz, Aledmys",2022,5.1,3000000.0,4450000.0,,,,,,,,,,,,,,,,,,,,,,,Aledmys,Diaz,ss
"Caratini, Victor",2022,4.051,1300000.0,2000000.0,,,,,,,,,,,,,,,,,,,,,,,Victor,Caratini,c
"Phillips, Brett",2022,3.013,584400.0,1400000.0,,,,,,,,,,,,,,,,,,,,,,,Brett,Phillips,of
"Naylor, Josh",2022,2.127,577500.0,1200000.0,,,,,,,,,,,,,,,,,,,,,,,Josh,Naylor,lf-1b
"Gallagher, Cam",2022,3.106,604000.0,885000.0,,,,,,,,,,,,,,,,,,,,,,,Cam,Gallagher,c
"Andujar, Miguel",2022,3.117,639000.0,1300000.0,,,,,,,,,,,,,,,,,,,,,,,Miguel,Andujar,3b
"Biggio, Cavan",2022,2.129,604000.0,2123000.0,,,,,,,,,,,,,,,,,,,,,,,Cavan,Biggio,2b
"Frazier, Adam",2022,5.075,4300000.0,8000000.0,,,,,,,,,,,,,,,,,,,,,,,Adam,Frazier,ss-of
"Moore, Dylan",2022,3.0,590400.0,1350000.0,,,,,,,,,,,,,,,,,,,,,,,Dylan,Moore,3b
"Calhoun, Willie",2022,3.033,593000.0,1300000.0,,,,,,,,,,,,,,,,,,,,,,,Willie,Calhoun,2b
"Robles, Victor",2022,3.033,614000.0,1650000.0,,,,,,,,,,,,,,,,,,,,,,,Victor,Robles,of
"Arroyo, Christian",2022,3.036,581500.0,1200000.0,,,,,,,,,,,,,,,,,,,,,,,Christian,Arroyo,3b
"Berti, Jon",2022,2.168,607500.0,1200000.0,,,,,,,,,,,,,,,,,,,,,,,Jon,Berti,3b
"Cooper, Garrett",2022,4.053,1900000.0,2500000.0,,,,,,,,,,,,,,,,,,,,,,,Garrett,Cooper,rf-1b
"Adames, Willy",2022,3.105,590000.0,4600000.0,,,,,,,,,,,,,,,,,,,,,,,Willy,Adames,ss
"Peterson, Jace",2022,5.142,,1850000.0,,,,,,,,,,,,,,,,,,,,,,,Jace,Peterson,2b-3b
"Guillorme, Luis",2022,2.167,580701.0,875000.0,,,,,,,,,,,,,,,,,,,,,,,Luis,Guillorme,inf
"Casali, Curt",2022,5.151,1500000.0,2600000.0,,,,,,,,,,,,,,,,,,,,,,,Curt,Casali,c
"Garneau, Dustin",2022,3.14,,1175000.0,,,,,,,,,,,,,,,,,,,,,,,Dustin,Garneau,c
"Pinder, Chad",2022,5.047,2275000.0,2725000.0,,,,,,,,,,,,,,,,,,,,,,,Chad,Pinder,2b-of
"Torrens, Luis",2022,2.118,580700.0,1200000.0,,,,,,,,,,,,,,,,,,,,,,,Luis,Torrens,c
"Choi, Ji-Man",2022,4.076,2450000.0,3200000.0,,,,,,,,,,,,,,,,,,,,,,,Ji-Man,Choi,1b
"Reyes, Victor",2022,3.075,587100.0,1400000.0,,,,,,,,,,,,,,,,,,,,,,,Victor,Reyes,rf
"Newman, Kevin",2022,3.046,598000.0,1950000.0,,,,,,,,,,,,,,,,,,,,,,,Kevin,Newman,2b
"Senzel, Nick",2022,2.15,580500.0,1250000.0,,,,,,,,,,,,,,,,,,,,,,,Nick,Senzel,of-3b
"Tellez, Rowdy",2022,3.004,598100.0,1940000.0,,,,,,,,,,,,,,,,,,,,,,,Rowdy,Tellez,1b
"Alfaro, Jorge",2022,4.083,2050000.0,2725000.0,,,,,,,,,,,,,,,,,,,,,,,Jorge,Alfaro,c
"Stevenson, Andrew",2022,2.125,579100.0,850000.0,,,,,,,,,,,,,,,,,,,,,,,Andrew,Stevenson,lf
"Luplow, Jordan",2022,3.112,581500.0,1400000.0,,,,,,,,,,,,,,,,,,,,,,,Jordan,Luplow,of
"Zimmer, Bradley",2022,3.077,,1300000.0,,,,,,,,,,,,,,,,,,,,,,,Bradley,Zimmer,of
"Castro, Harold",2022,2.141,581700.0,1275000.0,,,,,,,,,,,,,,,,,,,,,,,Harold,Castro,3b
"Mondesi, Adalberto",2022,4.088,2525000.0,3000000.0,,,,,,,,,,,,,,,,,,,,,,,Adalberto,Mondesi,ss-3b
"Bellinger, Cody",2022,4.16,16100000.0,17000000.0,,,,,,,,,,,,,,,,,,,,,,,Cody,Bellinger,1b-of
