Player,Team,Service,Extension,Year,Non-Tendered,Outrighted,Next Year Salary,first_name,last_name,Source
Martin Maldonado,Angels,5.156,False,2018,False,False,3900000.0,Martin,Maldonado,MLBTR
Matt Harvey,Mets,5.072,False,2018,False,False,5625000.0,Matt,Harvey,MLBTR
Matt Szczur,Padres,2.134,False,2018,False,False,950000.0,Matt,Szczur,MLBTR
Matt Shoemaker,Angels,3.166,False,2018,False,False,4125000.0,Matt,Shoemaker,MLBTR
Matt Duffy,Rays,3.059,False,2018,False,False,930000.0,Matt,Duffy,MLBTR
Michael Foltynewicz ,Braves,2.163,False,2018,False,False,2200000.0,Michael,Foltynewicz ,MLBTR
Michael Lorenzen,Reds,2.159,False,2018,False,False,1312000.0,Michael,Lorenzen,MLBTR
Michael Wacha,Cardinals,4.062,False,2018,False,False,5300000.0,Michael,Wacha,MLBTR
Michael A. Taylor,Nationals,3.01,False,2018,False,False,2525000.0,Michael,A. Taylor,MLBTR
Miguel Rojas,Marlins,3.043,False,2018,False,False,1180000.0,Miguel,Rojas,MLBTR
Mike Morin,Mariners,3.03,False,2018,False,False,750000.0,Mike,Morin,MLBTR
Mike Zunino,Mariners,3.165,False,2018,False,False,2975000.0,Mike,Zunino,MLBTR
Mookie Betts ,Red Sox,3.07,False,2018,False,False,10500000.0,Mookie,Betts ,MLBTR
Nate Karns,Royals,3.033,False,2018,False,False,1375000.0,Nate,Karns,MLBTR
Nicholas Castellanos,Tigers,4.029,False,2018,False,False,6050000.0,Nicholas,Castellanos,MLBTR
Nick Ahmed,Diamondbacks,3.054,False,2018,False,False,1275000.0,Nick,Ahmed,MLBTR
Nick Vincent,Mariners,4.067,False,2018,False,False,2750000.0,Nick,Vincent,MLBTR
Noah Syndergaard,Mets,2.149,False,2018,False,False,2975000.0,Noah,Syndergaard,MLBTR
Patrick Corbin,Diamondbacks,5.105,False,2018,False,False,7500000.0,Patrick,Corbin,MLBTR
Pedro Baez,Dodgers,3.059,False,2018,False,False,1500000.0,Pedro,Baez,MLBTR
Randal Grichuk,Blue Jays,3.033,False,2018,False,False,2600000.0,Randal,Grichuk,MLBTR
Randall Delgado,Diamondbacks,5.1,False,2018,False,False,2250000.0,Randall,Delgado,MLBTR
Rex Brothers,Braves,4.088,False,2018,False,False,1100000.0,Rex,Brothers,MLBTR
Robbie Ray,Diamondbacks,3.007,False,2018,False,False,3950000.0,Robbie,Ray,MLBTR
Robbie Erlin,Padres,3.078,False,2018,False,False,650000.0,Robbie,Erlin,MLBTR
Robbie Grossman,Twins,3.06,False,2018,False,False,2000000.0,Robbie,Grossman,MLBTR
Roberto Osuna ,Blue Jays,3.0,False,2018,False,False,5300000.0,Roberto,Osuna ,MLBTR
Ryan Pressly,Twins,4.039,False,2018,False,False,1600000.0,Ryan,Pressly,MLBTR
Ryan Rua,Rangers,2.129,False,2018,False,False,870000.0,Ryan,Rua,MLBTR
Sam Freeman,Braves,3.066,False,2018,False,False,1075000.0,Sam,Freeman,MLBTR
Sam Dyson,Giants,3.142,False,2018,False,False,4425000.0,Sam,Dyson,MLBTR
Sandy Leon,Red Sox,3.149,False,2018,False,False,1950000.0,Sandy,Leon,MLBTR
Scooter Gennett ,Reds,4.071,False,2018,False,False,5700000.0,Scooter,Gennett ,MLBTR
Shane Greene,Tigers,3.075,False,2018,False,False,1950000.0,Shane,Greene,MLBTR
Shelby Miller ,Diamondbacks,4.166,False,2018,False,False,4900000.0,Shelby,Miller ,MLBTR
Sonny Gray,Yankees,4.061,False,2018,False,False,6500000.0,Sonny,Gray,MLBTR
Stephen Vogt,Brewers,4.084,False,2018,False,False,3065000.0,Stephen,Vogt,MLBTR
Steven Wright,Red Sox,3.089,False,2018,False,False,1100000.0,Steven,Wright,MLBTR
Steven Souza Jr.,Rays,3.072,False,2018,False,False,3550000.0,Steven,Souza Jr.,MLBTR
Taijuan Walker,Diamondbacks,3.142,False,2018,False,False,4825000.0,Taijuan,Walker,MLBTR
Tanner Roark,Nationals,4.055,False,2018,False,False,6475000.0,Tanner,Roark,MLBTR
Tim Beckham,Orioles,3.134,False,2018,False,False,3350000.0,Tim,Beckham,MLBTR
Tommy La Stella,Cubs,3.057,False,2018,False,False,950000.0,Tommy,La Stella,MLBTR
Tommy Kahnle,Yankees,3.015,False,2018,False,False,1312000.0,Tommy,Kahnle,MLBTR
Tony Cingrani,Dodgers,4.088,False,2018,False,False,2300000.0,Tony,Cingrani,MLBTR
Travis D'Arnaud,Mets,4.044,False,2018,False,False,3475000.0,Travis,D'Arnaud,MLBTR
Trevor Bauer ,Indians,3.158,False,2018,False,False,6525000.0,Trevor,Bauer ,MLBTR
Trevor May,Twins,3.051,False,2018,False,False,650000.0,Trevor,May,MLBTR
Tyler Thornburg,Red Sox,4.057,False,2018,False,False,2050000.0,Tyler,Thornburg,MLBTR
Tyler Lyons,Cardinals,3.07,False,2018,False,False,1200000.0,Tyler,Lyons,MLBTR
Tyler Skaggs,Angels,3.135,False,2018,False,False,1875000.0,Tyler,Skaggs,MLBTR
Will Smith,Giants,4.155,False,2018,False,False,2500000.0,Will,Smith,MLBTR
Wilmer Flores,Mets,4.003,False,2018,False,False,3400000.0,Wilmer,Flores,MLBTR
Xander Bogaerts,Red Sox,4.042,False,2018,False,False,7050000.0,Xander,Bogaerts,MLBTR
Yasmani Grandal,Dodgers,5.115,False,2018,False,False,7900000.0,Yasmani,Grandal,MLBTR
Yimi Garcia,Dodgers,3.004,False,2018,False,False,630000.0,Yimi,Garcia,MLBTR
Yolmer Sanchez ,White Sox,2.134,False,2018,False,False,2350000.0,Yolmer,Sanchez ,MLBTR
Zach Britton,Orioles,5.158,False,2018,False,False,12000000.0,Zach,Britton,MLBTR
Zach McAllister,Indians,5.077,False,2018,False,False,2450000.0,Zach,McAllister,MLBTR
Zack Wheeler ,Mets,4.098,False,2018,False,False,1900000.0,Zack,Wheeler ,MLBTR
Aaron Sanchez,Blue Jays,4.069,False,2019,False,False,3900000.0,Aaron,Sanchez,MLBTR
Aaron Nola,Phillies,3.076,True,2019,False,False,,Aaron,Nola,MLBTR
Aaron Altherr,Phillies,3.028,False,2019,False,False,1350000.0,Aaron,Altherr,MLBTR
Aaron Hicks,Yankees,5.041,False,2019,False,False,6000000.0,Aaron,Hicks,MLBTR
Adam Duvall,Braves,3.096,False,2019,False,False,2875000.0,Adam,Duvall,MLBTR
Adam Conley,Marlins,2.147,False,2019,False,False,1125000.0,Adam,Conley,MLBTR
Adam Morgan,Phillies,3.017,False,2019,False,False,1100000.0,Adam,Morgan,MLBTR
Addison Russell,Cubs,3.167,False,2019,False,False,3400000.0,Addison,Russell,MLBTR
Alex Wood ,Reds,5.123,False,2019,False,False,9650000.0,Alex,Wood ,MLBTR
Alex Colome,White Sox,4.118,False,2019,False,False,7325000.0,Alex,Colome,MLBTR
Alex Claudio,Brewers,3.114,False,2019,False,False,1275000.0,Alex,Claudio,MLBTR
Andrew Heaney,Angels,3.15,False,2019,False,False,3400000.0,Andrew,Heaney,MLBTR
Andrew Chafin,Diamondbacks,4.02,False,2019,False,False,1945000.0,Andrew,Chafin,MLBTR
Anthony Rendon,Nationals,5.13,False,2019,False,False,18800000.0,Anthony,Rendon,MLBTR
Anthony DeSclafani,Reds,4.062,False,2019,False,False,2125000.0,Anthony,DeSclafani,MLBTR
Archie Bradley,Diamondbacks,3.112,False,2019,False,False,1830000.0,Archie,Bradley,MLBTR
Arodys Vizcaino,Braves,5.168,False,2019,False,False,4800000.0,Arodys,Vizcaino,MLBTR
Austin Hedges,Padres,2.166,False,2019,False,False,2060000.0,Austin,Hedges,MLBTR
Austin Romine,Yankees,5.045,False,2019,False,False,1800000.0,Austin,Romine,MLBTR
Blaine Hardy,Tigers,3.108,False,2019,False,False,1300000.0,Blaine,Hardy,MLBTR
Blake Treinen ,Athletics,4.065,False,2019,False,False,6400000.0,Blake,Treinen ,MLBTR
Blake Swihart,Red Sox,2.164,False,2019,False,False,910000.0,Blake,Swihart,MLBTR
Brad Peacock,Astros,4.165,False,2019,False,False,3110000.0,Brad,Peacock,MLBTR
Brandon Drury,Blue Jays,2.165,False,2019,False,False,1300000.0,Brandon,Drury,MLBTR
Brandon Workman,Red Sox,4.051,False,2019,False,False,1150000.0,Brandon,Workman,MLBTR
Brian Flynn,Royals,3.086,False,2019,False,False,800000.0,Brian,Flynn,MLBTR
Brock Holt,Red Sox,5.052,False,2019,False,False,3575000.0,Brock,Holt,MLBTR
Bryan Mitchell,Padres,3.049,False,2019,False,False,900000.0,Bryan,Mitchell,MLBTR
Byron Buxton,Twins,2.16,False,2019,False,False,1750000.0,Byron,Buxton,MLBTR
C.J. Cron,Twins,4.097,False,2019,False,False,4800000.0,C.J.,Cron,MLBTR
Cam Bedrosian,Angels,3.153,False,2019,False,False,1750000.0,Cam,Bedrosian,MLBTR
Carl Edwards Jr.,Cubs,2.134,False,2019,False,False,1500000.0,Carl,Edwards Jr.,MLBTR
Carlos Correa ,Astros,3.119,False,2019,False,False,5000000.0,Carlos,Correa ,MLBTR
Carlos Rodon,White Sox,3.168,False,2019,False,False,4200000.0,Carlos,Rodon,MLBTR
Cesar Hernandez,Phillies,4.154,False,2019,False,False,7750000.0,Cesar,Hernandez,MLBTR
Chad Bettis,Rockies,4.096,False,2019,False,False,3350000.0,Chad,Bettis,MLBTR
Charlie Culberson,Braves,3.084,False,2019,False,False,1395000.0,Charlie,Culberson,MLBTR
Chasen Shreve,Cardinals,3.167,False,2019,False,False,900000.0,Chasen,Shreve,MLBTR
Chaz Roe,Rays,3.094,False,2019,False,False,1275000.0,Chaz,Roe,MLBTR
Chris Devenski,Astros,3.0,False,2019,False,False,1525000.0,Chris,Devenski,MLBTR
Chris Taylor,Dodgers,3.037,False,2019,False,False,3500000.0,Chris,Taylor,MLBTR
Chris Rusin,Rockies,4.092,False,2019,False,False,1687500.0,Chris,Rusin,MLBTR
Cody Anderson,Indians,3.017,False,2019,False,False,641500.0,Cody,Anderson,MLBTR
Collin McHugh,Astros,5.085,False,2019,False,False,5800000.0,Collin,McHugh,MLBTR
Corey Knebel,Brewers,3.151,False,2019,False,False,5125000.0,Corey,Knebel,MLBTR
Corey Seager,Dodgers,3.032,False,2019,False,False,4000000.0,Corey,Seager,MLBTR
Corey Dickerson,Pirates,5.101,False,2019,False,False,8500000.0,Corey,Dickerson,MLBTR
Curt Casali,Reds,2.151,False,2019,False,False,950000.0,Curt,Casali,MLBTR
Dan Straily,Marlins,4.126,False,2019,False,False,5000000.0,Dan,Straily,MLBTR
Daniel Winkler,Braves,4.0,False,2019,False,False,1610000.0,Daniel,Winkler,MLBTR
Daniel Norris,Tigers,3.073,False,2019,False,False,1275000.0,Daniel,Norris,MLBTR
Danny Salazar,Indians,4.162,False,2019,False,False,4500000.0,Danny,Salazar,MLBTR
David Peralta,Diamondbacks,4.12,False,2019,False,False,7000000.0,David,Peralta,MLBTR
Delino DeShields Jr.,Rangers,3.116,False,2019,False,False,1400000.0,Delino,DeShields Jr.,MLBTR
Dellin Betances,Yankees,5.078,False,2019,False,False,7125000.0,Dellin,Betances,MLBTR
Devon Travis,Blue Jays,3.163,False,2019,False,False,1925000.0,Devon,Travis,MLBTR
Didi Gregorius,Yankees,5.159,False,2019,False,False,11750000.0,Didi,Gregorius,MLBTR
Domingo Santana,Mariners,3.024,False,2019,False,False,1950000.0,Domingo,Santana,MLBTR
Dominic Leone,Cardinals,3.123,False,2019,False,False,1260000.0,Dominic,Leone,MLBTR
Dylan Bundy,Orioles,3.026,False,2019,False,False,2800000.0,Dylan,Bundy,MLBTR
Eddie Rosario,Twins,3.12,False,2019,False,False,4190000.000000001,Eddie,Rosario,MLBTR
Eduardo Rodriguez,Red Sox,3.13,False,2019,False,False,4300000.0,Eduardo,Rodriguez,MLBTR
Ehire Adrianza,Twins,4.131,False,2019,False,False,1300000.0,Ehire,Adrianza,MLBTR
Enrique Hernandez,Dodgers,4.054,False,2019,False,False,3725000.0,Enrique,Hernandez,MLBTR
Erik Kratz,Brewers,4.156,False,2019,False,False,1200000.0,Erik,Kratz,MLBTR
Francisco Lindor,Indians,3.113,False,2019,False,False,10850000.0,Francisco,Lindor,MLBTR
Gerrit Cole ,Astros,5.111,False,2019,False,False,13500000.0,Gerrit,Cole ,MLBTR
Greg Garcia,Padres,3.083,False,2019,False,False,910000.0,Greg,Garcia,MLBTR
Greg Bird,Yankees,3.053,False,2019,False,False,1200000.0,Greg,Bird,MLBTR
Hansel Robles,Angels,3.119,False,2019,False,False,1400000.0,Hansel,Robles,MLBTR
Heath Hembree,Red Sox,3.106,False,2019,False,False,1312000.0,Heath,Hembree,MLBTR
Hector Neris,Phillies,3.068,False,2019,False,False,1800000.0,Hector,Neris,MLBTR
Hernan Perez,Brewers,4.079,False,2019,False,False,2500000.0,Hernan,Perez,MLBTR
J.C. Ramirez,Angels,3.139,False,2019,False,False,1901000.0,J.C.,Ramirez,MLBTR
J.T. Realmuto,Marlins,4.038,False,2019,False,False,5900000.0,J.T.,Realmuto,MLBTR
Jackie Bradley Jr.,Red Sox,4.15,False,2019,False,False,8550000.0,Jackie,Bradley Jr.,MLBTR
Jacob deGrom,Mets,4.139,False,2019,False,False,17000000.0,Jacob,deGrom,MLBTR
Jake Marisnick,Astros,4.132,False,2019,False,False,2212000.0,Jake,Marisnick,MLBTR
Jake Lamb,Diamondbacks,4.053,False,2019,False,False,4825000.0,Jake,Lamb,MLBTR
Jake Odorizzi,Twins,5.042,False,2019,False,False,9500000.0,Jake,Odorizzi,MLBTR
James Paxton,Yankees,4.151,False,2019,False,False,8575000.0,James,Paxton,MLBTR
Javier Baez,Cubs,3.089,False,2019,False,False,5200000.0,Javier,Baez,MLBTR
Jerad Eickhoff,Phillies,3.045,False,2019,False,False,975000.0,Jerad,Eickhoff,MLBTR
Jesse Hahn,Royals,3.067,False,2019,False,False,800000.0,Jesse,Hahn,MLBTR
Jimmy Nelson,Brewers,4.107,False,2019,False,False,3700000.0,Jimmy,Nelson,MLBTR
Joc Pederson,Dodgers,4.028,False,2019,False,False,5000000.0,Joc,Pederson,MLBTR
Joe Biagini,Blue Jays,2.134,False,2019,False,False,900000.0,Joe,Biagini,MLBTR
Joe Ross,Nationals,3.067,False,2019,False,False,1000000.0,Joe,Ross,MLBTR
Joe Panik,Giants,,False,2019,False,False,3800000.0,Joe,Panik,MLBTR
John Ryan Murphy,Diamondbacks,3.043,False,2019,False,False,900000.0,John,Ryan Murphy,MLBTR
Jonathan Villar,Orioles,4.113,False,2019,False,False,4825000.0,Jonathan,Villar,MLBTR
Jonathan Gray,Rockies,3.062,False,2019,False,False,2935000.0,Jonathan,Gray,MLBTR
Jonny Venters,Braves,5.159,False,2019,False,False,2250000.0,Jonny,Venters,MLBTR
Jose Alvarez,Phillies,4.035,False,2019,False,False,1925000.0,Jose,Alvarez,MLBTR
Jose Urena,Marlins,3.04,False,2019,False,False,3200000.0,Jose,Urena,MLBTR
Jose Peraza,Reds,2.141,False,2019,False,False,2775000.0,Jose,Peraza,MLBTR
Jose Abreu,White Sox,5.0,False,2019,False,False,16000000.0,Jose,Abreu,MLBTR
Josh Phegley,Athletics,4.087,False,2019,False,False,1075000.0,Josh,Phegley,MLBTR
Josh Fields,Dodgers,5.083,False,2019,False,False,2850000.0,Josh,Fields,MLBTR
Junior Guerra,Brewers,2.155,False,2019,False,False,2225000.0,Junior,Guerra,MLBTR
Jurickson Profar,Athletics,4.165,False,2019,False,False,3600000.0,Jurickson,Profar,MLBTR
Ken Giles,Blue Jays,4.113,False,2019,False,False,6300000.0,Ken,Giles,MLBTR
Keone Kela,Pirates,4.0,False,2019,False,False,3175000.0,Keone,Kela,MLBTR
Kevin Pillar,Blue Jays,4.113,False,2019,False,False,5800000.0,Kevin,Pillar,MLBTR
Kevin Gausman,Braves,4.151,False,2019,False,False,9350000.0,Kevin,Gausman,MLBTR
Kevin Plawecki,Indians,2.167,False,2019,False,False,1137000.0,Kevin,Plawecki,MLBTR
Khris Davis,Athletics,5.104,False,2019,False,False,16500000.0,Khris,Davis,MLBTR
Kirby Yates,Padres,4.021,False,2019,False,False,3062000.0,Kirby,Yates,MLBTR
Kris Bryant,Cubs,3.171,False,2019,False,False,12900000.0,Kris,Bryant,MLBTR
Kyle Hendricks,Cubs,4.081,False,2019,False,False,7405000.0,Kyle,Hendricks,MLBTR
Kyle Schwarber,Cubs,3.086,False,2019,False,False,3390000.0,Kyle,Schwarber,MLBTR
Kyle Barraclough ,Nationals,3.059,False,2019,False,False,1725000.0,Kyle,Barraclough ,MLBTR
Kyle Gibson,Twins,5.039,False,2019,False,False,8125000.0,Kyle,Gibson,MLBTR
Lance McCullers Jr.,Astros,3.14,False,2019,False,False,4100000.0,Lance,McCullers Jr.,MLBTR
Leonys Martin,Indians,5.161,False,2019,False,False,3000000.0,Leonys,Martin,MLBTR
Leury Garcia,White Sox,4.025,False,2019,False,False,1550000.0,Leury,Garcia,MLBTR
Liam Hendriks,Athletics,4.164,False,2019,False,False,2150000.0,Liam,Hendriks,MLBTR
Luis Garcia,Angels,4.006,False,2019,False,False,1675000.0,Luis,Garcia,MLBTR
Luis Severino,Yankees,2.17,True,2019,False,False,,Luis,Severino,MLBTR
Maikel Franco,Phillies,3.17,False,2019,False,False,5200000.0,Maikel,Franco,MLBTR
Manny Pina,Brewers,3.046,False,2019,False,False,1600000.0,Manny,Pina,MLBTR
Marcell Ozuna,Cardinals,5.124,False,2019,False,False,12250000.0,Marcell,Ozuna,MLBTR
Marcus Semien,Athletics,4.118,False,2019,False,False,5900000.0,Marcus,Semien,MLBTR
Marcus Stroman,Blue Jays,4.148,False,2019,False,False,7400000.0,Marcus,Stroman,MLBTR
Mark Canha,Athletics,3.092,False,2019,False,False,2050000.0,Mark,Canha,MLBTR
Matt Andriese,Diamondbacks,3.071,False,2019,False,False,920000.0,Matt,Andriese,MLBTR
Matt Duffy,Rays,4.059,False,2019,False,False,2675000.0,Matt,Duffy,MLBTR
Matt Barnes,Red Sox,3.11,False,2019,False,False,1600000.0,Matt,Barnes,MLBTR
Matthew Boyd,Tigers,2.136,False,2019,False,False,2600000.0,Matthew,Boyd,MLBTR
Max Kepler,Twins,2.152,False,2019,False,False,3125000.0,Max,Kepler,MLBTR
Michael Foltynewicz,Braves,3.163,False,2019,False,False,5475000.0,Michael,Foltynewicz,MLBTR
Michael Wacha,Cardinals,5.062,False,2019,False,False,6350000.0,Michael,Wacha,MLBTR
Michael Conforto,Mets,3.043,False,2019,False,False,4025000.000000001,Michael,Conforto,MLBTR
Michael Feliz,Pirates,3.026,False,2019,False,False,850000.0,Michael,Feliz,MLBTR
Michael Lorenzen,Reds,3.159,False,2019,False,False,1950000.0,Michael,Lorenzen,MLBTR
Michael Fulmer ,Tigers,2.157,False,2019,False,False,2800000.0,Michael,Fulmer ,MLBTR
Michael A. Taylor ,Nationals,4.01,False,2019,False,False,3250000.0,Michael,A. Taylor ,MLBTR
Miguel Rojas,Marlins,4.043,False,2019,False,False,3155000.0,Miguel,Rojas,MLBTR
Miguel Sano,Twins,3.066,False,2019,False,False,2650000.0,Miguel,Sano,MLBTR
Mike Montgomery,Cubs,3.089,False,2019,False,False,2440000.0,Mike,Montgomery,MLBTR
Mike Zunino,Rays,4.165,False,2019,False,False,4412000.0,Mike,Zunino,MLBTR
Mookie Betts,Red Sox,4.07,False,2019,False,False,20000000.0,Mookie,Betts,MLBTR
Mychal Givens,Orioles,3.069,False,2019,False,False,2150000.0,Mychal,Givens,MLBTR
Neil Ramirez,Indians,4.001,False,2019,False,False,1000000.0,Neil,Ramirez,MLBTR
Nicholas Castellanos,Tigers,5.029,False,2019,False,False,9950000.0,Nicholas,Castellanos,MLBTR
Nick Tropeano,Angels,3.068,False,2019,False,False,1075000.0,Nick,Tropeano,MLBTR
Nick Ahmed,Diamondbacks,4.054,False,2019,False,False,3663000.0,Nick,Ahmed,MLBTR
Nick Goody,Indians,2.16,False,2019,False,False,675000.0,Nick,Goody,MLBTR
Noah Syndergaard,Mets,3.149,False,2019,False,False,6000000.0,Noah,Syndergaard,MLBTR
Nomar Mazara,Rangers,3.0,False,2019,False,False,3300000.0,Nomar,Mazara,MLBTR
Pedro Baez,Dodgers,4.059,False,2019,False,False,2100000.0,Pedro,Baez,MLBTR
Randal Grichuk,Blue Jays,4.033,False,2019,False,False,5000000.0,Randal,Grichuk,MLBTR
Robbie Ray,Diamondbacks,4.007,False,2019,False,False,6050000.0,Robbie,Ray,MLBTR
Robbie Erlin,Padres,4.078,False,2019,False,False,1450000.0,Robbie,Erlin,MLBTR
Roberto Osuna,Astros,3.097,False,2019,False,False,6500000.0,Roberto,Osuna,MLBTR
Roenis Elias,Mariners,3.069,False,2019,False,False,910000.0,Roenis,Elias,MLBTR
Ryan Pressly,Astros,5.039,False,2019,False,False,2900000.0,Ryan,Pressly,MLBTR
Ryan Buchter,Athletics,3.01,False,2019,False,False,1400000.0,Ryan,Buchter,MLBTR
Ryan Dull,Athletics,2.143,False,2019,False,False,860000.0,Ryan,Dull,MLBTR
Ryan Tepera ,Blue Jays,3.008,False,2019,False,False,1525000.0,Ryan,Tepera ,MLBTR
Sam Freeman,Braves,4.066,False,2019,False,False,1375000.0,Sam,Freeman,MLBTR
Sam Dyson,Giants,4.142,False,2019,False,False,5000000.0,Sam,Dyson,MLBTR
Sammy Solis,Nationals,3.061,False,2019,False,False,850000.0,Sammy,Solis,MLBTR
Sandy Leon,Red Sox,4.149,False,2019,False,False,2475000.0,Sandy,Leon,MLBTR
Scooter Gennett,Reds,5.071,False,2019,False,False,9775000.0,Scooter,Gennett,MLBTR
Scott Oberg,Rockies,3.063,False,2019,False,False,1300000.0,Scott,Oberg,MLBTR
Sean Manaea,Athletics,2.157,False,2019,False,False,3150000.0,Sean,Manaea,MLBTR
Shane Greene,Tigers,4.075,False,2019,False,False,4000000.0,Shane,Greene,MLBTR
Sonny Gray,Yankees,5.061,False,2019,False,False,7500000.0,Sonny,Gray,MLBTR
Steven Souza Jr.,Diamondbacks,4.072,False,2019,False,False,4125000.0,Steven,Souza Jr.,MLBTR
Steven Matz,Mets,3.099,False,2019,False,False,2625000.0,Steven,Matz,MLBTR
Steven Wright,Red Sox,4.087,False,2019,False,False,1375000.0,Steven,Wright,MLBTR
T.J. McFarland,Diamondbacks,4.164,False,2019,False,False,1450000.0,T.J.,McFarland,MLBTR
Taijuan Walker,Diamondbacks,4.142,False,2019,False,False,5025000.0,Taijuan,Walker,MLBTR
Tanner Roark,Reds,5.055,False,2019,False,False,10000000.0,Tanner,Roark,MLBTR
Taylor Rogers,Twins,2.145,False,2019,False,False,1525000.0,Taylor,Rogers,MLBTR
Tommy La Stella,Angels,4.057,False,2019,False,False,1350000.0,Tommy,La Stella,MLBTR
Tommy Pham ,Rays,3.107,False,2019,False,False,4100000.0,Tommy,Pham ,MLBTR
Tommy Kahnle,Yankees,3.131,False,2019,False,False,1387000.0,Tommy,Kahnle,MLBTR
Tony Cingrani,Dodgers,5.088,False,2019,False,False,2650000.0,Tony,Cingrani,MLBTR
Tony Wolters,Rockies,2.161,False,2019,False,False,960000.0,Tony,Wolters,MLBTR
Travis Shaw,Brewers,3.088,False,2019,False,False,4675000.0,Travis,Shaw,MLBTR
Travis D'Arnaud,Mets,5.044,False,2019,False,False,3515000.0,Travis,D'Arnaud,MLBTR
Travis Jankowski,Padres,2.169,False,2019,False,False,1165000.0,Travis,Jankowski,MLBTR
Trea Turner,Nationals,2.135,False,2019,False,False,3725000.0,Trea,Turner,MLBTR
Trevor Bauer ,Indians,4.158,False,2019,False,False,13000000.0,Trevor,Bauer ,MLBTR
Trevor Story,Rockies,3.0,False,2019,False,False,5000000.0,Trevor,Story,MLBTR
Trevor May,Twins,4.012,False,2019,False,False,900000.0,Trevor,May,MLBTR
Tyler Skaggs,Angels,4.135,False,2019,False,False,3700000.0,Tyler,Skaggs,MLBTR
Tyler Saladino,Brewers,3.053,False,2019,False,False,887500.0,Tyler,Saladino,MLBTR
Tyler Thornburg,Red Sox,5.057,False,2019,False,False,1750000.0,Tyler,Thornburg,MLBTR
Tyler Anderson,Rockies,3.065,False,2019,False,False,2625000.0,Tyler,Anderson,MLBTR
Vince Velasquez,Phillies,3.086,False,2019,False,False,2249000.0,Vince,Velasquez,MLBTR
Will Harris,Astros,5.102,False,2019,False,False,4225000.0,Will,Harris,MLBTR
Will Smith,Giants,5.155,False,2019,False,False,4225000.0,Will,Smith,MLBTR
Xander Bogaerts,Red Sox,5.042,False,2019,False,False,12000000.0,Xander,Bogaerts,MLBTR
Yasiel Puig,Reds,5.102,False,2019,False,False,9700000.0,Yasiel,Puig,MLBTR
Yimi Garcia,Dodgers,3.149,False,2019,False,False,710000.0,Yimi,Garcia,MLBTR
Yolmer Sanchez,White Sox,3.134,False,2019,False,False,4625000.0,Yolmer,Sanchez,MLBTR
Zach Davies,Brewers,3.02,False,2019,False,False,2600000.0,Zach,Davies,MLBTR
Zack Wheeler,Mets,5.098,False,2019,False,False,5975000.0,Zack,Wheeler,MLBTR
Aaron Judge,Yankees,3.051,False,2020,False,False,8500000.0,Aaron,Judge,MLBTR
Adam Duvall,Braves,3.151,False,2020,False,False,3250000.0,Adam,Duvall,MLBTR
Adam Conley,Marlins,3.147,False,2020,False,False,1525000.0,Adam,Conley,MLBTR
Adam Morgan,Phillies,4.017,False,2020,False,False,1575000.0,Adam,Morgan,MLBTR
Adam Frazier,Pirates,3.075,False,2020,False,False,2800000.0,Adam,Frazier,MLBTR
Albert Almora,Cubs,3.073,False,2020,False,False,1575000.0,Albert,Almora,MLBTR
Aledmys Diaz ,Astros,3.1,False,2020,False,False,2600000.0,Aledmys,Diaz ,MLBTR
Alex Dickerson,Giants,3.12,False,2020,False,False,925000.0,Alex,Dickerson,MLBTR
Alex Colome,White Sox,5.118,False,2020,False,False,10533000.0,Alex,Colome,MLBTR
Andrew Heaney,Angels,4.15,False,2020,False,False,4300000.0,Andrew,Heaney,MLBTR
Andrew Chafin,Diamondbacks,5.02,False,2020,False,False,3045000.0,Andrew,Chafin,MLBTR
Andrew Knapp,Phillies,3.0,False,2020,False,False,710000.0,Andrew,Knapp,MLBTR
Andrew Benintendi,Red Sox,3.062,True,2020,False,False,,Andrew,Benintendi,MLBTR
Anthony Bass,Blue Jays,5.01,False,2020,False,False,1500000.0,Anthony,Bass,MLBTR
Anthony DeSclafani,Reds,5.062,False,2020,False,False,5900000.0,Anthony,DeSclafani,MLBTR
Archie Bradley ,Diamondbacks,4.112,False,2020,False,False,4100000.0,Archie,Bradley ,MLBTR
Austin Barnes,Dodgers,3.098,False,2020,False,False,1100000.0,Austin,Barnes,MLBTR
Austin Hedges,Padres,3.166,False,2020,False,False,3000000.0,Austin,Hedges,MLBTR
Ben Gamel,Brewers,3.029,False,2020,False,False,1400000.0,Ben,Gamel,MLBTR
Brad Peacock,Astros,5.165,False,2020,False,False,3900000.0,Brad,Peacock,MLBTR
Brandon Drury,Blue Jays,3.165,False,2020,False,False,2050000.0,Brandon,Drury,MLBTR
Brandon Nimmo,Mets,3.042,False,2020,False,False,2175000.0,Brandon,Nimmo,MLBTR
Brandon Workman,Red Sox,5.051,False,2020,False,False,3500000.0,Brandon,Workman,MLBTR
Brent Suter,Brewers,2.161,True,2020,False,False,,Brent,Suter,MLBTR
Brian Goodwin ,Angels,3.019,False,2020,False,False,2200000.0,Brian,Goodwin ,MLBTR
Buck Farmer,Tigers,3.083,False,2020,False,False,1150000.0,Buck,Farmer,MLBTR
Byron Buxton,Twins,3.16,False,2020,False,False,3075000.0,Byron,Buxton,MLBTR
Cam Bedrosian,Angels,4.153,False,2020,False,False,2800000.0,Cam,Bedrosian,MLBTR
