Player,Season,MLS,Year Salary,Next Year Salary,G,R,H,HR,RBI,SB,AVG,OBP,SLG,playerid,Position_1b,Position_2b,Position_3b,Position_c,Position_cf,Position_dh,Position_inf,Position_lf,Position_of,Position_rf,Position_ss
"Knapp, Andrew",2020,3.0,565000.0,710000.0,74.0,12.0,29.0,2.0,8.0,0.0,0.213235294,0.318471337,0.323529411,14942.0,False,False,False,True,False,False,False,False,False,False,False
"Profar, Jurickson",2020,5.165,3600000.0,5700000.0,139.0,65.0,100.0,20.0,67.0,9.0,0.217864923,0.301158301,0.409586056,10815.0,False,True,False,False,False,False,False,False,False,False,False
"Plawecki, Kevin",2020,3.167,1137500.0,,60.0,13.0,35.0,3.0,17.0,0.0,0.221518987,0.287356321,0.341772151,13807.0,False,False,False,True,False,False,False,False,False,False,False
"Aguilar, Jesus",2020,3.082,637500.0,2575000.0,131.0,39.0,74.0,12.0,50.0,0.0,0.235668789,0.325136612,0.388535031,11342.0,True,False,False,False,False,False,False,False,False,False,False
"Shaw, Travis",2020,4.053,4675000.0,,86.0,22.0,36.0,7.0,16.0,0.0,0.156521739,0.281481481,0.269565217,11982.0,False,False,True,False,False,False,False,False,False,False,False
"Gonzalez, Erik",2020,3.007,577000.0,725000.0,53.0,15.0,36.0,1.0,6.0,4.0,0.253521126,0.300653594,0.316901408,13369.0,False,False,False,False,False,False,False,False,False,False,True
"Hedges, Austin",2020,3.166,2060000.0,3000000.0,102.0,28.0,55.0,11.0,36.0,1.0,0.176282051,0.252173913,0.310897435,12976.0,False,False,False,True,False,False,False,False,False,False,False
"Duffy, Matt",2020,5.059,2675000.0,,46.0,12.0,37.0,1.0,12.0,0.0,0.25170068,0.343195266,0.326530612,13836.0,False,False,False,False,False,False,False,False,False,False,True
"Heredia, Guillermo",2020,3.054,782000.0,,89.0,31.0,46.0,5.0,20.0,2.0,0.225490196,0.305676855,0.362745098,18721.0,False,False,False,False,False,False,False,False,True,False,False
"Jankowski, Travis",2020,3.148,1165000.0,1050000.0,25.0,4.0,4.0,0.0,0.0,2.0,0.181818181,0.25,0.181818181,13768.0,False,False,False,False,True,False,False,False,False,False,False
"Leon, Sandy",2020,5.144,2475000.0,2000000.0,65.0,14.0,33.0,5.0,19.0,0.0,0.191860465,0.251336898,0.296511627,5273.0,False,False,False,True,False,False,False,False,False,False,False
"Pinder, Chad",2020,3.047,565000.0,2025000.0,124.0,45.0,82.0,13.0,47.0,0.0,0.240469208,0.289972899,0.416422287,15191.0,False,True,False,False,False,False,False,False,False,False,False
"Robertson, Daniel",2020,2.134,570300.0,1025000.0,74.0,23.0,44.0,2.0,19.0,2.0,0.212560386,0.312236286,0.29468599,14145.0,False,False,False,False,False,False,False,False,False,False,True
"Federowicz, Tim",2020,3.158,1000000.0,,29.0,6.0,12.0,4.0,7.0,1.0,0.16,0.2125,0.346666666,8609.0,False,False,False,True,False,False,False,False,False,False,False
"Difo, Wilmer",2020,3.016,581100.0,1000000.0,43.0,15.0,33.0,2.0,8.0,0.0,0.251908396,0.314685314,0.312977099,14320.0,False,False,False,False,False,False,False,False,False,False,True
"Joseph, Caleb",2020,5.02,1100000.0,,20.0,5.0,8.0,0.0,3.0,0.0,0.210526315,0.25,0.263157894,7087.0,False,False,False,True,False,False,False,False,False,False,False
"Culberson, Charlie",2020,4.084,1395000.0,,108.0,14.0,35.0,5.0,20.0,0.0,0.259259259,0.293706293,0.437037037,3298.0,False,False,False,False,False,False,True,False,False,False,False
"Almora, Albert",2020,3.072,615500.0,1575000.0,,,,,,,,,,,False,False,False,False,True,False,False,False,False,False,False
"Jones, Jacoby",2020,2.125,567100.0,1575000.0,,,,,,,,,,,False,False,False,False,True,False,False,False,False,False,False
"Perez, Hernan",2020,5.056,2500000.0,,91.0,29.0,53.0,8.0,18.0,5.0,0.228448275,0.262295081,0.379310344,5751.0,False,False,True,False,False,False,False,False,False,False,False
"Saladino, Tyler",2020,3.092,887500.0,,28.0,7.0,8.0,2.0,8.0,2.0,0.123076923,0.197183098,0.215384615,10807.0,False,True,False,False,False,False,False,False,False,False,False
"Bird, Greg",2020,4.053,1200000.0,,10.0,6.0,6.0,1.0,1.0,0.0,0.171428571,0.292682926,0.257142857,14131.0,True,False,False,False,False,False,False,False,False,False,False
"Marisnick, Jake",2020,5.132,2212500.0,3312500.0,120.0,46.0,68.0,10.0,34.0,10.0,0.232876712,0.288888888,0.410958904,11339.0,False,False,False,False,True,False,False,False,False,False,False
"Gosselin, Phil",2020,3.125,,,44.0,5.0,17.0,0.0,7.0,0.0,0.261538461,0.294117647,0.307692307,10953.0,False,True,False,False,False,False,False,False,False,False,False
"Pirela, Jose",2020,3.002,575000.0,,14.0,1.0,4.0,1.0,2.0,0.0,0.181818181,0.25,0.363636363,5485.0,False,False,False,False,False,False,False,True,False,False,False
"Rickard, Joey",2020,3.049,570000.0,,68.0,14.0,38.0,3.0,10.0,4.0,0.226190476,0.312169312,0.357142857,13277.0,False,False,False,False,False,False,False,False,True,False,False
"Maile, Luke",2020,3.099,579000.0,,45.0,9.0,18.0,2.0,9.0,1.0,0.151260504,0.204724409,0.235294117,13355.0,False,False,False,True,False,False,False,False,False,False,False
"Stassi, Max",2020,3.049,590100.0,800000.0,51.0,7.0,18.0,1.0,5.0,0.0,0.136363636,0.210884353,0.166666666,10059.0,False,False,False,True,False,False,False,False,False,False,False
"Hernandez, Marco",2020,3.058,564000.0,,61.0,18.0,37.0,2.0,11.0,1.0,0.25,0.279220779,0.337837837,13154.0,False,False,False,False,False,False,False,False,False,False,True
"Zunino, Mike",2020,5.165,4412500.0,4500000.0,90.0,30.0,44.0,9.0,32.0,0.0,0.165413533,0.23183391,0.312030075,13265.0,False,False,False,True,False,False,False,False,False,False,False
"Taylor, Michael",2020,4.129,3250000.0,3325000.0,,,,,,,,,,,False,False,False,False,False,False,False,False,True,False,False
"Cuthbert, Cheslor",2020,3.152,850000.0,,87.0,24.0,76.0,9.0,40.0,1.0,0.245954692,0.293939393,0.378640776,10473.0,False,False,True,False,False,False,False,False,False,False,False
"Drury, Brandon",2020,3.165,1300000.0,2050000.0,120.0,43.0,91.0,15.0,41.0,0.0,0.217703349,0.261744966,0.380382775,11615.0,False,False,True,False,False,False,False,False,False,False,False
"Broxton, Keon",2020,3.038,571765.0,,100.0,24.0,34.0,6.0,16.0,10.0,0.166666666,0.242290748,0.274509803,9253.0,False,False,False,False,True,False,False,False,False,False,False
"Seager, Corey",2021,5.032,7600000.0,13750000.0,52.0,38.0,65.0,15.0,41.0,1.0,0.306603773,0.35775862,0.58490566,13624.0,False,False,False,False,False,False,False,False,False,False,True
"Murphy, Tom",2021,3.092,577300.0,875000.0,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False,False
"Canha, Mark",2021,5.092,4800000.0,6925000.0,59.0,32.0,47.0,5.0,33.0,4.0,0.246073298,0.386831275,0.408376963,11445.0,True,False,False,False,False,False,False,False,False,False,False
"Soto, Juan",2021,2.134,629400.0,8500000.0,47.0,39.0,54.0,13.0,37.0,6.0,0.35064935,0.489795918,0.694805194,20123.0,False,False,False,False,False,False,False,True,False,False,False
"Bellinger, Cody",2021,3.16,11500000.0,16100000.0,56.0,33.0,51.0,12.0,30.0,6.0,0.239436619,0.333333333,0.455399061,15998.0,True,False,False,False,False,False,False,False,False,False,False
"Turner, Trea",2021,4.135,7450000.0,13000000.0,59.0,46.0,78.0,12.0,41.0,12.0,0.334763948,0.393822393,0.587982832,16252.0,False,False,False,False,False,False,False,False,False,False,True
"Buxton, Byron",2021,4.16,3075000.0,5125000.0,39.0,19.0,33.0,13.0,27.0,2.0,0.253846153,0.266666666,0.576923076,14161.0,False,False,False,False,True,False,False,False,False,False,False
"Rosario, Eddie",2021,5.12,7750000.0,,57.0,31.0,54.0,13.0,42.0,3.0,0.257142857,0.316017316,0.476190476,12155.0,False,False,False,False,False,False,False,True,False,False,False
"Urshela, Giovanny",2021,3.127,2475000.0,4650000.0,,,,,,,,,,,False,False,True,False,False,False,False,False,False,False,False
"Voit, Luke",2021,2.169,634000.0,4700000.0,56.0,41.0,59.0,22.0,52.0,0.0,0.276995305,0.337606837,0.610328638,14811.0,True,False,False,False,False,False,False,False,False,False,False
"Haniger, Mitch",2021,4.048,3010000.0,3010000.0,,,,,,,,,,,False,False,False,False,False,False,False,False,False,True,False
"Santander, Anthony",2021,2.162,572500.0,2100000.0,37.0,24.0,40.0,11.0,32.0,0.0,0.261437908,0.315151515,0.575163398,14551.0,False,False,False,False,False,False,False,False,False,True,False
"Contreras, Willson",2021,4.108,4500000.0,6650000.0,57.0,37.0,46.0,7.0,26.0,1.0,0.243386243,0.355555555,0.407407407,11609.0,False,False,False,True,False,False,False,False,False,False,False
"Anderson, Brian",2021,3.031,615000.0,3800000.0,59.0,27.0,51.0,11.0,38.0,0.0,0.255,0.344978165,0.465,18289.0,False,False,True,False,False,False,False,False,False,False,False
"Lindor, Francisco",2021,5.113,17500000.0,22300000.0,60.0,30.0,61.0,8.0,27.0,6.0,0.258474576,0.334586466,0.415254237,12916.0,False,False,False,False,False,False,False,False,False,False,True
"Olson, Matt",2021,3.103,603500.0,5000000.0,60.0,28.0,41.0,14.0,42.0,1.0,0.195238095,0.310204081,0.423809523,14344.0,True,False,False,False,False,False,False,False,False,False,False
"Crawford, J.P.",2021,2.163,575800.0,2050000.0,53.0,33.0,52.0,2.0,24.0,6.0,0.25490196,0.336206896,0.338235294,15491.0,False,False,False,False,False,False,False,False,False,False,True
"Candelario, Jeimer",2021,3.038,583300.0,2850000.0,52.0,30.0,55.0,7.0,29.0,1.0,0.297297297,0.368932038,0.502702702,13621.0,False,False,True,False,False,False,False,False,False,False,False
"Hernandez, Teoscar",2021,3.097,602200.0,4325000.0,50.0,33.0,55.0,16.0,34.0,6.0,0.289473684,0.339805825,0.578947368,13066.0,False,False,False,False,False,False,False,True,False,False,False
"Swanson, Dansby",2021,4.047,3150000.0,6000000.0,60.0,49.0,65.0,10.0,35.0,5.0,0.274261603,0.344696969,0.464135021,18314.0,False,False,False,False,False,False,False,False,False,False,True
"Goodwin, Brian",2021,4.019,2200000.0,,50.0,17.0,31.0,6.0,22.0,5.0,0.215277777,0.298780487,0.416666666,12858.0,False,False,False,False,False,False,False,False,True,False,False
"Winker, Jesse",2021,3.08,605000.0,3150000.0,54.0,27.0,38.0,12.0,23.0,1.0,0.255033557,0.387978142,0.543624161,13590.0,False,False,False,False,False,False,False,True,False,False,False
"Hedges, Austin",2021,4.166,3000000.0,3280000.0,35.0,7.0,10.0,3.0,6.0,1.0,0.144927536,0.23076923,0.289855072,12976.0,False,False,False,True,False,False,False,False,False,False,False
"Frazier, Adam",2021,4.075,2800000.0,4300000.0,58.0,22.0,48.0,7.0,23.0,1.0,0.229665071,0.296943231,0.363636363,15223.0,False,False,False,False,False,False,False,False,False,False,True
"Stassi, Max",2021,4.049,800000.0,1600000.0,31.0,12.0,25.0,7.0,20.0,0.0,0.277777777,0.352380952,0.533333333,10059.0,False,False,False,True,False,False,False,False,False,False,False
"Baez, Javier",2021,5.089,10000000.0,11650000.0,59.0,27.0,45.0,8.0,24.0,3.0,0.202702702,0.238297872,0.36036036,12979.0,False,False,False,False,False,False,False,False,False,False,True
"Conforto, Michael",2021,5.043,8000000.0,12250000.0,54.0,40.0,65.0,9.0,31.0,3.0,0.321782178,0.412017167,0.514851485,16376.0,False,False,False,False,False,False,False,False,False,True,False
"Nimmo, Brandon",2021,4.042,2175000.0,4700000.0,55.0,33.0,52.0,8.0,18.0,1.0,0.279569892,0.404444444,0.483870967,12927.0,False,False,False,False,False,False,False,True,False,False,False
"Duvall, Adam",2021,4.151,3250000.0,,57.0,34.0,45.0,16.0,33.0,0.0,0.236842105,0.301435406,0.531578947,10950.0,False,False,False,False,False,False,False,True,False,False,False
"Valaika, Pat",2021,3.079,573500.0,875000.0,52.0,24.0,39.0,8.0,16.0,0.0,0.276595744,0.315436241,0.475177304,14885.0,False,False,False,False,False,False,False,False,False,False,True
"Vogelbach, Dan",2021,2.138,580900.0,1400000.0,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False
"Frazier, Clint",2021,2.133,588100.0,2100000.0,,,,,,,,,,,False,False,False,False,False,False,False,False,True,False,False
"Dickerson, Alex",2021,4.12,925000.0,2100000.0,52.0,28.0,45.0,10.0,27.0,0.0,0.298013245,0.370588235,0.57615894,12649.0,False,False,False,False,False,False,False,True,False,False,False
"Wendle, Joey",2021,3.088,575600.0,2250000.0,50.0,24.0,48.0,4.0,17.0,8.0,0.285714285,0.342391304,0.434523809,13853.0,False,False,True,False,False,False,False,False,False,False,False
"Gallo, Joey",2021,4.103,4400000.0,6200000.0,57.0,23.0,35.0,10.0,26.0,2.0,0.18134715,0.300884955,0.378238341,14128.0,False,False,True,False,False,False,False,False,False,False,False
"Barnes, Austin",2021,4.098,1100000.0,,29.0,14.0,21.0,1.0,9.0,3.0,0.244186046,0.352941176,0.313953488,12158.0,False,False,False,True,False,False,False,False,False,False,False
"Arcia, Orlando",2021,4.047,2200000.0,2000000.0,59.0,22.0,45.0,5.0,20.0,2.0,0.260115606,0.317460317,0.416184971,13185.0,False,False,False,False,False,False,False,False,False,False,True
"Stallings, Jacob",2021,2.149,586500.0,1300000.0,42.0,13.0,31.0,3.0,18.0,0.0,0.248,0.326241134,0.376,13723.0,False,False,False,True,False,False,False,False,False,False,False
"Kelly, Carson",2021,2.161,581700.0,1700000.0,39.0,11.0,27.0,5.0,19.0,0.0,0.221311475,0.263565891,0.385245901,13620.0,False,False,False,True,False,False,False,False,False,False,False
"Franco, Maikel",2021,5.157,2950000.0,,60.0,23.0,62.0,8.0,38.0,1.0,0.278026905,0.320987654,0.457399103,12179.0,False,False,True,False,False,False,False,False,False,False,False
"Torres, Gleyber",2021,2.162,675600.0,4000000.0,42.0,17.0,33.0,3.0,16.0,1.0,0.242647058,0.35625,0.367647058,16997.0,False,True,False,False,False,False,False,False,False,False,False
"Slater, Austin",2021,2.147,576000.0,1150000.0,31.0,18.0,24.0,5.0,7.0,8.0,0.282352941,0.40776699,0.505882352,16153.0,False,False,False,False,False,False,False,False,True,False,False
"Casali, Curt",2021,4.151,1462500.0,,31.0,10.0,17.0,6.0,8.0,2.0,0.22368421,0.365591397,0.5,12510.0,False,False,False,True,False,False,False,False,False,False,False
"Aguilar, Jesus",2021,4.082,2575000.0,4350000.0,51.0,31.0,52.0,8.0,34.0,0.0,0.276595744,0.351851851,0.457446808,11342.0,True,False,False,False,False,False,False,False,False,False,False
"Cooper, Garrett",2021,3.053,580000.0,1900000.0,34.0,20.0,34.0,6.0,20.0,0.0,0.283333333,0.353383458,0.5,15279.0,False,False,False,False,False,False,False,False,False,True,False
"Judge, Aaron",2021,4.051,8500000.0,10175000.0,28.0,23.0,26.0,9.0,22.0,0.0,0.257425742,0.336283185,0.554455445,15640.0,False,False,False,False,False,False,False,False,False,True,False
"Smith, Dominic",2021,2.146,578826.0,2550000.0,50.0,27.0,56.0,10.0,42.0,0.0,0.31638418,0.376884422,0.615819209,15653.0,True,False,False,False,False,False,False,False,False,False,False
"Hoskins, Rhys",2021,3.053,605000.0,4800000.0,41.0,35.0,37.0,10.0,26.0,1.0,0.245033112,0.383783783,0.503311258,16472.0,True,False,False,False,False,False,False,False,False,False,False
"Shaw, Travis",2021,5.053,4000000.0,,50.0,17.0,39.0,6.0,17.0,0.0,0.239263803,0.305555555,0.411042944,11982.0,False,False,True,False,False,False,False,False,False,False,False
"Narvaez, Omar",2021,4.089,2725000.0,2500000.0,40.0,8.0,19.0,2.0,10.0,0.0,0.175925925,0.293650793,0.268518518,13338.0,False,False,False,True,False,False,False,False,False,False,False
"Davis, J.D.",2021,2.137,592463.0,2100000.0,56.0,26.0,47.0,6.0,19.0,0.0,0.247368421,0.371179039,0.389473684,16219.0,False,False,True,False,False,False,False,False,False,False,False
"Moran, Colin",2021,3.107,593500.0,2800000.0,52.0,28.0,44.0,10.0,23.0,0.0,0.247191011,0.325,0.471910112,16909.0,False,False,True,False,False,False,False,False,False,False,False
"Ruf, Darin",2021,3.138,800000.0,1275000.0,40.0,11.0,24.0,5.0,18.0,1.0,0.275862068,0.37,0.517241379,9929.0,True,False,False,False,False,False,False,False,False,False,False
"Margot, Manuel",2021,4.012,2475000.0,3400000.0,47.0,19.0,39.0,1.0,11.0,12.0,0.268965517,0.327044025,0.351724137,14712.0,False,False,False,False,True,False,False,False,False,False,False
"Bryant, Kris",2021,5.171,18600000.0,19500000.0,34.0,20.0,27.0,4.0,11.0,0.0,0.20610687,0.292517006,0.351145038,15429.0,False,False,True,False,False,False,False,False,False,False,False
"Schwarber, Kyle",2021,5.086,7010000.0,,59.0,30.0,36.0,11.0,24.0,1.0,0.188481675,0.308035714,0.392670157,16478.0,False,False,False,False,False,False,False,True,False,False,False
"McMahon, Ryan",2021,3.006,573500.0,2375000.0,52.0,23.0,37.0,9.0,26.0,0.0,0.215116279,0.295336787,0.418604651,15112.0,True,False,False,False,False,False,False,False,False,False,False
"Goodrum, Niko",2021,3.031,698200.0,2100000.0,43.0,15.0,29.0,5.0,20.0,7.0,0.183544303,0.262569832,0.335443037,12092.0,False,False,False,False,False,False,False,False,False,False,True
"Dozier, Hunter",2021,3.06,610500.0,2720000.0,44.0,29.0,36.0,6.0,12.0,4.0,0.227848101,0.344086021,0.392405063,15117.0,False,False,True,False,False,False,False,False,False,False,False
"Pina, Manny",2021,5.046,1850000.0,1650000.0,15.0,4.0,9.0,2.0,5.0,0.0,0.23076923,0.333333333,0.41025641,2829.0,False,False,False,True,False,False,False,False,False,False,False
"Heredia, Guillermo",2021,3.112,1000000.0,1000000.0,15.0,6.0,7.0,2.0,5.0,1.0,0.212121212,0.277777777,0.393939393,18721.0,False,False,False,False,False,False,False,False,True,False,False
"Alberto, Hanser",2021,4.085,1650000.0,,54.0,35.0,62.0,3.0,22.0,3.0,0.283105022,0.305676855,0.392694063,11902.0,False,True,False,False,False,False,False,False,False,False,False
"Happ, Ian",2021,3.036,624000.0,4100000.0,57.0,27.0,51.0,12.0,28.0,1.0,0.257575757,0.360869565,0.505050505,17919.0,False,False,False,False,True,False,False,False,False,False,False
"Naquin, Tyler",2021,4.033,1450000.0,,40.0,15.0,29.0,4.0,20.0,0.0,0.218045112,0.24822695,0.383458646,13359.0,False,False,False,False,False,False,False,False,False,True,False
"Diaz, Aledmys",2021,4.1,2600000.0,3000000.0,17.0,8.0,14.0,3.0,6.0,0.0,0.24137931,0.254237288,0.48275862,15937.0,False,False,False,False,False,False,False,False,False,False,True
"Kemp, Tony",2021,3.098,597100.0,1050000.0,49.0,15.0,23.0,0.0,4.0,3.0,0.247311827,0.362831858,0.301075268,14894.0,False,True,False,False,False,False,False,False,False,False,False
"Knapp, Andrew",2021,4.0,710000.0,1100000.0,33.0,9.0,20.0,2.0,15.0,0.0,0.277777777,0.404494382,0.444444444,14942.0,False,False,False,True,False,False,False,False,False,False,False
"Osuna, Jose",2021,3.036,589500.0,,26.0,6.0,16.0,4.0,11.0,0.0,0.205128205,0.243902439,0.397435897,12937.0,False,False,False,False,False,False,False,False,True,False,False
"Garcia, Greg",2021,5.083,1500000.0,,35.0,6.0,12.0,0.0,11.0,1.0,0.2,0.279411764,0.25,10951.0,False,False,False,False,False,False,False,False,False,False,True
"Kiner-Falefa, Isiah",2021,3.0,587000.0,2000000.0,58.0,28.0,59.0,3.0,10.0,8.0,0.279620853,0.328947368,0.369668246,16512.0,False,False,False,True,False,False,False,False,False,False,False
"Camargo, Johan",2021,3.098,1700000.0,1360000.0,35.0,16.0,24.0,4.0,9.0,0.0,0.2,0.244094488,0.366666666,14950.0,False,True,False,False,False,False,False,False,False,False,False
"Severino, Pedro",2021,3.099,576000.0,1825000.0,48.0,17.0,40.0,5.0,21.0,1.0,0.25,0.322033898,0.3875,14523.0,False,False,False,True,False,False,False,False,False,False,False
"Diaz, Elias",2021,4.088,1100000.0,1200000.0,26.0,4.0,16.0,2.0,9.0,0.0,0.235294117,0.287671232,0.352941176,11680.0,False,False,False,True,False,False,False,False,False,False,False
"Pham, Tommy",2021,5.107,7900000.0,8900000.0,31.0,13.0,23.0,3.0,12.0,6.0,0.211009174,0.312,0.311926605,2967.0,False,False,False,False,False,False,False,True,False,False,False
"Choi, Ji-Man",2021,3.076,850000.0,2450000.0,42.0,16.0,28.0,3.0,16.0,0.0,0.229508196,0.331034482,0.409836065,5452.0,True,False,False,False,False,False,False,False,False,False,False
"Renfroe, Hunter",2021,3.165,3300000.0,,42.0,18.0,19.0,8.0,22.0,2.0,0.155737704,0.251798561,0.393442622,15464.0,False,False,False,False,False,False,False,False,False,True,False
"Nunez, Renato",2021,2.167,578000.0,,52.0,29.0,50.0,12.0,31.0,0.0,0.256410256,0.324074074,0.492307692,14503.0,True,False,False,False,False,False,False,False,False,False,False
"Sanchez, Yolmer",2021,5.04,,1000000.0,12.0,7.0,5.0,1.0,1.0,0.0,0.3125,0.476190476,0.6875,11602.0,False,True,False,False,False,False,False,False,False,False,False
"Jones, JaCoby",2021,3.125,1575000.0,2650000.0,30.0,19.0,26.0,5.0,14.0,1.0,0.268041237,0.333333333,0.515463917,14818.0,False,False,False,False,True,False,False,False,False,False,False
"Cordero, Franchy",2021,3.038,571100.0,800000.0,16.0,7.0,8.0,2.0,7.0,1.0,0.210526315,0.285714285,0.447368421,14567.0,False,False,False,False,True,False,False,False,False,False,False
"Soler, Jorge",2021,5.143,7966667.0,8050000.0,43.0,17.0,34.0,8.0,24.0,0.0,0.228187919,0.325581395,0.44295302,14221.0,False,False,False,False,False,True,False,False,False,False,False
"Peterson, Jace",2021,4.149,,,26.0,6.0,9.0,2.0,5.0,1.0,0.2,0.393442622,0.355555555,12325.0,False,True,False,False,False,False,False,False,False,False,False
"Pinder, Chad",2021,4.047,2025000.0,2275000.0,24.0,8.0,13.0,2.0,8.0,0.0,0.232142857,0.295081967,0.392857142,15191.0,False,True,False,False,False,False,False,False,False,False,False
"Caratini, Victor",2021,3.051,592000.0,1300000.0,44.0,10.0,28.0,1.0,16.0,0.0,0.24137931,0.333333333,0.327586206,14968.0,False,False,False,True,False,False,False,False,False,False,False
"Robertson, Daniel",2021,3.029,1025000.0,,13.0,4.0,7.0,0.0,2.0,0.0,0.333333333,0.416666666,0.333333333,14145.0,False,False,False,False,False,False,False,False,False,False,True
"Solano, Donovan",2021,5.081,1375000.0,3250000.0,54.0,22.0,62.0,3.0,29.0,0.0,0.326315789,0.364532019,0.463157894,8623.0,False,True,False,False,False,False,False,False,False,False,False
"Plawecki, Kevin",2021,4.167,900000.0,1600000.0,24.0,8.0,28.0,1.0,17.0,1.0,0.341463414,0.393258426,0.463414634,13807.0,False,False,False,True,False,False,False,False,False,False,False
"Engel, Adam",2021,3.058,588000.0,1375000.0,36.0,11.0,26.0,3.0,12.0,1.0,0.295454545,0.333333333,0.477272727,15082.0,False,False,False,False,False,False,False,False,True,False,False
"Tapia, Raimel",2021,3.02,573500.0,1950000.0,51.0,26.0,59.0,1.0,17.0,8.0,0.320652173,0.369458128,0.402173913,14350.0,False,False,False,False,False,False,False,False,True,False,False
"Correa, Carlos",2021,5.119,8000000.0,11700000.0,58.0,22.0,53.0,5.0,25.0,0.0,0.263681592,0.325791855,0.383084577,14162.0,False,False,False,False,False,False,False,False,False,False,True
"Sanchez, Gary",2021,4.086,5000000.0,6350000.0,49.0,19.0,23.0,10.0,24.0,0.0,0.147435897,0.252808988,0.365384615,11442.0,False,False,False,True,False,False,False,False,False,False,False
"Santana, Danny",2021,5.14,3600000.0,,15.0,6.0,8.0,1.0,7.0,2.0,0.145454545,0.238095238,0.272727272,10322.0,False,False,False,False,True,False,False,False,False,False,False
"Bell, Josh",2021,4.053,4800000.0,6350000.0,57.0,22.0,44.0,8.0,22.0,0.0,0.225641025,0.304932735,0.364102564,13145.0,True,False,False,False,False,False,False,False,False,False,False
"Martinez, Jose",2021,4.002,2425000.0,,34.0,10.0,16.0,2.0,10.0,0.0,0.181818181,0.265306122,0.295454545,7996.0,False,False,False,False,False,False,False,True,False,False,False
"Dahl, David",2021,3.162,2475000.0,,24.0,9.0,17.0,0.0,9.0,1.0,0.182795698,0.222222222,0.247311827,13744.0,False,False,False,False,False,False,False,True,False,False,False
"Garver, Mitch",2021,3.045,620000.0,1875000.0,23.0,8.0,12.0,2.0,5.0,0.0,0.166666666,0.24691358,0.263888888,15161.0,False,False,False,True,False,False,False,False,False,False,False
"Chapman, Matt",2021,3.109,623500.0,6490000.0,37.0,22.0,33.0,10.0,25.0,0.0,0.232394366,0.276315789,0.535211267,16505.0,False,False,True,False,False,False,False,False,False,False,False
"Gonzalez, Erik",2021,4.007,725000.0,1225000.0,50.0,14.0,41.0,3.0,20.0,2.0,0.226519337,0.255208333,0.359116022,13369.0,False,False,False,False,False,False,False,False,False,False,True
"Mazara, Nomar",2021,5.0,5560000.0,,42.0,13.0,31.0,1.0,15.0,0.0,0.227941176,0.295302013,0.294117647,14553.0,False,False,False,False,False,False,False,False,False,True,False
"Mondesi, Adalberto",2021,3.088,604500.0,2525000.0,59.0,33.0,56.0,6.0,22.0,24.0,0.255707762,0.294372294,0.415525114,13769.0,False,False,False,False,False,False,False,False,False,False,True
"Devers, Rafael",2021,3.07,692500.0,4575000.0,57.0,32.0,61.0,11.0,43.0,0.0,0.262931034,0.31048387,0.48275862,17350.0,False,False,True,False,False,False,False,False,False,False,False
"Alfaro, Jorge",2021,3.083,595000.0,2050000.0,31.0,12.0,21.0,3.0,16.0,2.0,0.225806451,0.28,0.344086021,12180.0,False,False,False,True,False,False,False,False,False,False,False
"Bader, Harrison",2021,3.03,590100.0,2000000.0,50.0,21.0,24.0,4.0,11.0,3.0,0.226415094,0.336,0.443396226,18030.0,False,False,False,False,False,False,False,False,True,False,False
"Wolters, Tony",2021,4.161,1900000.0,,42.0,10.0,23.0,0.0,8.0,0.0,0.23,0.280373831,0.27,11470.0,False,False,False,True,False,False,False,False,False,False,False
"Rosario, Amed",2021,3.062,608780.0,2400000.0,46.0,20.0,36.0,4.0,15.0,0.0,0.251748251,0.272108843,0.37062937,15518.0,False,False,False,False,False,False,False,False,False,False,True
"Mancini, Trey",2021,4.015,4750000.0,4750000.0,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False
"Soto, Juan",2022,3.134,8500000.0,17100000.0,151.0,111.0,157.0,29.0,95.0,9.0,0.312749003,0.464831804,0.533864541,20123.0,False,False,False,False,False,False,False,True,False,False,False
"Guerrero, Vladimir Jr.",2022,2.157,605400.0,7900000.0,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False
"Olson, Matt",2022,4.103,5000000.0,,156.0,101.0,153.0,39.0,111.0,4.0,0.27079646,0.371471025,0.539823008,14344.0,True,False,False,False,False,False,False,False,False,False,False
"Judge, Aaron",2022,5.051,10175000.0,19000000.0,148.0,89.0,158.0,39.0,98.0,6.0,0.287272727,0.372827804,0.543636363,15640.0,False,False,False,False,False,False,False,False,False,True,False
"Reynolds, Bryan",2022,2.163,601000.0,,159.0,93.0,169.0,24.0,90.0,5.0,0.302325581,0.390092879,0.522361359,19326.0,False,False,False,False,False,False,False,False,True,False,False
"Devers, Rafael",2022,4.07,4575000.0,11200000.0,156.0,101.0,165.0,38.0,113.0,5.0,0.279187817,0.352409638,0.538071065,17350.0,False,False,True,False,False,False,False,False,False,False,False
"Riley, Austin",2022,2.138,590500.0,3950000.0,160.0,91.0,179.0,33.0,107.0,0.0,0.30338983,0.367069486,0.530508474,18360.0,False,False,True,False,False,False,False,False,False,False,False
"O'Neill, Tyler",2022,3.059,594700.0,3400000.0,138.0,89.0,138.0,34.0,80.0,15.0,0.286307053,0.351955307,0.560165975,15711.0,False,False,False,False,False,False,False,True,False,False,False
