Player,Season,MLS,Year Salary,Next Year Salary,G,R,H,HR,RBI,SB,AVG,OBP,SLG,playerid,Position_1b,Position_2b,Position_3b,Position_c,Position_cf,Position_dh,Position_inf,Position_lf,Position_of,Position_rf,Position_ss
"Canha, Mark",2019,3.092,545000.0,2050000.0,122.0,60.0,91.0,17.0,52.0,1.0,0.249315068,0.328467153,0.449315068,11445.0,True,False,False,False,False,False,False,False,False,False,False
"Rojas, Miguel",2019,4.038,1180000.0,3155000.0,153.0,44.0,123.0,11.0,53.0,6.0,0.25204918,0.297142857,0.346311475,7802.0,False,False,False,False,False,False,False,False,False,False,True
"Kratz, Erik",2019,4.156,,1500000.0,67.0,18.0,48.0,6.0,23.0,1.0,0.236453201,0.279816513,0.354679802,4403.0,False,False,False,True,False,False,False,False,False,False,False
"Hamilton, Billy",2019,5.028,4600000.0,4250000.0,153.0,74.0,119.0,4.0,29.0,34.0,0.236111111,0.299099099,0.327380952,10199.0,False,False,False,False,True,False,False,False,False,False,False
"Zunino, Mike",2019,4.165,2975000.0,4412500.0,113.0,37.0,75.0,20.0,44.0,0.0,0.201072386,0.259259259,0.410187667,13265.0,False,False,False,True,False,False,False,False,False,False,False
"Murphy, John Ryan",2019,3.043,558000.0,900000.0,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False,False
"Wolters, Tony",2019,2.161,550000.0,960000.0,74.0,19.0,31.0,3.0,27.0,2.0,0.17032967,0.291666666,0.285714285,11470.0,False,False,False,True,False,False,False,False,False,False,False
"Grossman, Robbie",2019,4.06,2000000.0,,129.0,50.0,108.0,5.0,48.0,0.0,0.272727272,0.367170626,0.383838383,5254.0,False,False,False,False,False,False,False,True,False,False,False
"Duvall, Adam",2019,3.096,645000.0,2875000.0,138.0,48.0,75.0,15.0,61.0,2.0,0.1953125,0.274004683,0.364583333,10950.0,False,False,False,False,False,False,False,True,False,False,False
"Villar, Jonathan",2019,4.113,2550000.0,4825000.0,141.0,54.0,121.0,14.0,46.0,35.0,0.259656652,0.324902723,0.384120171,10071.0,False,True,False,False,False,False,False,False,False,False,False
"Garcia, Avisail",2019,5.167,6700000.0,3500000.0,93.0,47.0,84.0,19.0,49.0,3.0,0.235955056,0.28051948,0.438202247,5760.0,False,False,False,False,False,False,False,False,False,True,False
"Romine, Austin",2019,5.045,1100000.0,1800000.0,77.0,30.0,59.0,10.0,42.0,1.0,0.243801652,0.295454545,0.417355371,5491.0,False,False,False,True,False,False,False,False,False,False,False
"DeShields Jr., Delino",2019,3.116,561500.0,1400000.0,,,,,,,,,,,False,False,False,False,True,False,False,False,False,False,False
"Sanchez, Yolmer",2019,3.134,2350000.0,4625000.0,155.0,62.0,145.0,8.0,55.0,14.0,0.241666666,0.306060606,0.371666666,11602.0,False,True,False,False,False,False,False,False,False,False,False
"Plawecki, Kevin",2019,2.167,557471.0,1137500.0,79.0,33.0,50.0,7.0,30.0,0.0,0.210084033,0.315217391,0.369747899,13807.0,False,False,False,True,False,False,False,False,False,False,False
"Flores, Wilmer",2019,5.003,3400000.0,,126.0,43.0,103.0,11.0,51.0,0.0,0.266839378,0.319347319,0.417098445,5827.0,False,True,False,False,False,False,False,False,False,False,False
"Seager, Corey",2019,3.032,605000.0,4000000.0,26.0,13.0,27.0,2.0,13.0,0.0,0.267326732,0.347826086,0.396039603,13624.0,False,False,False,False,False,False,False,False,False,False,True
"Bour, Justin",2019,4.064,3400000.0,,141.0,49.0,96.0,20.0,59.0,2.0,0.226950354,0.341317365,0.404255319,9744.0,True,False,False,False,False,False,False,False,False,False,False
"Jankowski, Travis",2019,2.169,,1165000.0,117.0,45.0,90.0,4.0,17.0,24.0,0.259365994,0.332467532,0.345821325,13768.0,False,False,False,False,True,False,False,False,False,False,False
"Santana, Domingo",2019,3.024,572400.0,1950000.0,85.0,21.0,56.0,5.0,20.0,1.0,0.265402843,0.327659574,0.412322274,10348.0,False,False,False,False,False,False,False,False,False,True,False
"Hernandez, Gorkys",2019,3.013,561500.0,,142.0,52.0,97.0,15.0,40.0,8.0,0.234299516,0.285077951,0.391304347,4146.0,False,False,False,False,False,False,False,False,True,False,False
"Lamb, Jake",2019,4.053,4275000.0,4825000.0,56.0,34.0,46.0,6.0,31.0,1.0,0.222222222,0.306722689,0.347826086,13329.0,False,False,True,False,False,False,False,False,False,False,False
"Garcia, Leury",2019,4.025,1175000.0,1550000.0,82.0,23.0,70.0,4.0,32.0,12.0,0.271317829,0.302583025,0.375968992,5913.0,False,False,False,False,True,False,False,False,False,False,False
"Perez, Hernan",2019,4.079,1975000.0,2500000.0,132.0,36.0,80.0,9.0,29.0,11.0,0.253164556,0.290419161,0.386075949,5751.0,False,False,True,False,False,False,False,False,False,False,False
"Saladino, Tyler",2019,3.053,565000.0,887500.0,58.0,13.0,31.0,5.0,16.0,2.0,0.246031746,0.299270072,0.396825396,10807.0,False,True,False,False,False,False,False,False,False,False,False
"Panik, Joe",2019,4.1,3450000.0,3850000.0,102.0,38.0,91.0,4.0,24.0,4.0,0.254189944,0.30690537,0.332402234,11936.0,False,True,False,False,False,False,False,False,False,False,False
"Casali, Curt",2019,2.151,513600.0,950000.0,52.0,15.0,41.0,4.0,16.0,0.0,0.292857142,0.354838709,0.45,12510.0,False,False,False,True,False,False,False,False,False,False,False
"Herrmann, Chris",2019,4.128,1300000.0,,36.0,6.0,18.0,2.0,7.0,0.0,0.236842105,0.32183908,0.421052631,9284.0,False,False,False,True,False,False,False,False,False,False,False
"Holt, Brock",2019,5.052,2225000.0,3575000.0,109.0,41.0,89.0,7.0,46.0,7.0,0.277258566,0.36239782,0.411214953,9345.0,False,False,True,False,False,False,False,False,False,False,False
"Davidson, Matt",2019,2.145,570000.0,,126.0,51.0,99.0,20.0,62.0,0.0,0.228110599,0.318548387,0.419354838,7226.0,False,False,True,False,False,False,False,False,False,False,False
"d'Arnaud, Travis",2019,5.044,3475000.0,3515000.0,4.0,1.0,3.0,1.0,3.0,0.0,0.2,0.25,0.4,7739.0,False,False,False,True,False,False,False,False,False,False,False
"Lavarnway, Ryan",2019,3.001,,,6.0,1.0,4.0,0.0,1.0,0.0,0.666666666,0.666666666,0.833333333,8879.0,False,False,False,True,False,False,False,False,False,False,False
"La Stella, Tommy",2019,4.057,950000.0,1350000.0,123.0,23.0,45.0,1.0,19.0,0.0,0.266272189,0.340425531,0.331360946,12371.0,False,True,False,False,False,False,False,False,False,False,False
"Leon, Sandy",2019,4.149,1950000.0,2475000.0,89.0,30.0,47.0,5.0,22.0,1.0,0.17735849,0.231578947,0.279245283,5273.0,False,False,False,True,False,False,False,False,False,False,False
"Kozma, Pete",2019,3.094,575000.0,,27.0,7.0,15.0,1.0,8.0,0.0,0.217391304,0.236111111,0.347826086,2539.0,False,False,False,False,False,False,False,False,False,False,True
"Garcia, Greg",2019,3.083,569600.0,910000.0,114.0,15.0,40.0,3.0,15.0,3.0,0.220994475,0.309178743,0.303867403,10951.0,False,False,False,False,False,False,False,False,False,False,True
"Peterson, Jace",2019,4.003,900000.0,,96.0,21.0,42.0,3.0,28.0,13.0,0.2,0.310204081,0.323809523,12325.0,False,True,False,False,False,False,False,False,False,False,False
"Torreyes, Ronnie",2019,2.139,615500.0,800000.0,,,,,,,,,,,False,True,False,False,False,False,False,False,False,False,False
"Barnes, Brandon",2019,3.124,1000000.0,,19.0,2.0,5.0,1.0,2.0,0.0,0.263157894,0.333333333,0.421052631,629.0,False,False,False,False,False,False,False,True,False,False,False
"Marisnick, Jake",2019,4.132,1900000.0,2212500.0,103.0,34.0,45.0,10.0,28.0,6.0,0.211267605,0.274678111,0.399061032,11339.0,False,False,False,False,True,False,False,False,False,False,False
"Sano, Miguel",2019,3.066,602500.0,2650000.0,71.0,32.0,53.0,13.0,41.0,0.0,0.19924812,0.280936454,0.39849624,12164.0,False,False,False,False,False,False,False,False,False,True,False
"Adrianza, Ehire",2019,4.131,1000000.0,1300000.0,114.0,42.0,84.0,6.0,39.0,5.0,0.250746268,0.301104972,0.379104477,8418.0,False,True,False,False,False,False,False,False,False,False,False
"Phegley, Josh",2019,4.087,905000.0,1075000.0,39.0,13.0,19.0,2.0,15.0,0.0,0.204301075,0.25490196,0.344086021,9308.0,False,False,False,True,False,False,False,False,False,False,False
"Spangenberg, Cory",2019,4.004,1700000.0,,116.0,35.0,70.0,7.0,25.0,6.0,0.234899328,0.298461538,0.362416107,12294.0,False,False,True,False,False,False,False,False,False,False,False
"Beckham, Tim",2019,4.134,3350000.0,,96.0,45.0,85.0,12.0,35.0,1.0,0.230352303,0.286783042,0.373983739,7949.0,False,False,True,False,False,False,False,False,False,False,False
"Holaday, Bryan",2019,4.056,1000000.0,,61.0,7.0,31.0,1.0,16.0,0.0,0.205298013,0.26060606,0.258278145,11287.0,False,False,False,True,False,False,False,False,False,False,False
"d'Arnaud, Chase",2019,3.056,,,42.0,9.0,20.0,3.0,9.0,2.0,0.215053763,0.252525252,0.365591397,6652.0,False,True,False,False,False,False,False,False,False,False,False
"Travis, Devon",2019,3.163,1450000.0,1950000.0,103.0,41.0,83.0,11.0,44.0,3.0,0.232492997,0.275132275,0.38095238,13862.0,False,True,False,False,False,False,False,False,False,False,False
"Swihart, Blake",2019,2.164,563500.0,910000.0,82.0,28.0,44.0,3.0,18.0,6.0,0.229166666,0.285024154,0.328125,13176.0,False,False,False,True,False,False,False,False,False,False,False
"Rua, Ryan",2019,3.117,870000.0,,61.0,17.0,27.0,6.0,12.0,3.0,0.194244604,0.220689655,0.35971223,12409.0,False,False,False,False,False,False,False,True,False,False,False
"Cuthbert, Cheslor",2019,3.03,573500.0,850000.0,30.0,11.0,20.0,3.0,7.0,0.0,0.194174757,0.282051282,0.300970873,10473.0,False,False,True,False,False,False,False,False,False,False,False
"Mazara, Nomar",2019,3.0,563560.0,3300000.0,128.0,61.0,126.0,20.0,77.0,1.0,0.257668711,0.317164179,0.435582822,14553.0,False,False,False,False,False,False,False,False,False,True,False
"Souza, Steven",2019,4.072,3550000.0,4125000.0,,,,,,,,,,,False,False,False,False,False,False,False,False,False,True,False
"Joseph, Caleb",2019,4.127,1250000.0,,82.0,28.0,58.0,3.0,17.0,2.0,0.218867924,0.254480286,0.320754716,7087.0,False,False,False,True,False,False,False,False,False,False,False
"Buxton, Byron",2019,2.16,580000.0,1750000.0,28.0,8.0,14.0,0.0,4.0,5.0,0.155555555,0.182795698,0.2,14161.0,False,False,False,False,True,False,False,False,False,False,False
"Perez, Carlos",2019,2.164,,,28.0,1.0,10.0,1.0,3.0,1.0,0.142857142,0.178082191,0.214285714,10642.0,False,False,False,True,False,False,False,False,False,False,False
"Drury, Brandon",2019,2.165,621900.0,1300000.0,26.0,5.0,13.0,1.0,10.0,0.0,0.168831168,0.255813953,0.259740259,11615.0,False,False,True,False,False,False,False,False,False,False,False
"Bird, Greg",2019,3.053,582000.0,1200000.0,82.0,23.0,54.0,11.0,38.0,0.0,0.198529411,0.286173633,0.386029411,14131.0,True,False,False,False,False,False,False,False,False,False,False
"Owings, Chris",2019,5.012,3400000.0,3000000.0,106.0,34.0,58.0,4.0,22.0,11.0,0.206405693,0.27184466,0.302491103,10030.0,False,False,False,False,False,False,False,False,False,False,True
"Altherr, Aaron",2019,3.028,561000.0,1350000.0,105.0,28.0,44.0,8.0,38.0,3.0,0.181069958,0.294736842,0.333333333,11270.0,False,False,False,False,False,False,False,False,True,False,False
"Solarte, Yangervis",2019,5.0,4125000.0,,122.0,50.0,106.0,17.0,54.0,1.0,0.226495726,0.277227722,0.378205128,5352.0,False,False,True,False,False,False,False,False,False,False,False
"McCann, James",2019,4.028,2375000.0,,118.0,31.0,94.0,8.0,39.0,0.0,0.220140515,0.266958424,0.31381733,12859.0,False,False,False,True,False,False,False,False,False,False,False
"Sucre, Jesus",2019,4.137,925000.0,,73.0,9.0,38.0,1.0,17.0,1.0,0.208791208,0.24742268,0.252747252,5942.0,False,False,False,True,False,False,False,False,False,False,False
"Semien, Marcus",2020,5.118,5900000.0,13000000.0,162.0,123.0,187.0,33.0,92.0,10.0,0.284627092,0.369477911,0.522070015,12533.0,False,False,False,False,False,False,False,False,False,False,True
"Bellinger, Cody",2020,2.16,605000.0,11500000.0,156.0,121.0,170.0,47.0,115.0,15.0,0.304659498,0.406060606,0.629032258,15998.0,True,False,False,False,False,False,False,False,False,False,False
"Betts, Mookie",2020,5.07,20000000.0,27000000.0,150.0,135.0,176.0,29.0,80.0,16.0,0.29480737,0.390934844,0.524288107,13611.0,False,False,False,False,False,False,False,False,False,True,False
"Story, Trevor",2020,4.0,5000000.0,,145.0,111.0,173.0,35.0,85.0,23.0,0.294217687,0.362804878,0.554421768,12564.0,False,False,False,False,False,False,False,False,False,False,True
"Muncy, Max",2020,3.027,575000.0,,141.0,101.0,122.0,35.0,98.0,4.0,0.250513347,0.373514431,0.51540041,13301.0,True,False,False,False,False,False,False,False,False,False,False
"Springer, George",2020,5.166,12000000.0,21000000.0,122.0,96.0,140.0,39.0,96.0,6.0,0.292275574,0.383093525,0.590814196,12856.0,False,False,False,False,True,False,False,False,False,False,False
"Soler, Jorge",2020,4.143,4666667.0,7300000.0,162.0,95.0,156.0,48.0,117.0,3.0,0.264855687,0.353550295,0.568760611,14221.0,False,False,False,False,False,False,False,False,False,True,False
"Baez, Javy",2020,4.089,5200000.0,10000000.0,,,,,,,,,,,False,True,False,False,False,False,False,False,False,False,False
"Turner, Trea",2020,3.135,3725000.0,7450000.0,122.0,96.0,155.0,19.0,57.0,35.0,0.297504798,0.353251318,0.497120921,16252.0,False,False,False,False,False,False,False,False,False,False,True
"Lindor, Francisco",2020,4.113,10550000.0,17500000.0,143.0,101.0,170.0,32.0,74.0,22.0,0.284280936,0.335375191,0.518394648,12916.0,False,False,False,False,False,False,False,False,False,False,True
"Canha, Mark",2020,4.092,2050000.0,4800000.0,126.0,80.0,112.0,26.0,58.0,3.0,0.273170731,0.396378269,0.51707317,11445.0,True,False,False,False,False,False,False,False,False,False,False
"Realmuto, J.T.",2020,5.038,5900000.0,10000000.0,145.0,92.0,148.0,25.0,83.0,9.0,0.275092936,0.327702702,0.492565055,11739.0,False,False,False,True,False,False,False,False,False,False,False
"Narvaez, Omar",2020,3.089,581200.0,,132.0,63.0,119.0,22.0,55.0,0.0,0.278037383,0.352697095,0.460280373,13338.0,False,False,False,True,False,False,False,False,False,False,False
"Urshela, Giovanny",2020,2.127,575000.0,2475000.0,,,,,,,,,,,False,False,True,False,False,False,False,False,False,False,False
"Conforto, Michael",2020,4.043,4025000.0,8000000.0,151.0,90.0,141.0,33.0,92.0,7.0,0.256830601,0.36265432,0.493624772,16376.0,False,False,False,False,False,False,False,False,False,True,False
"Ahmed, Nick",2020,5.054,3662500.0,,158.0,79.0,141.0,19.0,82.0,8.0,0.253597122,0.315705128,0.437050359,12147.0,False,False,False,False,False,False,False,False,False,False,True
"Mancini, Trey",2020,3.015,575500.0,4750000.0,154.0,106.0,175.0,35.0,97.0,1.0,0.290697674,0.36377025,0.53488372,15149.0,True,False,False,False,False,False,False,False,False,False,False
"Seager, Corey",2020,4.032,4000000.0,7600000.0,134.0,82.0,133.0,19.0,87.0,1.0,0.27198364,0.334565619,0.482617586,13624.0,False,False,False,False,False,False,False,False,False,False,True
"Villar, Jonathan",2020,5.113,4825000.0,8200000.0,162.0,111.0,176.0,24.0,73.0,40.0,0.274143302,0.338959212,0.453271028,10071.0,False,True,False,False,False,False,False,False,False,False,False
"Bryant, Kris",2020,4.171,12900000.0,18600000.0,147.0,108.0,153.0,31.0,77.0,4.0,0.281767955,0.38170347,0.521178637,15429.0,False,False,True,False,False,False,False,False,False,False,False
"Sanchez, Gary",2020,3.086,669800.0,5000000.0,106.0,62.0,92.0,34.0,77.0,0.0,0.232323232,0.316143497,0.525252525,11442.0,False,False,False,True,False,False,False,False,False,False,False
"Pham, Tommy",2020,4.107,4100000.0,7900000.0,145.0,77.0,155.0,21.0,68.0,25.0,0.273368606,0.368501529,0.449735449,2967.0,False,False,False,False,False,False,False,True,False,False,False
"Pederson, Joc",2020,5.028,5000000.0,7750000.0,149.0,83.0,112.0,36.0,74.0,1.0,0.248888888,0.3385214,0.537777777,11899.0,False,False,False,False,True,False,False,False,False,False,False
"Schwarber, Kyle",2020,4.086,3390000.0,7010000.0,155.0,82.0,132.0,38.0,92.0,2.0,0.24952741,0.339344262,0.531190926,16478.0,False,False,False,False,False,False,False,True,False,False,False
"Swanson, Dansby",2020,3.047,585000.0,3150000.0,127.0,77.0,121.0,17.0,65.0,10.0,0.250517598,0.325367647,0.422360248,18314.0,False,False,False,False,False,False,False,False,False,False,True
"Judge, Aaron",2020,3.051,684300.0,8500000.0,102.0,75.0,103.0,27.0,55.0,3.0,0.272486772,0.381165919,0.539682539,15640.0,False,False,False,False,False,False,False,False,False,True,False
"Contreras, Willson",2020,3.108,684000.0,4500000.0,105.0,57.0,98.0,24.0,64.0,1.0,0.272222222,0.354523227,0.533333333,11609.0,False,False,False,True,False,False,False,False,False,False,False
"Sano, Miguel",2020,4.066,2650000.0,,105.0,76.0,94.0,34.0,79.0,0.0,0.247368421,0.346241457,0.576315789,12164.0,False,False,True,False,False,False,False,False,False,False,False
"Correa, Carlos",2020,4.119,5000000.0,8000000.0,75.0,42.0,78.0,21.0,59.0,1.0,0.278571428,0.358255451,0.567857142,14162.0,False,False,False,False,False,False,False,False,False,False,True
"Rosario, Eddie",2020,4.12,4190000.0,7750000.0,137.0,91.0,155.0,32.0,109.0,3.0,0.275800711,0.3,0.5,12155.0,False,False,False,False,False,False,False,True,False,False,False
"Sanchez, Yolmer",2020,4.134,4625000.0,,149.0,59.0,125.0,2.0,43.0,5.0,0.252016129,0.317518248,0.320564516,11602.0,False,True,False,False,False,False,False,False,False,False,False
"Santana, Danny",2020,4.14,,3600000.0,130.0,81.0,134.0,28.0,81.0,21.0,0.282700421,0.323529411,0.533755274,10322.0,False,False,False,False,True,False,False,False,False,False,False
"Gallo, Joey",2020,3.103,605500.0,4400000.0,70.0,54.0,61.0,22.0,49.0,4.0,0.253112033,0.388513513,0.597510373,14128.0,False,False,True,False,False,False,False,False,False,False,False
"Bell, Josh",2020,3.053,587000.0,4800000.0,143.0,94.0,146.0,37.0,116.0,0.0,0.277039848,0.367047308,0.569259962,13145.0,True,False,False,False,False,False,False,False,False,False,False
"Alberto, Hanser",2020,3.085,578000.0,1650000.0,139.0,62.0,160.0,12.0,51.0,4.0,0.305343511,0.329067641,0.421755725,11902.0,False,False,False,False,False,False,False,False,False,False,True
"McCann, James",2020,5.028,2500000.0,5400000.0,118.0,62.0,120.0,18.0,60.0,4.0,0.273348519,0.328421052,0.460136674,12859.0,False,False,False,True,False,False,False,False,False,False,False
"Dahl, David",2020,2.162,560000.0,2425000.0,100.0,67.0,113.0,15.0,61.0,4.0,0.302139037,0.352798053,0.524064171,13744.0,False,False,False,False,False,False,False,True,False,False,False
"La Stella, Tommy",2020,5.057,1350000.0,3250000.0,80.0,49.0,86.0,16.0,44.0,0.0,0.294520547,0.346031746,0.486301369,12371.0,False,True,False,False,False,False,False,False,False,False,False
"Buxton, Byron",2020,3.16,1750000.0,3075000.0,87.0,48.0,71.0,10.0,46.0,14.0,0.261992619,0.313993174,0.512915129,14161.0,False,False,False,False,True,False,False,False,False,False,False
"Pillar, Kevin",2020,5.113,5800000.0,,161.0,83.0,158.0,21.0,88.0,14.0,0.258592471,0.286821705,0.432078559,12434.0,False,False,False,False,True,False,False,False,False,False,False
"Benintendi, Andrew",2020,3.062,717500.0,,138.0,72.0,144.0,13.0,68.0,10.0,0.266173752,0.343137254,0.430683918,17901.0,False,False,False,False,False,False,False,True,False,False,False
"Hernandez, Enrique",2020,5.054,3725000.0,5900000.0,130.0,57.0,98.0,17.0,64.0,4.0,0.236714975,0.304347826,0.410628019,10472.0,False,True,False,False,False,False,False,False,False,False,False
"Cron, C.J.",2020,5.097,4800000.0,,125.0,51.0,116.0,25.0,78.0,0.0,0.253275109,0.310621242,0.469432314,12546.0,True,False,False,False,False,False,False,False,False,False,False
"Santana, Domingo",2020,4.024,1950000.0,,121.0,63.0,114.0,21.0,69.0,8.0,0.252771618,0.328712871,0.441241685,10348.0,False,False,False,False,False,False,False,True,False,False,False
"Goodwin, Brian",2020,3.019,583500.0,2200000.0,136.0,65.0,108.0,17.0,47.0,7.0,0.26150121,0.326039387,0.469733656,12858.0,False,False,False,False,False,False,False,False,True,False,False
"Dietrich, Derek",2020,5.151,2000000.0,,113.0,41.0,47.0,19.0,43.0,1.0,0.187250996,0.327868852,0.462151394,10542.0,False,False,False,False,False,False,False,True,False,False,False
"Casali, Curt",2020,3.151,950000.0,1462500.0,84.0,24.0,52.0,8.0,32.0,0.0,0.251207729,0.330508474,0.410628019,12510.0,False,False,False,True,False,False,False,False,False,False,False
"Franco, Maikel",2020,4.157,5200000.0,,123.0,48.0,91.0,17.0,56.0,0.0,0.233933161,0.296728971,0.408740359,12179.0,False,False,True,False,False,False,False,False,False,False,False
"Bradley Jr., Jackie",2020,5.15,8550000.0,11000000.0,147.0,69.0,111.0,21.0,62.0,8.0,0.224696356,0.317375886,0.421052631,12984.0,False,False,False,False,True,False,False,False,False,False,False
"Garcia, Leury",2020,5.025,1550000.0,3250000.0,140.0,93.0,161.0,8.0,40.0,15.0,0.279029462,0.309719934,0.377816291,5913.0,False,False,False,False,True,False,False,False,False,False,False
"Garcia, Greg",2020,4.083,910000.0,1500000.0,134.0,52.0,77.0,4.0,31.0,0.0,0.247588424,0.363881401,0.353697749,10951.0,False,False,False,False,False,False,False,False,False,False,True
"Diaz, Aledmys",2020,3.1,2000000.0,2600000.0,69.0,36.0,57.0,9.0,40.0,2.0,0.271428571,0.356275303,0.466666666,15937.0,False,False,False,False,False,False,False,False,False,False,True
"Panik, Joe",2020,5.1,3850000.0,,142.0,50.0,107.0,5.0,39.0,4.0,0.244292237,0.314928425,0.335616438,11936.0,False,True,False,False,False,False,False,False,False,False,False
"Diaz, Elias",2020,3.088,578500.0,,101.0,31.0,73.0,2.0,28.0,0.0,0.240924092,0.296072507,0.306930693,11680.0,False,False,False,True,False,False,False,False,False,False,False
"Frazier, Adam",2020,3.075,584000.0,2800000.0,152.0,80.0,154.0,10.0,50.0,5.0,0.277978339,0.336092715,0.416967509,15223.0,False,False,False,False,False,False,False,False,False,False,True
"Margot, Manuel",2020,3.012,577100.0,2475000.0,151.0,59.0,93.0,12.0,37.0,20.0,0.233668341,0.303652968,0.386934673,14712.0,False,False,False,False,True,False,False,False,False,False,False
"Haniger, Mitch",2020,3.048,590100.0,3010000.0,63.0,46.0,54.0,15.0,32.0,4.0,0.219512195,0.314487632,0.463414634,14274.0,False,False,False,False,False,False,False,False,False,True,False
"Peraza, Jose",2020,3.141,2775000.0,,141.0,37.0,90.0,6.0,33.0,7.0,0.239361702,0.285359801,0.34574468,13593.0,False,True,False,False,False,False,False,False,False,False,False
"Nimmo, Brandon",2020,3.042,598285.0,2175000.0,69.0,34.0,44.0,8.0,29.0,3.0,0.221105527,0.375494071,0.407035175,12927.0,False,False,False,False,False,False,False,True,False,False,False
"Solano, Donovan",2020,4.081,,1375000.0,81.0,27.0,71.0,4.0,23.0,0.0,0.330232558,0.359649122,0.455813953,8623.0,False,True,False,False,False,False,False,False,False,False,False
"Renfroe, Hunter",2020,2.165,582100.0,3300000.0,140.0,64.0,95.0,33.0,64.0,5.0,0.21590909,0.289473684,0.488636363,15464.0,False,False,False,False,False,False,False,False,False,True,False
"Russell, Addison",2020,4.118,3400000.0,,82.0,25.0,51.0,9.0,23.0,2.0,0.237209302,0.308333333,0.390697674,14106.0,False,False,False,False,False,False,False,False,False,False,True
"DeShields Jr., Delino",2020,4.109,1400000.0,1875000.0,,,,,,,,,,,False,False,False,False,True,False,False,False,False,False,False
"Adrianza, Ehire",2020,5.131,1300000.0,1600000.0,84.0,34.0,55.0,5.0,22.0,0.0,0.272277227,0.349137931,0.415841584,8418.0,False,False,False,False,False,False,False,False,False,False,True
"Phegley, Josh",2020,5.087,1075000.0,,106.0,44.0,75.0,12.0,62.0,0.0,0.238853503,0.282352941,0.410828025,9308.0,False,False,False,True,False,False,False,False,False,False,False
"Hernandez, Cesar",2020,5.154,7750000.0,,161.0,77.0,171.0,14.0,71.0,9.0,0.279411764,0.332833583,0.408496732,10556.0,False,True,False,False,False,False,False,False,False,False,False
"Peralta, David",2020,5.12,7000000.0,,99.0,48.0,105.0,12.0,57.0,0.0,0.274869109,0.342789598,0.460732984,2136.0,False,False,False,False,False,False,False,True,False,False,False
"Barnes, Austin",2020,3.098,575000.0,1100000.0,75.0,28.0,43.0,5.0,25.0,3.0,0.202830188,0.293388429,0.339622641,12158.0,False,False,False,True,False,False,False,False,False,False,False
"Grossman, Robbie",2020,5.06,2000000.0,3725000.0,138.0,57.0,101.0,6.0,38.0,9.0,0.24047619,0.334024896,0.347619047,5254.0,False,False,False,False,False,False,False,True,False,False,False
"Smith, Mallex",2020,3.125,578400.0,2350000.0,134.0,70.0,116.0,6.0,37.0,46.0,0.22745098,0.29964539,0.335294117,13608.0,False,False,False,False,False,False,False,True,False,False,False
"Mazara, Nomar",2020,4.0,3300000.0,5560000.0,116.0,69.0,115.0,19.0,66.0,4.0,0.268065268,0.317697228,0.468531468,14553.0,False,False,False,False,False,False,False,False,False,True,False
"Taylor, Chris",2020,4.037,3500000.0,,124.0,52.0,96.0,12.0,52.0,8.0,0.262295081,0.332524271,0.461748633,13757.0,False,False,False,False,True,False,False,False,False,False,False
"Dickerson, Alex",2020,3.106,,925000.0,68.0,29.0,48.0,6.0,28.0,1.0,0.275862068,0.331578947,0.488505747,12649.0,False,False,False,False,False,False,False,True,False,False,False
"Smith, Kevan",2020,3.031,572500.0,,67.0,21.0,48.0,5.0,20.0,2.0,0.2513089,0.317535545,0.392670157,12284.0,False,False,False,True,False,False,False,False,False,False,False
"Lamb, Jake",2020,5.053,4825000.0,5510000.0,78.0,26.0,36.0,6.0,30.0,1.0,0.192513368,0.323008849,0.352941176,13329.0,True,False,False,False,False,False,False,False,False,False,False
"Beckham, Tim",2020,5.101,1750000.0,,88.0,39.0,72.0,15.0,47.0,1.0,0.236842105,0.292682926,0.460526315,7949.0,False,False,True,False,False,False,False,False,False,False,False
"Duvall, Adam",2020,3.151,,3250000.0,41.0,17.0,32.0,10.0,19.0,0.0,0.266666666,0.315384615,0.566666666,10950.0,False,False,False,False,False,False,False,True,False,False,False
"Camargo, Johan",2020,2.136,575000.0,1700000.0,98.0,31.0,54.0,7.0,32.0,1.0,0.23275862,0.279352226,0.383620689,14950.0,False,True,False,False,False,False,False,False,False,False,False
"Naquin, Tyler",2020,3.033,574800.0,1450000.0,89.0,34.0,79.0,10.0,34.0,4.0,0.288321167,0.325342465,0.467153284,13359.0,False,False,False,False,False,False,False,False,False,True,False
"Arcia, Orlando",2020,3.047,565700.0,2200000.0,152.0,51.0,110.0,15.0,59.0,8.0,0.222672064,0.283088235,0.350202429,13185.0,False,False,False,False,False,False,False,False,False,False,True
"Almonte, Abraham",2020,4.017,,,17.0,11.0,9.0,1.0,4.0,0.0,0.29032258,0.421052631,0.548387096,5486.0,False,False,False,False,False,False,False,False,True,False,False
"Spangenberg, Cory",2020,4.041,,,32.0,11.0,22.0,2.0,10.0,3.0,0.231578947,0.277227722,0.357894736,12294.0,False,False,True,False,False,False,False,False,False,False,False
"Gamel, Ben",2020,3.029,567700.0,1400000.0,134.0,47.0,77.0,7.0,33.0,2.0,0.247588424,0.337078651,0.372990353,12160.0,False,False,False,False,False,False,False,False,True,False,False
"Austin, Tyler",2020,2.151,568600.0,,89.0,30.0,29.0,9.0,24.0,2.0,0.188311688,0.296089385,0.409090909,11850.0,False,False,False,False,False,False,False,False,True,False,False
