Player,Position,Salary,Year
"Ellison, Jason",of,"$390,000 ",2007.0
"Gardner, Lee",rhp,"$390,000 ",2007.0
"Johnson, Dan",1b,"$390,000 ",2007.0
"Niekro, Lance",inf,"$390,000 ",2007.0
"Nix, Laynce",of,"$390,000 ",2007.0
"Ramirez, Elizardo",rhp,"$390,000 ",2007.0
"Sledge, Terrmel",of,"$390,000 ",2007.0
"Theriot, Ryan",2b-ss,"$390,000 ",2007.0
"DiNardo, Lenny",lhp-s,"$389,750 ",2007.0
"Hammock, Rob",c,"$389,500 ",2007.0
"Karstens, Jeff",rhp-s,"$389,495 ",2007.0
"Tejeda, Robinson",rhp,"$389,446 ",2007.0
"Hairston, Scott",of,"$389,000 ",2007.0
"Feldman, Scott",rhp,"$388,203 ",2007.0
"Aardsma, David",rhp,"$387,500 ",2007.0
"Carmona, Fausto",rhp-s,"$387,500 ",2007.0
"Ethier, Andre",rf,"$387,500 ",2007.0
"Gonzalez, Edgar",rhp,"$387,500 ",2007.0
"Kubel, Jason",dh-lf,"$387,500 ",2007.0
"Martin, Russell",c,"$387,500 ",2007.0
"Meredith, Cla",rhp,"$387,000 ",2007.0
"Upton, B.J.",cf,"$386,900 ",2007.0
"Harris, Brendan",2b-ss,"$386,100 ",2007.0
"Marcum, Shaun",rhp-s,"$386,100 ",2007.0
"Bautista, Denny",rhp,"$386,000 ",2007.0
"Gorzelanny, Tom",lhp-s,"$386,000 ",2007.0
"Ramirez, Ramon S.",rhp,"$386,000 ",2007.0
"Bell, Heath",rhp,"$385,500 ",2007.0
"Janssen, Casey",rhp,"$385,200 ",2007.0
"Aybar, Willy",1b-3b,"$385,000 ",2007.0
"Colon, Roman",rhp,"$385,000 ",2007.0
"Condrey, Clay",rhp,"$385,000 ",2007.0
"Coste, Chris",c,"$385,000 ",2007.0
"Dobbs, Greg",3b-1b,"$385,000 ",2007.0
"Durbin, Chad",rhp,"$385,000 ",2007.0
"Linden, Todd",of,"$385,000 ",2007.0
"Quintero, Humberto",c,"$385,000 ",2007.0
"Weaver, Jered",rhp-s,"$385,000 ",2007.0
"Sowers, Jeremy",lhp,"$384,800 ",2007.0
"Rasner, Darrell",rhp,"$384,523 ",2007.0
"Billingsley, Chad",rhp-s,"$384,500 ",2007.0
"Villanueva, Carlos",rhp,"$384,500 ",2007.0
"Bayliss, Jonah",rhp,"$384,000 ",2007.0
"Cassidy, Scott",p,"$384,000 ",2007.0
"Guzman, Angel",rhp,"$384,000 ",2007.0
"Kuo, Hong-Chih",lhp,"$384,000 ",2007.0
"Lester, Jon",lhp-s,"$384,000 ",2007.0
"Padilla, Juan",rhp,"$384,000 ",2007.0
"Inglett, Joe",of,"$383,600 ",2007.0
"Shoppach, Kelly",c,"$383,400 ",2007.0
"Zobrist, Ben",2b-rf,"$383,400 ",2007.0
"Choo, Shin Soo",rf,"$383,100 ",2007.0
"Garko, Ryan",1b,"$383,100 ",2007.0
"Marte, Andy",3b,"$383,100 ",2007.0
"Stokes, Brian",rhp,"$383,100 ",2007.0
"Stokes, Brian",rhp,"$383,100 ",2007.0
"Buchholz, Taylor",rhp,"$383,000 ",2007.0
"Castro, Fabio",lhp,"$383,000 ",2007.0
"Kemp, Matt",cf,"$383,000 ",2007.0
"Mateo, Juan",rhp,"$383,000 ",2007.0
"Milledge, Lastings",cf,"$383,000 ",2007.0
"Spilborghs, Ryan",lf,"$383,000 ",2007.0
"Aybar, Erick",ss,"$382,500 ",2007.0
"Bray, Bill",lhp,"$382,500 ",2007.0
"Denorfia, Chris",of,"$382,500 ",2007.0
"Keppinger, Jeff",2b-ss,"$382,500 ",2007.0
"Kotchman, Casey",1b,"$382,500 ",2007.0
"McPherson, Dallas",3b,"$382,500 ",2007.0
"Murphy, Tommy",of,"$382,500 ",2007.0
"Willits, Reggie",of,"$382,500 ",2007.0
"Veras, Jose",rhp,"$382,475 ",2007.0
"Bowen, Rob",c,"$382,300 ",2007.0
"Ryu, Jae-Kuk",rhp,"$382,200 ",2007.0
"Diaz, Victor",2b,"$382,151 ",2007.0
"Nieves, Wil",c,"$382,150 ",2007.0
"Henn, Sean",lhp,"$382,048 ",2007.0
"Alfonzo, Eliezer",c,"$382,000 ",2007.0
"Botts, Jason",1b,"$382,000 ",2007.0
"Clarke, Darren",rhp,"$382,000 ",2007.0
"Corpas, Manuel",rhp,"$382,000 ",2007.0
"Cruz, Nelson",rf,"$382,000 ",2007.0
"Eldred, Brad",1b,"$382,000 ",2007.0
"Eveland, Dana",lhp-s,"$382,000 ",2007.0
"Francisco, Frank",rhp,"$382,000 ",2007.0
"Guzman, Freddy",of,"$382,000 ",2007.0
"Johnson, Josh",rhp-s,"$382,000 ",2007.0
"Kinney, Josh",rhp,"$382,000 ",2007.0
"Littleton, Wes",rhp,"$382,000 ",2007.0
"Nunez, Leo",rhp,"$382,000 ",2007.0
"Rheinecker, John",p,"$382,000 ",2007.0
"Rupe, Josh",rhp,"$382,000 ",2007.0
"Salas, Juan",rhp,"$382,000 ",2007.0
"Schumaker, Skip",2b-lf,"$382,000 ",2007.0
"Scott, Luke",dh-of,"$382,000 ",2007.0
"Taschner, Jack",lhp,"$382,000 ",2007.0
"Thompson, Mike",p,"$382,000 ",2007.0
"Volquez, Edinson",rhp-s,"$382,000 ",2007.0
"Gutierrez, Franklin",cf,"$381,900 ",2007.0
"Daigle, Casey",rhp,"$381,500 ",2007.0
"Mastny, Tom",rhp,"$381,500 ",2007.0
"Romero, Davis",lhp,"$381,500 ",2007.0
"Arias, Joaquin",ss,"$381,000 ",2007.0
"Cruceta, Francisco",rhp,"$381,000 ",2007.0
"Gwynn, Anthony",of,"$381,000 ",2007.0
"Hirsh, Jason",rhp,"$381,000 ",2007.0
"Iannetta, Chris",c,"$381,000 ",2007.0
"Jimenez, Ubaldo",rhp-s,"$381,000 ",2007.0
"Masset, Nick",rhp,"$381,000 ",2007.0
"Myrow, Brian",inf,"$381,000 ",2007.0
"Pena, Tony",rhp,"$381,000 ",2007.0
"Perez, Rafael",lhp,"$381,000 ",2007.0
"Quentin, Carlos",lf,"$381,000 ",2007.0
"Quintanilla, Omar",ss,"$381,000 ",2007.0
"Sanchez, Anibal",rhp-s,"$381,000 ",2007.0
"Sanchez, Jonathan",lhp-s,"$381,000 ",2007.0
"Stewart, Chris",c,"$381,000 ",2007.0
"Tulowitzki, Troy",ss,"$381,000 ",2007.0
"Valdez, Wilson",inf,"$381,000 ",2007.0
"Kouzmanoff, Kevin",3b,"$380,800 ",2007.0
"Frandsen, Kevin",2b-ss,"$380,500 ",2007.0
"Moseley, Dustin",rhp-s,"$380,500 ",2007.0
"McAnulty, Paul",of/1b,"$380,300 ",2007.0
"Rouse, Mike",inf,"$380,100 ",2007.0
"Abercrombie, Reggie",of,"$380,000 ",2007.0
"Albers, Matt",rhp,"$380,000 ",2007.0
"Alfonseca, Antonio",rp,"$380,000 ",2007.0
"Amezaga, Alfredo",2b-cf,"$380,000 ",2007.0
"Anderson, Josh",of,"$380,000 ",2007.0
"Andino, Robert",2b-ss,"$380,000 ",2007.0
"Aubrey, Michael",1b,"$380,000 ",2007.0
"Barthmaier, Jimmy",rhp,"$380,000 ",2007.0
"Beltre, Omar",rhp,"$380,000 ",2007.0
"Bergmann, Jason",rhp,"$380,000 ",2007.0
"Bisenius, Joe",rhp,"$380,000 ",2007.0
"Blanton, Joe",rhp-s,"$380,000 ",2007.0
"Bootcheck, Chris",rhp,"$380,000 ",2007.0
"Borchard, Joe",of,"$380,000 ",2007.0
"Bourn, Michael",cf,"$380,000 ",2007.0
"Braun, Ryan",rhp,"$380,000 ",2007.0
"Buck, Travis",rf-lf,"$380,000 ",2007.0
"Burke, Jamie",c,"$380,000 ",2007.0
"Burres, Brian",lhp,"$380,000 ",2007.0
"Burton, Jared",rhp,"$380,000 ",2007.0
"Bynum, Freddie",of,"$380,000 ",2007.0
"Callaspo, Alberto",2b,"$380,000 ",2007.0
"Cameron, Kevin",rhp,"$380,000 ",2007.0
"Campusano, Edward",lhp,"$380,000 ",2007.0
"Chico, Matt",lhp,"$380,000 ",2007.0
"Conrad, Brooks",2b,"$380,000 ",2007.0
"Coutlangus, Jon",lhp,"$380,000 ",2007.0
"Danks, John",lhp-s,"$380,000 ",2007.0
"Delgado, Jesus",rhp,"$380,000 ",2007.0
"Dukes, Elijah",cf-rf,"$380,000 ",2007.0
"Estrada, Paul",p,"$380,000 ",2007.0
"Flores, Jesus",c,"$380,000 ",2007.0
"Galarraga, Armando",rhp-s,"$380,000 ",2007.0
"Garcia, Harvey",rhp,"$380,000 ",2007.0
"Garcia, Jose",p,"$380,000 ",2007.0
"Giarratano, Tony",ss,"$380,000 ",2007.0
"Gil, Jerry",rhp (prev ss),"$380,000 ",2007.0
"Gimenez, Hector",c,"$380,000 ",2007.0
"Gonzalez, Carlos",of,"$380,000 ",2007.0
"Gordon, Alex",3b,"$380,000 ",2007.0
"Guthrie, Jeremy",rhp-s,"$380,000 ",2007.0
"Haigwood, Daniel",lhp,"$380,000 ",2007.0
"Hamilton, Josh",cf,"$380,000 ",2007.0
"Heintz, Chris",c,"$380,000 ",2007.0
"Hermida, Jeremy",lf,"$380,000 ",2007.0
"Herrera, Yoslan",rhp,"$380,000 ",2007.0
"Hill, Shawn",rhp-s,"$380,000 ",2007.0
"Holdzkom, Lincoln",rhp,"$380,000 ",2007.0
"Hopper, Norris",inf-of,"$380,000 ",2007.0
"Jacobs, Mike",dh-1b,"$380,000 ",2007.0
"Jimenez, Cesar",lhp,"$380,000 ",2007.0
"Johnson, Kelly",2b,"$380,000 ",2007.0
"Kelly, Don",ss,"$380,000 ",2007.0
"Kensing, Logan",rhp,"$380,000 ",2007.0
"Krynzel, Dave",of,"$380,000 ",2007.0
"Lindstrom, Matt",rhp,"$380,000 ",2007.0
"Lowe, Mark",rhp,"$380,000 ",2007.0
"Machado, Alejandro",2b,"$380,000 ",2007.0
"Marshall, Jay",lhp,"$380,000 ",2007.0
"Martinez, Carlos",rhp,"$380,000 ",2007.0
"Mathieson, Scott",rhp,"$380,000 ",2007.0
"McLemore, Mark",p,"$380,000 ",2007.0
"Messenger, Randy",rhp,"$380,000 ",2007.0
"Mildren, Paul",p,"$380,000 ",2007.0
"Miranda, Juan",1b,"$380,000 ",2007.0
"Mitre, Sergio",rhp,"$380,000 ",2007.0
"Molina, Gustavo",c,"$380,000 ",2007.0
"Montero, Miguel",c,"$380,000 ",2007.0
"Morrow, Brandon",rhp,"$380,000 ",2007.0
"Murray, A.J.",lhp,"$380,000 ",2007.0
"Nippert, Dustin",rhp,"$380,000 ",2007.0
"Nolasco, Ricky",rhp-s,"$380,000 ",2007.0
"O'Connor, Mike",lhp,"$380,000 ",2007.0
"Ogando, Alexi",rhp,"$380,000 ",2007.0
"Olsen, Scott",lhp-s,"$380,000 ",2007.0
"Ortiz, Russ",rhp-s,"$380,000 ",2007.0
"Owens, Henry",rhp,"$380,000 ",2007.0
"Pedroia, Dustin",2b,"$380,000 ",2007.0
"Peguero, Jailen",rhp,"$380,000 ",2007.0
"Pena Jr., Tony",rhp-ss,"$380,000 ",2007.0
"Pena, Brayan",c,"$380,000 ",2007.0
"Perez, Juan",lhp,"$380,000 ",2007.0
"Petit, Yusmeiro",rhp,"$380,000 ",2007.0
"Pinto, Renyel",lhp,"$380,000 ",2007.0
"Quiroz, Guillermo",c,"$380,000 ",2007.0
"Rabelo, Mike",c,"$380,000 ",2007.0
"Reed, Eric",of,"$380,000 ",2007.0
"Rleal, Sendy",p,"$380,000 ",2007.0
"Ross, Cody",rf,"$380,000 ",2007.0
"Ruiz, Carlos",c,"$380,000 ",2007.0
"Sampson, Chris",rhp,"$380,000 ",2007.0
"Sanchez, Angel",ss,"$380,000 ",2007.0
"Sanchez, Humberto",rhp,"$380,000 ",2007.0
"Saunders, Joe",lhp-s,"$380,000 ",2007.0
"Schultz, Mike",p,"$380,000 ",2007.0
"Segovia, Zack",rhp,"$380,000 ",2007.0
"Slaten, Doug",lhp,"$380,000 ",2007.0
"Smith, Joe",rhp,"$380,000 ",2007.0
"Smith, Matt",lhp,"$380,000 ",2007.0
"Snyder, Brad",of,"$380,000 ",2007.0
"Soria, Joakim",rhp,"$380,000 ",2007.0
"Stokes, Jason",1b,"$380,000 ",2007.0
"Street, Huston",rhp,"$380,000 ",2007.0
"Tankersley, Taylor",lhp,"$380,000 ",2007.0
"Thorman, Scott",of-1b,"$380,000 ",2007.0
"Torres, Eider",inf,"$380,000 ",2007.0
"Treanor, Matt",c,"$380,000 ",2007.0
"Tyler, Scott",p,"$380,000 ",2007.0
"Watson, Brandon",of,"$380,000 ",2007.0
"White, Sean",rhp,"$380,000 ",2007.0
"Willingham, Josh",lf-rf,"$380,000 ",2007.0
"Young, Chris",cf,"$380,000 ",2007.0
2007,,,
TOTAL,,"$2,452,543,029 ",2007.0
AVERAGE,,"$2,662,913 ",2007.0
MEDIAN,,"$825,000 ",2007.0
"Rodriguez, Alex",3b,"$27,000,000 ",2008.0
"Giambi, Jason",1b-dh,"$21,000,000 ",2008.0
"Jeter, Derek",ss,"$20,000,000 ",2008.0
"Ramirez, Manny",lf-dh,"$20,000,000 ",2008.0
"Santana, Johan",lhp-s,"$19,000,000 ",2008.0
"Beltran, Carlos",cf,"$18,500,000 ",2008.0
"Suzuki, Ichiro",rf,"$17,000,000 ",2008.0
"Helton, Todd",1b,"$16,600,000 ",2008.0
"Abreu, Bobby",rf,"$16,000,000 ",2008.0
"Delgado, Carlos",1b,"$16,000,000 ",2008.0
"Hunter, Torii",cf,"$16,000,000 ",2008.0
"Pettitte, Andy",lhp-s,"$16,000,000 ",2008.0
"Pujols, Albert",1b,"$16,000,000 ",2008.0
"Hampton, Mike",lhp-s,"$15,000,000 ",2008.0
"Ordonez, Magglio",rf,"$15,000,000 ",2008.0
"Rivera, Mariano",rhp,"$15,000,000 ",2008.0
"Zambrano, Carlos",rhp-s,"$15,000,000 ",2008.0
"Berkman, Lance",1b,"$14,500,000 ",2008.0
"Guerrero, Vladimir",rf-dh,"$14,500,000 ",2008.0
"Zito, Barry",lhp-s,"$14,500,000 ",2008.0
"Buehrle, Mark",lhp-s,"$14,000,000 ",2008.0
"Burrell, Pat",dh-lf,"$14,000,000 ",2008.0
"Drew, J.D.",rf,"$14,000,000 ",2008.0
"Ramirez, Aramis",3b,"$14,000,000 ",2008.0
"Sexson, Richie",1b,"$14,000,000 ",2008.0
"Sheffield, Gary",rf,"$14,000,000 ",2008.0
"Smoltz, John",rhp-s,"$14,000,000 ",2008.0
"Thome, Jim",dh,"$14,000,000 ",2008.0
"Posada, Jorge",c,"$13,100,000 ",2008.0
"Damon, Johnny",lf,"$13,000,000 ",2008.0
"Dunn, Adam",lf-1b,"$13,000,000 ",2008.0
"Furcal, Rafael",ss,"$13,000,000 ",2008.0
"Hudson, Tim",rhp-s,"$13,000,000 ",2008.0
"Lee, Derrek",1b,"$13,000,000 ",2008.0
"Matsui, Hideki",dh-lf,"$13,000,000 ",2008.0
"Oswalt, Roy",rhp-s,"$13,000,000 ",2008.0
"Rodriguez, Ivan",c,"$13,000,000 ",2008.0
"Soriano, Alfonso",lf,"$13,000,000 ",2008.0
"Tejada, Miguel",3b,"$13,000,000 ",2008.0
"Glaus, Troy",3b,"$12,750,000 ",2008.0
"Griffey Jr., Ken",dh-rf,"$12,500,000 ",2008.0
"Ortiz, David",dh,"$12,500,000 ",2008.0
"Teixeira, Mark",1b,"$12,500,000 ",2008.0
"Anderson, Garret",lf,"$12,000,000 ",2008.0
"Anderson, Garret",lf,"$12,000,000 ",2008.0
"Beltre, Adrian",3b,"$12,000,000 ",2008.0
"Burnett, A.J.",rhp-s,"$12,000,000 ",2008.0
"Garland, Jon",rhp-s,"$12,000,000 ",2008.0
"Guillen, Carlos",lf,"$12,000,000 ",2008.0
"Guillen, Jose",rf,"$12,000,000 ",2008.0
"Konerko, Paul",1b,"$12,000,000 ",2008.0
"Lee, Carlos",lf,"$12,000,000 ",2008.0
"Lowell, Mike",3b,"$12,000,000 ",2008.0
"Schmidt, Jason",rhp-s,"$12,000,000 ",2008.0
"Vazquez, Javier",rhp-s,"$11,500,000 ",2008.0
"Cabrera, Miguel",1b,"$11,300,000 ",2008.0
"Nathan, Joe",rhp,"$11,250,000 ",2008.0
"Chavez, Eric",3b,"$11,000,000 ",2008.0
"Jones, Chipper",3b,"$11,000,000 ",2008.0
"Martinez, Pedro J.",rhp,"$11,000,000 ",2008.0
"Meche, Gil",rhp-s,"$11,000,000 ",2008.0
"Mussina, Mike",rhp,"$11,000,000 ",2008.0
"Padillia, Vicente",rhp-s,"$11,000,000 ",2008.0
"Pavano, Carl",rhp-s,"$11,000,000 ",2008.0
"Rolen, Scott",3b,"$11,000,000 ",2008.0
"Sheets, Ben",rhp,"$11,000,000 ",2008.0
"Carpenter, Chris",rhp-s,"$10,500,000 ",2008.0
"Wagner, Billy",lhp,"$10,500,000 ",2008.0
"Contreras, Jose",rhp-s,"$10,000,000 ",2008.0
"Gagne, Eric",rhp,"$10,000,000 ",2008.0
"Halladay, Roy",rhp-s,"$10,000,000 ",2008.0
"Howard, Ryan",1b,"$10,000,000 ",2008.0
"Johnson, Randy",lhp-s,"$10,000,000 ",2008.0
"Lowe, Derek",rhp-s,"$10,000,000 ",2008.0
"Maddux, Greg",rhp,"$10,000,000 ",2008.0
"Ryan, B.J.",lhp,"$10,000,000 ",2008.0
"Washburn, Jarrod",lhp-s,"$10,000,000 ",2008.0
"Westbrook, Jake",rhp-s,"$10,000,000 ",2008.0
"Beckett, Josh",rhp-s,"$9,500,000 ",2008.0
"Dye, Jermaine",rf,"$9,500,000 ",2008.0
"Holliday, Matt",lf,"$9,500,000 ",2008.0
"Morris, Matt",rhp,"$9,500,000 ",2008.0
"Batista, Miguel",rhp-s,"$9,000,000 ",2008.0
"Cabrera, Orlando",ss,"$9,000,000 ",2008.0
"Escobar, Kelvim",rhp-s,"$9,000,000 ",2008.0
"Giles, Brian",rf,"$9,000,000 ",2008.0
"Jones, Andruw",cf-lf,"$9,000,000 ",2008.0
"Kent, Jeff",2b,"$9,000,000 ",2008.0
"Lugo, Julio",ss,"$9,000,000 ",2008.0
"Matthews Jr., Gary",cf,"$9,000,000 ",2008.0
"Renteria, Edgar",ss,"$9,000,000 ",2008.0
"Sabathia, CC",lhp-s,"$9,000,000 ",2008.0
"Varitek, Jason",c,"$9,000,000 ",2008.0
"Bonderman, Jeremy",rhp-s,"$8,500,000 ",2008.0
"Cordero, Francisco",rhp,"$8,500,000 ",2008.0
"Garciaparra, Nomar",3b-1b,"$8,500,000 ",2008.0
"Millwood, Kevin",rhp-s,"$8,500,000 ",2008.0
"Myers, Brett",rhp-s,"$8,500,000 ",2008.0
"Penny, Brad",rhp-s,"$8,500,000 ",2008.0
"Vidro, Jose",dh-2b,"$8,500,000 ",2008.0
"Hafner, Travis",dh,"$8,050,000 ",2008.0
"Byrd, Paul",rhp,"$8,000,000 ",2008.0
"Edmonds, Jim",of,"$8,000,000 ",2008.0
"Glavine, Tom",lhp-s,"$8,000,000 ",2008.0
"Huff, Aubrey",1b,"$8,000,000 ",2008.0
"Isringhausen, Jason",rhp,"$8,000,000 ",2008.0
"Kotsay, Mark",of-1b,"$8,000,000 ",2008.0
"Matsuzaka, Daisuke",rhp-s,"$8,000,000 ",2008.0
"Pierre, Juan",cf-lf,"$8,000,000 ",2008.0
"Rogers, Kenny",lhp,"$8,000,000 ",2008.0
"Rowand, Aaron",cf,"$8,000,000 ",2008.0
"Schilling, Curt",rhp,"$8,000,000 ",2008.0
"Suppan, Jeff",rhp-s,"$8,000,000 ",2008.0
"Thomas, Frank",dh,"$8,000,000 ",2008.0
"Winn, Randy",rf,"$8,000,000 ",2008.0
"Davis, Doug",lhp-s,"$7,750,000 ",2008.0
"Eaton, Adam",rhp-s,"$7,635,000 ",2008.0
"Alou, Moises",of,"$7,500,000 ",2008.0
"Durham, Ray",2b,"$7,500,000 ",2008.0
"Hernandez, Ramon",c,"$7,500,000 ",2008.0
"Hoffman, Trevor",rhp,"$7,500,000 ",2008.0
"Utley, Chase",2b,"$7,500,000 ",2008.0
"Morneau, Justin",1b,"$7,400,000 ",2008.0
"Bedard, Erik",lhp-s,"$7,000,000 ",2008.0
"Cameron, Mike",cf,"$7,000,000 ",2008.0
"Jones, Todd",rhp,"$7,000,000 ",2008.0
"Lackey, John",rhp-s,"$7,000,000 ",2008.0
"Lilly, Ted",lhp-s,"$7,000,000 ",2008.0
"Loaiza, Esteban",rhp,"$7,000,000 ",2008.0
"Rollins, Jimmy",ss,"$7,000,000 ",2008.0
"Silva, Carlos",rhp-s,"$7,000,000 ",2008.0
"Willis, Dontrelle",lhp-s,"$7,000,000 ",2008.0
"Harang, Aaron",rhp-s,"$6,750,000 ",2008.0
"Encarnacion, Juan",of,"$6,500,000 ",2008.0
"Hernandez, Orlando",rhp,"$6,500,000 ",2008.0
"Mulder, Mark",lhp,"$6,500,000 ",2008.0
"Perez, Oliver",lhp-s,"$6,500,000 ",2008.0
"Roberts, Dave",of,"$6,500,000 ",2008.0
"Wilson, Jack",ss,"$6,500,000 ",2008.0
"Marquis, Jason",rhp-s,"$6,375,000 ",2008.0
"Lidge, Brad",rhp,"$6,350,000 ",2008.0
"Roberts, Brian",2b,"$6,300,000 ",2008.0
"Hudson, Orlando",2b,"$6,250,000 ",2008.0
"Mauer, Joe",c,"$6,250,000 ",2008.0
"Williams, Woody",rhp,"$6,250,000 ",2008.0
"Cordero, Chad",rhp,"$6,200,000 ",2008.0
"Inge, Brandon",3b,"$6,200,000 ",2008.0
"Blake, Casey",3b,"$6,100,000 ",2008.0
"Byrnes, Eric",of,"$6,000,000 ",2008.0
"Castillo, Luis",2b,"$6,000,000 ",2008.0
"Fukudome, Kosuke",rf,"$6,000,000 ",2008.0
"Molina, Benjie",c,"$6,000,000 ",2008.0
"Peavy, Jake",rhp-s,"$6,000,000 ",2008.0
"Pena, Carlos",1b,"$6,000,000 ",2008.0
"Blalock, Hank",dh-1b,"$5,950,000 ",2008.0
"Pierzynski, A.J.",c,"$5,850,000 ",2008.0
"Overbay, Lyle",1b,"$5,800,000 ",2008.0
"Bay, Jason",lf,"$5,750,000 ",2008.0
"Gibbons, Jay",1b,"$5,700,000 ",2008.0
"Dempster, Ryan",rhp-s,"$5,500,000 ",2008.0
"Farnsworth, Kyle",rhp,"$5,500,000 ",2008.0
"Gordon, Tom",rhp,"$5,500,000 ",2008.0
"Ibanez, Raul",lf,"$5,500,000 ",2008.0
"Johnson, Nick",1b,"$5,500,000 ",2008.0
"Looper, Braden",rhp-s,"$5,500,000 ",2008.0
"Webb, Brandon",rhp-s,"$5,500,000 ",2008.0
"Vizquel, Omar",ss-2b,"$5,300,000 ",2008.0
"Crawford, Carl",lf,"$5,250,000 ",2008.0
"Johjima, Kenji",c,"$5,200,000 ",2008.0
"Crede, Joe",3b,"$5,100,000 ",2008.0
"Fuentes, Brian",lhp,"$5,050,000 ",2008.0
"Bradley, Milton",rf-dh,"$5,000,000 ",2008.0
"Cuddyer, Michael",rf,"$5,000,000 ",2008.0
"Dotel, Octavio",rhp,"$5,000,000 ",2008.0
"Ellis, Mark",2b,"$5,000,000 ",2008.0
"Hernandez, Livan",rhp-s,"$5,000,000 ",2008.0
"Jenkins, Geoff",of,"$5,000,000 ",2008.0
"Jones, Jacque",of,"$5,000,000 ",2008.0
"Kearns, Austin",rf,"$5,000,000 ",2008.0
"Kuroda, Hiroki",rhp-s,"$5,000,000 ",2008.0
"LaRoche, Adam",1b,"$5,000,000 ",2008.0
"LoDuca, Paul",c,"$5,000,000 ",2008.0
"Matsui, Kazuo",2b,"$5,000,000 ",2008.0
"Payton, Jay",of,"$5,000,000 ",2008.0
"Pineiro, Joel",rhp-s,"$5,000,000 ",2008.0
"Wright, David",3b,"$5,000,000 ",2008.0
"Young, Dmitri",1b-dh,"$5,000,000 ",2008.0
"Young, Michael",3b,"$5,000,000 ",2008.0
"Lopez, Felipe",2b-ss,"$4,900,000 ",2008.0
"Schneider, Brian",c,"$4,900,000 ",2008.0
"Rios, Alex",rf-cf,"$4,835,000 ",2008.0
"Hall, Bill",3b,"$4,800,000 ",2008.0
"Berrora, Angel",ss,"$4,750,000 ",2008.0
"Crisp, Covelli",cf,"$4,750,000 ",2008.0
"DeRosa, Mark",3b,"$4,750,000 ",2008.0
"Figgins, Chone",3b,"$4,750,000 ",2008.0
"Wolf, Randy",lhp-s,"$4,750,000 ",2008.0
"Valverde, Jose",rhp,"$4,700,000 ",2008.0
"Gonzalez, Alex",ss,"$4,625,000 ",2008.0
"Polanco, Placido",3b,"$4,600,000 ",2008.0
"Aurilia, Rich",1b-3b,"$4,500,000 ",2008.0
"Baez, Danys",rhp,"$4,500,000 ",2008.0
"Cook, Aaron",rhp-s,"$4,500,000 ",2008.0
"Eckstein, David",2b,"$4,500,000 ",2008.0
"Greene, Khalil",ss,"$4,500,000 ",2008.0
"Grudzielanek, Mark",ss-2b,"$4,500,000 ",2008.0
"Harden, Rich",rhp-s,"$4,500,000 ",2008.0
"Uribe, Juan",3b-ss,"$4,500,000 ",2008.0
"Walker, Jamie",lhp,"$4,500,000 ",2008.0
"Atkins, Garrett",1b-3b,"$4,387,500 ",2008.0
"Wigginton, Ty",3b,"$4,350,000 ",2008.0
"Arroyo, Bronson",rhp-s,"$4,275,000 ",2008.0
"Kendall, Jason",c,"$4,250,000 ",2008.0
"Lohse, Kyle",rhp-s,"$4,250,000 ",2008.0
"Martinez, Victor",c-1b,"$4,250,000 ",2008.0
"Robertson, Nate",lhp,"$4,250,000 ",2008.0
"Robertson, Nate",lhp,"$4,250,000 ",2008.0
"Shields, Scot",rhp,"$4,250,000 ",2008.0
"Speier, Justin",rhp,"$4,250,000 ",2008.0
"Guzman, Cristian",ss,"$4,200,000 ",2008.0
"Wood, Kerry",rhp,"$4,200,000 ",2008.0
"Borowski, Joe",rhp,"$4,000,000 ",2008.0
"Catalanotto, Frank",of,"$4,000,000 ",2008.0
"Haren, Dan",rhp-s,"$4,000,000 ",2008.0
"Howry, Bobby",rhp,"$4,000,000 ",2008.0
"Igawa, Kei",lhp,"$4,000,000 ",2008.0
"Jennings, Jason",rhp,"$4,000,000 ",2008.0
"Linebrink, Scott",rhp,"$4,000,000 ",2008.0
"Mahay, Ron",lhp,"$4,000,000 ",2008.0
"Percival, Troy",rhp,"$4,000,000 ",2008.0
"Reyes, Jose",ss,"$4,000,000 ",2008.0
"Riske, David",rhp,"$4,000,000 ",2008.0
"Sanchez, Freddy",2b,"$4,000,000 ",2008.0
"Wakefield, Tim",rhp-s,"$4,000,000 ",2008.0
"Wang, Chien-Ming",rhp-s,"$4,000,000 ",2008.0
"Hawpe, Brad",rf,"$3,925,000 ",2008.0
"Broussard, Ben",1b,"$3,850,000 ",2008.0
"Iguchi, Tadahito",2b-ss,"$3,850,000 ",2008.0
"Tavarez, Julian",rhp,"$3,850,000 ",2008.0
"Monroe, Craig",rf,"$3,820,000 ",2008.0
"Eyre, Scott",lhp,"$3,800,000 ",2008.0
"Kazmir, Scott",lhp-s,"$3,785,000 ",2008.0
"Capuano, Chris",lhp,"$3,750,000 ",2008.0
"Dellucci, David",of,"$3,750,000 ",2008.0
"Hawkins, LaTroy",rhp,"$3,750,000 ",2008.0
"Lee, Cliff",lhp-s,"$3,750,000 ",2008.0
"Tracy, Chad",1b,"$3,750,000 ",2008.0
"Zaun, Gregg",c,"$3,750,000 ",2008.0
"Blanton, Joe",rhp-s,"$3,700,000 ",2008.0
"Schoeneweis, Scott",lhp,"$3,600,000 ",2008.0
"Barrett, Michael",c,"$3,500,000 ",2008.0
"Bradford, Chad",rhp,"$3,500,000 ",2008.0
