Player,Position,Salary,Year
"Santiago, Benito",c,"$1,500,000 ",2003.0
"Sauerbeck, Scott",p,"$1,500,000 ",2003.0
"Yan, Esteban",rhp,"$1,500,000 ",2003.0
"Zeile, Todd",1b-3b,"$1,500,000 ",2003.0
"Prior, Mark",rhp,"$1,450,000 ",2003.0
"Schoeneweis, Scott",lhp,"$1,425,000 ",2003.0
"Gordon, Tom",rhp,"$1,400,000 ",2003.0
"Hatteberg, Scott",c-1b,"$1,400,000 ",2003.0
"Looper, Braden",rhp-s,"$1,400,000 ",2003.0
"Ward, Daryle",of,"$1,350,000 ",2003.0
"Blanco, Henry",c,"$1,300,000 ",2003.0
"Molina, Benjie",c,"$1,300,000 ",2003.0
"Sanchez, Rey",ss,"$1,300,000 ",2003.0
"Stinnett, Kelly",c,"$1,300,000 ",2003.0
"Thomson, John",p,"$1,300,000 ",2003.0
"Fassero, Jeff",p,"$1,250,000 ",2003.0
"LaRue, Jason",c,"$1,250,000 ",2003.0
"Loretta, Mark",2b-3b,"$1,250,000 ",2003.0
"Ortiz, David",dh,"$1,250,000 ",2003.0
"Hentgen, Pat",sp,"$1,200,000 ",2003.0
"Saenz, Olmedo",3b,"$1,200,000 ",2003.0
"Taguchi, So",of,"$1,200,000 ",2003.0
"Zaun, Gregg",c,"$1,200,000 ",2003.0
"Cora, Alex",2b-ss,"$1,150,000 ",2003.0
"Ritchie, Todd",p,"$1,150,000 ",2003.0
"Hocking, Denny",inf-of,"$1,100,000 ",2003.0
"Durazo, Erubiel",1b-of,"$1,065,000 ",2003.0
"Redmond, Mike",mgr,"$1,050,000 ",2003.0
"Lofton, Kenny",of,"$1,025,000 ",2003.0
"Bere, Jason",sp,"$1,000,000 ",2003.0
"Bordick, Mike",ss,"$1,000,000 ",2003.0
"Burrell, Pat",lf,"$1,000,000 ",2003.0
"Cruz, Deivi",ss,"$1,000,000 ",2003.0
"Davis, Ben",c,"$1,000,000 ",2003.0
"Fick, Rob",1b,"$1,000,000 ",2003.0
"Fullmer, Brad",1b-of,"$1,000,000 ",2003.0
"Glanville, Doug",of,"$1,000,000 ",2003.0
"Helling, Rick",sp,"$1,000,000 ",2003.0
"Houston, Tyler",c,"$1,000,000 ",2003.0
"Ligtenberg, Kerry",rp,"$1,000,000 ",2003.0
"Reynolds, Shane",sp,"$1,000,000 ",2003.0
"Sanders, Reggie",of,"$1,000,000 ",2003.0
"Sturtze, Tanyon",rhp,"$1,000,000 ",2003.0
"Surhoff, B.J.",of,"$1,000,000 ",2003.0
"Holtz, Mike",p,"$975,000 ",2003.0
"Strickland, Scott",rhp,"$950,000 ",2003.0
"DeLosSantos, Valerio",lhp,"$925,000 ",2003.0
"Owens, Eric",of,"$925,000 ",2003.0
"Acevedo, Juan",p,"$900,000 ",2003.0
"Cordero, Francisco",rhp,"$900,000 ",2003.0
"Dellucci, David",of,"$900,000 ",2003.0
"Hermanson, Dustin",p,"$900,000 ",2003.0
"Matthews Jr., Gary",cf,"$900,000 ",2003.0
"Pierre, Juan",cf-lf,"$900,000 ",2003.0
"Pujols, Albert",1b,"$900,000 ",2003.0
"Relaford, Desi",inf,"$900,000 ",2003.0
"Spencer, Shane",of,"$900,000 ",2003.0
"Stairs, Matt",lf-rf,"$900,000 ",2003.0
"Zito, Barry",lhp-s,"$900,000 ",2003.0
"Cairo, Miguel",2b-3b,"$850,000 ",2003.0
"Ledee, Ricky",of,"$850,000 ",2003.0
"Pratt, Todd",c,"$850,000 ",2003.0
"Sabathia, CC",lhp-s,"$850,000 ",2003.0
"Speier, Justin",rhp,"$850,000 ",2003.0
"Politte, Cliff",p,"$845,000 ",2003.0
"Herges, Matt",rhp,"$825,000 ",2003.0
"Mirabelli, Doug",c,"$805,000 ",2003.0
"Castillo, Frank",sp,"$800,000 ",2003.0
"Castro, Juan",2b-ss,"$800,000 ",2003.0
"Franco, Matt",of,"$800,000 ",2003.0
"Hernandez, Jose",3b,"$800,000 ",2003.0
"Macias, Jose",2b,"$800,000 ",2003.0
"Myers, Greg",c,"$800,000 ",2003.0
"Orosco, Jesse",lhp,"$800,000 ",2003.0
"Soriano, Alfonso",dh,"$800,000 ",2003.0
"Stephenson, Garret",sp,"$800,000 ",2003.0
"Carrara, Giovanni",rhp,"$790,000 ",2003.0
"Pena, Wily Mo",of,"$788,000 ",2003.0
"Almanza, Armando",rp,"$775,000 ",2003.0
"Febles, Carlos",2b,"$775,000 ",2003.0
"Flaherty, John",c,"$775,000 ",2003.0
"Woodward, Chris",inf,"$775,000 ",2003.0
"Ryan, B.J.",lhp,"$762,500 ",2003.0
"Bako, Paul",c,"$750,000 ",2003.0
"Colbrunn, Greg",1b-of,"$750,000 ",2003.0
"Eischen, Joey",p,"$750,000 ",2003.0
"Greene, Todd",c,"$750,000 ",2003.0
"Halama, John",lhp,"$750,000 ",2003.0
"Nady, Xavier",rf,"$750,000 ",2003.0
"Tavarez, Julian",rhp,"$750,000 ",2003.0
"Teixeira, Mark",1b,"$750,000 ",2003.0
"Witasick, Jay",rp,"$750,000 ",2003.0
"Eyre, Scott",lhp,"$725,000 ",2003.0
"Gil, Benji",inf,"$725,000 ",2003.0
"Girardi, Joe",mgr,"$725,000 ",2003.0
"Alomar Jr., Sandy",c,"$700,000 ",2003.0
"Bennett, Gary",c,"$700,000 ",2003.0
"Berg, Dave",ss,"$700,000 ",2003.0
"Chen, Bruce",lhp-s,"$700,000 ",2003.0
"Creek, Doug",p,"$700,000 ",2003.0
"Gonzalez, Wiki",c,"$700,000 ",2003.0
"Holmes, Darren",rp,"$700,000 ",2003.0
"Palmeiro, Orlando",of,"$700,000 ",2003.0
"Wilson, Enrique",2b,"$700,000 ",2003.0
"Graffanino, Tony",2b-3b,"$675,000 ",2003.0
"Mota, Guillermo",rhp,"$675,000 ",2003.0
"Nunez, Abraham",inf,"$675,000 ",2003.0
"Jackson, Damian",2b,"$650,000 ",2003.0
"Reynoso, Armando",rhp,"$650,000 ",2003.0
"DiFelice, Mike",c,"$625,000 ",2003.0
"Lawrence, Brian",rhp,"$625,000 ",2003.0
"King, Ray",lhp,"$620,000 ",2003.0
"Anderson, Jimmy",p,"$600,000 ",2003.0
"Anderson, Marlon",2b-of,"$600,000 ",2003.0
"Cordero, Wilfredo",of,"$600,000 ",2003.0
"Farnsworth, Kyle",rhp,"$600,000 ",2003.0
"Fultz, Aaron",lhp,"$600,000 ",2003.0
"Heredia, Felix",rp,"$600,000 ",2003.0
"Hernandez, Roberto",rhp,"$600,000 ",2003.0
"Hinske, Eric",1b-lf,"$600,000 ",2003.0
"Mabry, John",3b-of,"$600,000 ",2003.0
"McEwing, Joe",of,"$600,000 ",2003.0
"Meadows, Brian",sp,"$600,000 ",2003.0
"Norton, Greg",3b,"$600,000 ",2003.0
"Reed, Steve",p,"$600,000 ",2003.0
"Reyes, Dennys",lhp,"$600,000 ",2003.0
"Santiago, Jose",rhp,"$600,000 ",2003.0
"Shinjo, Tsuyoshi",of,"$600,000 ",2003.0
"Sierra, Ruben",of,"$600,000 ",2003.0
"White, Rick",rp,"$600,000 ",2003.0
"Helms, Wes",3b-1b,"$575,000 ",2003.0
"Wunsch, Kelly",rp,"$575,000 ",2003.0
"Merloni, Lou",inf,"$560,000 ",2003.0
"Gagne, Eric",rhp,"$550,000 ",2003.0
"Hansen, Dave",inf,"$550,000 ",2003.0
"Mercker, Kent",lhp,"$550,000 ",2003.0
"Nitkowski, C.J.",p,"$550,000 ",2003.0
"Stynes, Chris",3b-2b,"$550,000 ",2003.0
"Vander Wal, John",of,"$550,000 ",2003.0
"Miller, Wade",rhp,"$525,000 ",2003.0
"Wells, Vernon",of,"$520,000 ",2003.0
"Reichert, Dan",rhp,"$510,000 ",2003.0
"Baerga, Carlos",inf,"$500,000 ",2003.0
"Borders, Pat",c,"$500,000 ",2003.0
"Elarton, Scott",rhp,"$500,000 ",2003.0
"Eldred, Cal",rhp,"$500,000 ",2003.0
"Estalella, Bobby",c,"$500,000 ",2003.0
"Fetters, Mike",rp,"$500,000 ",2003.0
"Fox, Chad",rhp,"$500,000 ",2003.0
"Galarraga, Andres",1b,"$500,000 ",2003.0
"Gomez, Chris",inf,"$500,000 ",2003.0
"Guillen, Jose",rf,"$500,000 ",2003.0
"Johnson, Mark L.",c,"$500,000 ",2003.0
"Lee, Travis",1b,"$500,000 ",2003.0
"Loaiza, Esteban",rhp,"$500,000 ",2003.0
"Manzanillo, Josias",p,"$500,000 ",2003.0
"Mauer, Joe",1b,"$500,000 ",2003.0
"Moehler, Brian",rhp-s,"$500,000 ",2003.0
"Mordecai, Mike",inf,"$500,000 ",2003.0
"Mulholland, Terry",lhp,"$500,000 ",2003.0
"Oswalt, Roy",rhp-s,"$500,000 ",2003.0
"Perez, Eddie",c,"$500,000 ",2003.0
"Perez, Eduardo",of,"$500,000 ",2003.0
"Perez, Tomas",inf,"$500,000 ",2003.0
"Quinn, Mark",of,"$500,000 ",2003.0
"Suppan, Jeff",rhp-s,"$500,000 ",2003.0
"Wilson, Paul",sp,"$500,000 ",2003.0
"Belliard, Ron",2b,"$475,000 ",2003.0
"Bellhorn, Mark",inf,"$465,000 ",2003.0
"Osik, Keith",c,"$455,000 ",2003.0
"Bragg, Darren",of,"$450,000 ",2003.0
"Campillo, Jorge",rhp,"$450,000 ",2003.0
"Daubach, Brian",1b-dh,"$450,000 ",2003.0
"Gardenhire, Ron",mgr,"$450,000 ",2003.0
"Kolb, Danny",p,"$450,000 ",2003.0
"May, Darrell",p,"$450,000 ",2003.0
"Rios, Armando",of,"$450,000 ",2003.0
"Rollins, Jimmy",ss,"$450,000 ",2003.0
"Buehrle, Mark",lhp-s,"$445,000 ",2003.0
"Lamb, Mike",3b,"$440,000 ",2003.0
"Pineiro, Joel",rhp-s,"$440,000 ",2003.0
"Cabrera, Jolbert",inf-of,"$435,000 ",2003.0
"Spivey, Junior",2b,"$432,000 ",2003.0
"Sheets, Ben",rhp,"$428,000 ",2003.0
"Davis, Doug",lhp-s,"$427,500 ",2003.0
"Eckstein, David",2b,"$425,000 ",2003.0
"Franklin, Ryan",rhp,"$425,000 ",2003.0
"Padillia, Vicente",rhp-s,"$425,000 ",2003.0
"Walker, Pete",p,"$425,000 ",2003.0
"Young, Michael",inf-dh,"$415,000 ",2003.0
"Borowski, Joe",rhp,"$410,000 ",2003.0
"Hillenbrand, Shea",3b,"$407,500 ",2003.0
"Ankiel, Rick",of,"$400,000 ",2003.0
"Dunn, Adam",dh-1b,"$400,000 ",2003.0
"Laker, Tim",c,"$400,000 ",2003.0
"Mackanin, Pete",mgr,"$400,000 ",2003.0
"Miley, Dave",mgr,"$400,000 ",2003.0
"Narron, Jerry",mgr,"$400,000 ",2003.0
"Parque, Jim",sp,"$400,000 ",2003.0
"Roberts, Dave",of,"$400,000 ",2003.0
"Branyan, Russell",1b-3b,"$395,000 ",2003.0
"Branyan, Russell",1b-3b,"$395,000 ",2003.0
"Prokopec, Luke",p,"$390,000 ",2003.0
"Marquis, Jason",rhp-s,"$380,000 ",2003.0
"Garland, Jon",rhp-s,"$375,000 ",2003.0
"Gibbons, Jay",1b-of,"$375,000 ",2003.0
"Weber, Ben",p,"$375,000 ",2003.0
"Vizcaino, Luis",rhp,"$370,000 ",2003.0
"Wells, Kip",rhp,"$370,000 ",2003.0
"Patterson, Corey",of,"$365,000 ",2003.0
"Pierzynski, A.J.",c,"$365,000 ",2003.0
"Johnson, Nick",1b,"$364,100 ",2003.0
"Walker, Jamie",lhp,"$360,000 ",2003.0
"Eaton, Adam",rhp-s,"$350,000 ",2003.0
"Julio, Jorge",rhp,"$350,000 ",2003.0
"Kearns, Austin",rf,"$350,000 ",2003.0
"Miceli, Dan",rp,"$350,000 ",2003.0
"Offerman, Jose",2b-1b,"$350,000 ",2003.0
"Oliver, Darren",lhp,"$350,000 ",2003.0
"Riedling, John",p,"$350,000 ",2003.0
"Jimenez, D'Angelo",inf,"$345,000 ",2003.0
"Cruz, Juan",rhp,"$340,000 ",2003.0
"DeRosa, Mark",3b,"$340,000 ",2003.0
"Kingsale, Gene",of,"$340,000 ",2003.0
"Ohka, Tomo",rhp,"$340,000 ",2003.0
"Rivas, Luis",2b,"$340,000 ",2003.0
"Sanchez, Alex",of,"$340,000 ",2003.0
"Zambrano, Carlos",rhp-s,"$340,000 ",2003.0
"Wooten, Shawn",c,"$337,500 ",2003.0
"Izturis, Cesar",ss,"$335,000 ",2003.0
"Lilly, Ted",lhp-s,"$335,000 ",2003.0
"Santana, Johan",lhp-s,"$335,000 ",2003.0
"Wilson, Jack",ss,"$335,000 ",2003.0
"Menechino, Frank",2b,"$334,500 ",2003.0
"Lopez, Felipe",2b-ss,"$334,000 ",2003.0
"Taylor, Reggie",of,"$334,000 ",2003.0
"Bradford, Chad",rhp,"$331,000 ",2003.0
"Blake, Casey",3b,"$330,000 ",2003.0
"Gil, Geronimo",c,"$330,000 ",2003.0
"Lohse, Kyle",rhp-s,"$330,000 ",2003.0
"Marte, Damaso",lhp,"$330,000 ",2003.0
"Mercado, Hector",p,"$330,000 ",2003.0
"Mench, Kevin",of,"$327,500 ",2003.0
"Stewart, Scott",p,"$327,000 ",2003.0
"Wilson, Craig",of,"$327,000 ",2003.0
"Bauer, Rick",rhp,"$325,000 ",2003.0
"Bocachica, Hiram",of,"$325,000 ",2003.0
"Buchanan, Brian",of,"$325,000 ",2003.0
"Donnelly, Brendan",rhp,"$325,000 ",2003.0
"Duckworth, Brandon",rhp,"$325,000 ",2003.0
"Feliz, Pedro",3b,"$325,000 ",2003.0
"Huff, Aubrey",1b,"$325,000 ",2003.0
"Jennings, Jason",rhp,"$325,000 ",2003.0
"Kielty, Bobby",of,"$325,000 ",2003.0
"Lopez, Rodrigo",rhp-s,"$325,000 ",2003.0
"Meche, Gil",rhp-s,"$325,000 ",2003.0
"Paul, Josh",c,"$325,000 ",2003.0
"Richard, Chris",1b-of,"$325,000 ",2003.0
"Romero, J.C.",lhp,"$325,000 ",2003.0
"Stone, Ricky",p,"$325,000 ",2003.0
"Torres, Salomon",rhp,"$325,000 ",2003.0
"Williams, Gerald",of,"$325,000 ",2003.0
"Wright, Dan",p,"$325,000 ",2003.0
"Fossum, Casey",lhp,"$324,500 ",2003.0
"Beimel, Joe",lhp,"$322,000 ",2003.0
"Fogg, Josh",rhp,"$322,000 ",2003.0
"Mackowiak, Rob",of,"$322,000 ",2003.0
"Piatt, Adam",of,"$322,000 ",2003.0
"Biddle, Lee ""Rocky""",p,"$320,000 ",2003.0
"Coggin, David",sp,"$320,000 ",2003.0
"Durocher, Jayson",p,"$320,000 ",2003.0
"Kinkade, Mike",inf,"$320,000 ",2003.0
"Liefer, Jeff",inf,"$320,000 ",2003.0
"Molina, Jose",c,"$320,000 ",2003.0
"Phelps, Josh",1b-c,"$320,000 ",2003.0
"Robinson, Kerry",of,"$320,000 ",2003.0
"Rowand, Aaron",cf,"$320,000 ",2003.0
"Kinney, Matt",rhp,"$318,000 ",2003.0
"Jensen, Ryan",p,"$317,000 ",2003.0
"Zerbe, Chad",p,"$317,000 ",2003.0
"Giles, Marcus",2b,"$316,500 ",2003.0
"Fikac, Jeremy",p,"$316,000 ",2003.0
"Wilson, Tom",c,"$316,000 ",2003.0
"Lincoln, Mike",rhp,"$315,500 ",2003.0
"Crede, Joe",3b,"$315,000 ",2003.0
"Gryboski, Kevin",p,"$315,000 ",2003.0
"Inge, Brandon",3b,"$315,000 ",2003.0
"Lackey, John",rhp-s,"$315,000 ",2003.0
"Mohr, Dustan",of,"$315,000 ",2003.0
"Roa, Joe",p,"$315,000 ",2003.0
"Simontacchi, Jason",rhp,"$315,000 ",2003.0
"Vazquez, Ramon",ss-2b,"$315,000 ",2003.0
"Wilkerson, Brad",of,"$315,000 ",2003.0
"Wilson, Vance",c,"$315,000 ",2003.0
"McDonald, John",ss-2b,"$314,400 ",2003.0
"Bradley, Milton",rf-dh,"$314,300 ",2003.0
"Asencio, Miguel",rhp,"$314,000 ",2003.0
"Bernero, Adam",p,"$314,000 ",2003.0
"Riske, David",rhp,"$314,000 ",2003.0
"Affeldt, Jeremy",lhp,"$313,000 ",2003.0
"Huckaby, Ken",c,"$313,000 ",2003.0
"Hudson, Orlando",2b,"$313,000 ",2003.0
"Clark, Brady",of,"$312,500 ",2003.0
"Hermanson, Chad",of,"$312,500 ",2003.0
"LeCroy, Matt",1b-c,"$312,500 ",2003.0
"Perez, Timo",of,"$312,500 ",2003.0
"Rodriguez, Francisco",rhp,"$312,500 ",2003.0
"Williams, Dave",p,"$312,500 ",2003.0
"Torrealba, Yorvit",c,"$312,000 ",2003.0
"Wilson, Kris",rhp,"$311,000 ",2003.0
"Hernandez, Carlos",lhp,"$310,000 ",2003.0
"Pena, Carlos",1b,"$310,000 ",2003.0
"Roberts, Grant",p,"$310,000 ",2003.0
"Schneider, Brian",c,"$310,000 ",2003.0
"Silva, Carlos",rhp-s,"$310,000 ",2003.0
"Stark, Denny",rhp,"$310,000 ",2003.0
"Tucker, T.J.",p,"$310,000 ",2003.0
"Brown, Dee",of,"$309,500 ",2003.0
"Lyon, Brandon",rhp,"$309,500 ",2003.0
"Maroth, Mike",lhp,"$309,000 ",2003.0
"Ellis, Mark",2b,"$307,500 ",2003.0
"Myette, Aaron",p,"$307,500 ",2003.0
"Santiago, Ramon",ss-2b,"$307,000 ",2003.0
"Hernandez, Runelvys",rhp,"$305,500 ",2003.0
"Westbrook, Jake",rhp-s,"$305,500 ",2003.0
"Chiasson, Scott",,"$305,000 ",2003.0
"Choi, Hee Seop",of,"$305,000 ",2003.0
"Delgado, Wilson",2b-ss,"$305,000 ",2003.0
"Knotts, Gary",p,"$305,000 ",2003.0
"Leon, Jose",inf,"$305,000 ",2003.0
"Michaels, Jason",of,"$305,000 ",2003.0
"Miller, Trever",lhp,"$305,000 ",2003.0
"Munro, Pete",p,"$305,000 ",2003.0
"Neugebauer, Nick",p,"$305,000 ",2003.0
"Ohman, Will",lhp,"$305,000 ",2003.0
"Peavy, Jake",rhp-s,"$305,000 ",2003.0
"Perez, Oliver",lhp,"$305,000 ",2003.0
"Shields, Scot",rhp,"$305,000 ",2003.0
"Smith, Dan",p,"$305,000 ",2003.0
"Spurling, Chris",p,"$305,000 ",2003.0
"Valentin, Javier",c,"$305,000 ",2003.0
"Bukvich, Ryan",rhp,"$304,500 ",2003.0
"Berger, Brandon",of,"$304,000 ",2003.0
"Bowie, Micah",lhp,"$304,000 ",2003.0
"George, Chris",lhp,"$303,500 ",2003.0
"Broussard, Ben",1b,"$303,000 ",2003.0
"Cornejo, Nate",p,"$303,000 ",2003.0
"Bacsik, Mike",lhp,"$302,500 ",2003.0
"Blalock, Hank",dh-1b,"$302,500 ",2003.0
"Cuddyer, Michael",rf,"$302,500 ",2003.0
"Lewis, Colby",rhp-s,"$302,500 ",2003.0
"Mateo, Julio",p,"$302,500 ",2003.0
"Romano, Jason",inf-of,"$302,500 ",2003.0
"Wigginton, Ty",3b,"$302,500 ",2003.0
"Wise, Matt",p,"$302,500 ",2003.0
"Rodriguez, Ricardo",p,"$302,400 ",2003.0
"Hafner, Travis",dh,"$302,200 ",2003.0
"Bard, Josh",c,"$302,100 ",2003.0
"Ainsworth, Kurt",p,"$302,000 ",2003.0
"Berrora, Angel",ss,"$302,000 ",2003.0
"Hendrickson, Mark",lhp-s,"$302,000 ",2003.0
"Villafuerte, Brandon",p,"$302,000 ",2003.0
"Day, Zach",p,"$301,500 ",2003.0
"Davis, Jason",rhp,"$301,100 ",2003.0
"Ginter, Keith",inf,"$301,000 ",2003.0
"MacDougal, Mike",rhp,"$301,000 ",2003.0
"Lee, Cliff",lhp-s,"$300,900 ",2003.0
"Phillips, Brandon",2b,"$300,900 ",2003.0
"Bynum, Mike",p,"$300,500 ",2003.0
"Condrey, Clay",rhp,"$300,500 ",2003.0
"Anderson, Jason",rhp,"$300,000 ",2003.0
"Anderson, Ryan",p,"$300,000 ",2003.0
"Ayala, Luis",rhp,"$300,000 ",2003.0
"Baldelli, Rocco",of,"$300,000 ",2003.0
"Barajas, Rod",c,"$300,000 ",2003.0
"Bedard, Erik",lhp-s,"$300,000 ",2003.0
"Bell, Heath",rhp,"$300,000 ",2003.0
"Betemit, Wilson",3b-1b,"$300,000 ",2003.0
"Bloomquist, Willie",ss-3b,"$300,000 ",2003.0
"Bonderman, Jeremy",rhp-s,"$300,000 ",2003.0
"Byrd, Marlon",rf,"$300,000 ",2003.0
"Byrnes, Eric",of,"$300,000 ",2003.0
"Calloway, Ron",of,"$300,000 ",2003.0
"Carpenter, Chris",rhp-s,"$300,000 ",2003.0
"Carrasco, D.J.",rhp,"$300,000 ",2003.0
"Carroll, Jamey",2b,"$300,000 ",2003.0
"Carter, Lance",p,"$300,000 ",2003.0
"Castro, Ramon",c,"$300,000 ",2003.0
"Castro, Ramon",inf,"$300,000 ",2003.0
"Cerda, Jaime",p,"$300,000 ",2003.0
"Chacon, Shawn",rhp,"$300,000 ",2003.0
"Chavez, Endy",lf,"$300,000 ",2003.0
"Chavez, Raul",c,"$300,000 ",2003.0
"Colome, Jesus",rhp,"$300,000 ",2003.0
"Colyer, Steve",p,"$300,000 ",2003.0
"Cook, Aaron",rhp-s,"$300,000 ",2003.0
"Crawford, Carl",lf,"$300,000 ",2003.0
"Downs, Scott",lhp,"$300,000 ",2003.0
"Ensberg, Morgan",3b,"$300,000 ",2003.0
"Ford, Matt",p,"$300,000 ",2003.0
"Foster, John",p,"$300,000 ",2003.0
"Fuentes, Brian",lhp,"$300,000 ",2003.0
"Garcia, Reynaldo",p,"$300,000 ",2003.0
"German, Franklyn",rhp,"$300,000 ",2003.0
"Gomez, Alexis",of,"$300,000 ",2003.0
"Green, Nick",ss-2b,"$300,000 ",2003.0
"Hall, Toby",c,"$300,000 ",2003.0
"Harper, Travis",p,"$300,000 ",2003.0
"Harvey, Ken",1b,"$300,000 ",2003.0
"Infante, Omar",2b,"$300,000 ",2003.0
"Journell, Jimmy",p,"$300,000 ",2003.0
"Kennedy, Joe",p,"$300,000 ",2003.0
"Koplove, Mike",rhp,"$300,000 ",2003.0
"Ledezma, Wil",lhp,"$300,000 ",2003.0
"Lidge, Brad",rhp,"$300,000 ",2003.0
"Lieber, Jon",p,"$300,000 ",2003.0
"Lopez, Aquilino",rhp,"$300,000 ",2003.0
"Lopez, Javier",lhp,"$300,000 ",2003.0
"Machado, Alejandro",p,"$300,000 ",2003.0
"Mateo, Henry",inf,"$300,000 ",2003.0
"McClung, Seth",rhp,"$300,000 ",2003.0
"Moeller, Chad",c,"$300,000 ",2003.0
"Morban, Jose",ss,"$300,000 ",2003.0
"Myers, Brett",rhp-s,"$300,000 ",2003.0
"Nance, Shane",p,"$300,000 ",2003.0
"Nathan, Joe",rhp-c,"$300,000 ",2003.0
"Neal, Blaine",rhp,"$300,000 ",2003.0
"Neu, Mike",p,"$300,000 ",2003.0
"Nunez, Abraham",p,"$300,000 ",2003.0
"Obermueller, Wes",p,"$300,000 ",2003.0
"Olivo, Miguel",c,"$300,000 ",2003.0
"Overbay, Lyle",1b,"$300,000 ",2003.0
"Paulino, Ronny",c,"$300,000 ",2003.0
"Pearce, Josh",p,"$300,000 ",2003.0
"Person, Robert",p,"$300,000 ",2003.0
"Phelps, Tommy",p,"$300,000 ",2003.0
"Phillips, Jason",c,"$300,000 ",2003.0
"Podsednik, Scott",cf-lf,"$300,000 ",2003.0
"Prinz, Bret",rhp,"$300,000 ",2003.0
"Punto, Nick",ss-2b,"$300,000 ",2003.0
"Ramirez, Horacio",lhp-s,"$300,000 ",2003.0
"Randolph, Stephen",lhp,"$300,000 ",2003.0
"Redding, Tim",rhp-s,"$300,000 ",2003.0
"Robertson, Jeriome",p,"$300,000 ",2003.0
"Rolls, Damian",3b,"$300,000 ",2003.0
"Roney, Matt",p,"$300,000 ",2003.0
"Seay, Bobby",lhp,"$300,000 ",2003.0
"Sedlacek, Shawn",rhp,"$300,000 ",2003.0
"Seo, Jae Weong",p,"$300,000 ",2003.0
"Snelling, Chris",of,"$300,000 ",2003.0
"Snyder, Kyle",rhp,"$300,000 ",2003.0
"Sosa, Jorge",rhp,"$300,000 ",2003.0
"Spooneybarger, Tim",p,"$300,000 ",2003.0
"Stewart, Josh",p,"$300,000 ",2003.0
"Tejera, Michael",p,"$300,000 ",2003.0
"Thompson, Derek",p,"$300,000 ",2003.0
"Traber, Billy",lhp,"$300,000 ",2003.0
"Uribe, Juan",3b,"$300,000 ",2003.0
"Utley, Chase",2b,"$300,000 ",2003.0
"Venafro, Mike",lhp,"$300,000 ",2003.0
"Victorino, Shane",rf,"$300,000 ",2003.0
"Villarreal, Oscar",rhp,"$300,000 ",2003.0
"Villarreal, Oscar",rhp,"$300,000 ",2003.0
"Walrond, Les",lhp,"$300,000 ",2003.0
"Wayne, Justin",p,"$300,000 ",2003.0
"Werth, Jayson",rf,"$300,000 ",2003.0
"White, Matt",p,"$300,000 ",2003.0
"Yates, Tyler",rhp,"$300,000 ",2003.0
"Zambrano, Victor",rhp,"$300,000 ",2003.0
2003,,,
TOTAL,,"$2,015,376,000 ",2003.0
AVERAGE,,"$2,519,220 ",2003.0
MEDIAN,,"$800,000 ",2003.0
"Rodriguez, Alex",3b,"$21,000,000 ",2004.0
"Ramirez, Manny",lf-dh,"$20,500,000 ",2004.0
"Delgado, Carlos",1b,"$18,500,000 ",2004.0
"Martinez, Pedro J.",rhp,"$17,500,000 ",2004.0
"Jeter, Derek",ss,"$17,000,000 ",2004.0
"Bonds, Barry",of,"$16,000,000 ",2004.0
"Green, Shawn",of,"$16,000,000 ",2004.0
"Johnson, Randy",lhp-s,"$16,000,000 ",2004.0
"Sosa, Sammy",of,"$16,000,000 ",2004.0
"Brown, Kevin",rhp,"$15,000,000 ",2004.0
"Piazza, Mike",c,"$15,000,000 ",2004.0
"Vaughn, Mo",1b,"$15,000,000 ",2004.0
"Jones, Chipper",3b,"$14,000,000 ",2004.0
"Mussina, Mike",rhp,"$14,000,000 ",2004.0
"Ordonez, Magglio",rf,"$14,000,000 ",2004.0
"Bagwell, Jeff",1b,"$13,000,000 ",2004.0
"Park, Chan Ho",rhp,"$13,000,000 ",2004.0
"Sheffield, Gary",rf,"$13,000,000 ",2004.0
"Griffey Jr., Ken",dh-rf,"$12,500,000 ",2004.0
"Hidalgo, Richard",of,"$12,500,000 ",2004.0
"Morris, Matt",rhp,"$12,500,000 ",2004.0
"Walker, Larry",of,"$12,500,000 ",2004.0
"Hampton, Mike",lhp-s,"$12,000,000 ",2004.0
"Jones, Andruw",cf-lf,"$12,000,000 ",2004.0
"Schilling, Curt",rhp,"$12,000,000 ",2004.0
"Williams, Bernie",of,"$12,000,000 ",2004.0
"Helton, Todd",1b,"$11,600,000 ",2004.0
"Garciaparra, Nomar",3b-1b,"$11,500,000 ",2004.0
"Dreifort, Darren",sp,"$11,000,000 ",2004.0
"Dye, Jermaine",rf,"$11,000,000 ",2004.0
"Millwood, Kevin",rhp-s,"$11,000,000 ",2004.0
"Sweeney, Mike",dh-1b,"$11,000,000 ",2004.0
"Glavine, Tom",lhp-s,"$10,500,000 ",2004.0
"Thome, Jim",dh,"$10,500,000 ",2004.0
"Abreu, Bobby",rf,"$10,000,000 ",2004.0
"Guerrero, Vladimir",rf-dh,"$10,000,000 ",2004.0
"Radke, Brad",sp,"$10,000,000 ",2004.0
"Smoltz, John",rhp-s,"$10,000,000 ",2004.0
"Alou, Moises",of,"$9,500,000 ",2004.0
"Salmon, Tim",of,"$9,500,000 ",2004.0
"Beltran, Carlos",cf,"$9,000,000 ",2004.0
"Colon, Bartolo",rhp-s,"$9,000,000 ",2004.0
"Edmonds, Jim",of,"$9,000,000 ",2004.0
"Giambi, Jason",1b-dh,"$9,000,000 ",2004.0
